报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),15603,10158,4688,35285,23152,9403,3393,16081,9905,5886,2481,18268,12925,8092,3665,20045,11379,6459,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,2,12,,,,,,,
收到的其他与经营活动有关的现金(万元),819,257,190,1938,1166,833,600,1854,1259,714,170,1873,1146,1008,75,880,1292,388,
经营活动现金流入小计(万元),16422,10415,4878,37223,24318,10237,3993,17934,11165,6600,2653,20153,14071,9100,3739,20925,12671,6848,
购买商品、接受劳务支付的现金(万元),4276,3821,885,25091,17630,5145,1662,4547,3134,1639,596,5483,4383,2207,921,6372,3811,2445,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5965,4048,2201,7558,5884,4091,2388,6315,4750,3402,2008,6013,4481,3311,1813,4577,2814,1578,
支付的各项税费(万元),770,625,177,1834,1646,1365,740,2763,2156,1615,1332,1868,1438,983,865,1436,691,309,
支付的其他与经营活动有关的现金(万元),3643,1566,716,5960,2844,1525,1297,2912,2396,1313,578,2519,1891,1435,618,2990,2600,1032,
经营活动现金流出小计(万元),14654,10060,3980,40443,28004,12125,6087,16537,12436,7969,4514,15883,12194,7935,4217,15375,9916,5364,
经营活动产生的现金流量净额(万元),1768,354,898,-3219,-3685,-1889,-2094,1397,-1272,-1369,-1861,4270,1877,1165,-477,5550,2754,1483,
收回投资所收到的现金(万元),,,,,,,,,450,,,,,,,,,,
取得投资收益所收到的现金(万元),346,257,132,796,468,220,49,245,46,46,,23,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,13,13,13,,0,,,,7,1,1,,,0,,
处置子公司及其他营业单位收到的现金净额(万元),-8,,,,,,,450,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),72300,72300,46300,55600,31000,13000,5000,21500,8500,8500,,5000,,,,,,,
