报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),3803636,2483890,1287855,3385364,2107011,1134925,256165,1887291,1033313,670119,340453,1152466,415374,73281,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),16330,10927,30,3713,30133,14518,13660,2101,1859,631,1324,148,67,417,
收到的其他与经营活动有关的现金(万元),177484,78152,42150,227438,70492,56030,21151,52918,43877,23637,36251,42152,22117,1135,
经营活动现金流入小计(万元),3997450,2572969,1330035,3616515,2207636,1205472,290977,1942310,1079049,694387,378027,1194766,437559,74832,
购买商品、接受劳务支付的现金(万元),2304608,1370089,622194,1904161,1258830,874003,489997,1235759,933984,568082,272224,595492,230213,60101,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),261121,175289,74869,229996,155432,97657,45166,212264,144794,95474,36985,124967,43755,9842,
支付的各项税费(万元),233248,165508,70107,186808,126980,67146,33910,149330,97353,54434,23887,155989,47455,2869,
支付的其他与经营活动有关的现金(万元),165979,134452,65180,163923,106051,60834,48887,110882,76254,38361,25558,107406,49681,15911,
经营活动现金流出小计(万元),2964957,1845339,832350,2484888,1647293,1099640,617960,1708235,1252385,756352,358654,983854,371105,88723,
经营活动产生的现金流量净额(万元),1032493,727630,497685,1131627,560343,105833,-326983,234075,-173336,-61964,19373,210913,66453,-13890,
收回投资所收到的现金(万元),,,,526,,,,44800,44730,44550,,1003,,,
取得投资收益所收到的现金(万元),256,,,366,366,321,,257,257,112,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1421,,,29,,,,57,57,57,,505,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),1517845,265782,1461,7063,39779,21677,422021,75883,190285,19881,5162,6194,108857,318,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),1519523,265782,1461,7984,40145,21997,422021,120997,235329,64600,5162,7702,108857,318,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),666148,462311,201986,662927,400353,250645,166761,718028,526877,397875,245911,280082,155379,30053,
投资所支付的现金(万元),32175,9075,7525,19203,18873,10384,,166550,129353,65193,21920,26283,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,17323,,
支付的其他与投资活动有关的现金(万元),93216,,62650,1274621,1055601,657345,15193,0,3380,153432,150114,944178,290,97606,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),791538,471386,272161,1956751,1474827,918374,181954,884579,659610,616500,417945,1250543,172991,127659,
投资活动产生的现金流量净额(万元),727984,-205604,-270700,-1948767,-1434682,-896376,240067,-763581,-424281,-551900,-412783,-1242841,-64135,-127341,
吸收投资收到的现金(万元),94304,44188,44100,627496,631443,542959,1919,617865,617561,508350,351000,1113185,15050,2440,
其中：子公司吸收少数股东投资收到的现金(万元),44723,44188,44100,10879,10879,6765,1919,116865,116865,7350,,784,50,2440,
取得借款收到的现金(万元),305846,135437,27403,412320,309839,268359,99774,447677,256025,151591,41391,193065,83087,20164,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
