报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),162378,102617,49181,206001,141997,87399,48534,168535,82208,160797,168365,147757,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),14153,10932,4701,6393,6247,4061,3222,15782,8479,7681,5291,8182,
收到的其他与经营活动有关的现金(万元),5177,3684,1682,16391,12788,1298,2628,3405,3117,4857,2055,2269,
经营活动现金流入小计(万元),181709,117232,55564,228785,161032,92759,54384,187722,93804,173334,175711,158207,
购买商品、接受劳务支付的现金(万元),114104,75819,42831,164621,104245,69996,41338,110835,54816,78264,106187,85755,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),29054,19594,10603,30912,22939,14893,7571,29827,13169,25873,23661,22904,
支付的各项税费(万元),7323,2338,413,10191,9146,3752,1420,6538,4855,4995,4680,5210,
支付的其他与经营活动有关的现金(万元),17699,13051,8879,22760,15688,9345,7540,20797,10193,16928,19416,14994,
经营活动现金流出小计(万元),168180,110802,62726,228484,152017,97986,57868,167997,83034,126060,153943,128863,
经营活动产生的现金流量净额(万元),13528,6430,-7162,301,9015,-5227,-3484,19725,10770,47274,21768,29345,
收回投资所收到的现金(万元),1311,100,,200,200,200,200,2687,1947,2189,13816,1722,
取得投资收益所收到的现金(万元),-1787,743,131,75,75,75,,856,153,474,519,2158,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,1056,1055,1058,416,290,481,14,74,4,
处置子公司及其他营业单位收到的现金净额(万元),2429,,,0,-183,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),1953,843,131,1331,1147,1333,616,3833,2581,2677,14409,3883,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),19854,12590,8101,28707,19564,12330,6341,40555,23844,16047,9992,9419,
投资所支付的现金(万元),1590,100,,240,240,240,200,2564,0,6465,13182,1288,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
