报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),102645,65087,35426,124113,94652,57944,38250,95566,69322,40940,22477,77904,58708,48837,32643,14876,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),674,525,85,954,812,372,155,410,209,60,60,130,102,104,244,,
收到的其他与经营活动有关的现金(万元),1002,642,328,5037,3335,5555,104,5558,4835,4496,1588,1858,641,2260,829,1519,
经营活动现金流入小计(万元),104321,66253,35840,130105,98800,63870,38509,101535,74366,45496,24126,79892,59451,51202,33716,16394,
购买商品、接受劳务支付的现金(万元),83894,55566,33776,102802,80523,55878,31268,77950,57135,39618,23443,60271,45307,36486,25399,8501,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12148,8288,3659,11922,8472,5420,2831,9227,6588,4331,2241,8330,6053,7123,4355,2653,
支付的各项税费(万元),2115,1556,998,3184,1818,1393,858,3812,2804,1853,1001,2732,2174,2632,627,773,
支付的其他与经营活动有关的现金(万元),7273,4624,1898,3771,2840,1886,824,9058,4358,2321,1099,4659,3793,3105,2120,2018,
经营活动现金流出小计(万元),105429,70035,40330,121679,93652,64578,35782,100047,70886,48122,27785,75991,57328,49345,32500,13945,
经营活动产生的现金流量净额(万元),-1108,-3782,-4490,8426,5147,-707,2727,1488,3480,-2626,-3659,3901,2123,1857,1216,2449,
收回投资所收到的现金(万元),17000,10000,2000,44500,11000,5000,1000,,,,,,,,,,
取得投资收益所收到的现金(万元),378,229,59,1350,475,90,8,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,5,5,346,346,315,33,39,9,9,9,0,0,,8,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),17383,10234,2064,46196,11821,5404,1041,39,9,9,9,0,0,0,8,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8260,5112,1743,9903,6949,4348,995,4236,3359,2435,943,3339,2379,4497,5316,8175,
投资所支付的现金(万元),16970,12000,9000,35500,12000,3000,1000,29000,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
