报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),138475,92792,44933,186227,125876,83891,49813,160579,131271,140326,125963,118818,99698,81276,
客户存款和同业存放款项净增加额(万元),,0,,,,0,,,,,,,,,
向中央银行借款净增加额(万元,,0,,,,0,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,0,,,,0,,,,,,,,,
收到原保险合同保费取得的现金(万元),,0,,,,0,,,,,,,,,
收到再保险业务现金净额(万元),,0,,,,0,,,,,,,,,
保户储金及投资款净增加额(万元),,0,,,,0,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,0,,,,0,,,,,,,,,
拆入资金净增加额(万元),,0,,,,0,,,,,,,,,
回购业务资金净增加额(万元),,0,,,,0,,,,,,,,,
收到的税费返还(万元),2986,2957,,3256,3256,0,,,1000,1663,1113,1165,3548,,
收到的其他与经营活动有关的现金(万元),3309,1664,250,6103,2049,759,67,2562,3786,5849,2271,2258,848,171,
经营活动现金流入小计(万元),144769,97413,45182,195586,131181,84650,49880,163141,136056,147838,129347,122240,104093,81448,
购买商品、接受劳务支付的现金(万元),43724,27219,17133,63868,46318,27551,22188,56136,38472,51553,28078,24819,24889,16209,
客户贷款及垫款净增加额(万元),,0,,,,0,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,0,,,,0,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,0,,,,0,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,0,,,,0,,,,,,,,,
支付保单红利的现金(万元),,0,,,,0,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10280,6710,3676,12001,9251,6241,3542,10850,9998,8913,7275,6056,4817,2435,
支付的各项税费(万元),21026,14990,7849,22019,19342,14246,7231,21662,18445,20690,16462,16488,17744,13363,
支付的其他与经营活动有关的现金(万元),41330,29165,11826,46029,30639,21856,8614,38874,47808,40731,39909,42310,33895,22502,
经营活动现金流出小计(万元),116360,78084,40483,143917,105550,69894,41575,127521,114723,121887,91724,89674,81344,54509,
经营活动产生的现金流量净额(万元),28409,19329,4699,51669,25631,14756,8305,35620,21333,25951,37624,32567,22749,26939,
收回投资所收到的现金(万元),64000,57000,7000,107000,57000,50000,,57000,,,,,,82000,
取得投资收益所收到的现金(万元),1351,1202,163,2510,1257,1094,,1237,,,,,,193,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,0,0,0,46,1,,0,0,5,0,,77,2,
处置子公司及其他营业单位收到的现金净额(万元),,0,,,,0,,,,,,,,,
收到的其他与投资活动有关的现金(万元),1,1,,,,0,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),65352,58203,7163,109510,58303,51095,0,58237,0,5,0,0,77,82194,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),338,222,192,1134,1046,802,530,639,662,1208,4463,6710,7934,12559,
投资所支付的现金(万元),145500,57000,58000,114000,114000,57000,57000,57000,,,,,2553,82000,
质押贷款净增加额(万元),,0,,,,0,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,0,,,,0,,,,,,,,,
支付的其他与投资活动有关的现金(万元),2,0,,,,0,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),145839,57222,58192,115134,115046,57802,57530,57639,662,1208,4463,6710,10488,94559,
投资活动产生的现金流量净额(万元),-80487,981,-51029,-5624,-56743,-6707,-57530,598,-661,-1202,-4463,-6710,-10410,-12365,
吸收投资收到的现金(万元),80214,,,,,,,,,,,,,40,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,40,
取得借款收到的现金(万元),,,,,,,,1190,4120,2665,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),213,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),80427,0,0,0,0,0,0,1190,4120,2665,0,0,0,40,
偿还债务支付的现金(万元),,,,,,,,3250,3620,1105,,,,,
分配股利、利润或偿付利息所支付的现金(万元),,,,,,,,18000,12000,17000,12000,10000,10000,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1430,,,,,,,,,,,37,,10,
筹资活动现金流出小计(万元),1430,0,0,0,0,0,0,21250,15620,18105,12000,10037,10000,10,
筹资活动产生的现金流量净额(万元),78997,0,0,0,0,0,0,-20060,-11500,-15440,-12000,-10037,-10000,30,
汇率变动对现金及现金等价物的影响(万元),8,-3,-2,-1,-6,-8,-17,-5,-8,,,,,,
现金及现金等价物净增加额(万元),26926,20307,-46332,46045,-31119,8041,-49242,16153,9164,9309,21161,15820,2339,14604,
加:期初现金及现金等价物余额(万元),156345,156345,156345,110300,110300,110300,110300,94147,84983,75674,54513,38693,36354,21750,
期末现金及现金等价物余额(万元),183271,176652,110013,156345,79182,118341,61058,110300,94147,84983,75674,54513,38693,36354,
净利润(万元),,25471,,41204,,19484,,,,,,21861,18686,16726,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,283,,312,,156,,,,,,12,11,-13,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,645,,1276,,666,,,,,,178,120,62,
无形资产摊销(万元),,136,,201,,84,,,,,,68,95,82,
长期待摊费用摊销(万元),,470,,789,,397,,,,,,-364,203,-150,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,0,,0,,,,,,237,,-0,
固定资产报废损失(万元),,,,14,,,,,,,,,0,1,
公允价值变动损失(万元),,-149,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,
投资损失(万元),,-1198,,-2512,,-1094,,,,,,,,-193,
递延所得税资产减少(万元),,-291,,-561,,-374,,,,,,-95,698,-1419,
递延所得税负债增加(万元),,,,,,,,,,,,,,,
存货的减少(万元),,60,,-2031,,-1870,,,,,,-2055,-2127,-2967,
经营性应收项目的减少(万元),,-578,,5778,,-117,,,,,,2594,3483,8880,
经营性应付项目的增加(万元),,-5520,,9257,,-2576,,,,,,10131,1580,5930,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,,,-2058,,,,,,,,,,,
经营活动产生现金流量净额(万元),,19329,,51669,,14756,,,,,,32567,22749,26939,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
现金的期末余额(万元),183271,176652,110013,156345,79182,118341,61058,110300,94147,84983,75674,54513,38693,36354,
现金的期初余额(万元),156345,156345,156345,110300,110300,110300,110300,94147,84983,75674,54513,38693,36354,21750,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),26926,20307,-46332,46045,-31119,8041,,16153,9164,9309,21161,15820,2339,14604,

