报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),92978,60092,27106,99965,73241,49048,19132,104452,57522,57945,73297,62121,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),798,601,,543,543,364,241,744,404,1557,792,1015,
收到的其他与经营活动有关的现金(万元),343,126,9,1032,844,813,292,4167,3773,1139,602,934,
经营活动现金流入小计(万元),94118,60819,27115,101540,74628,50225,19665,109364,61699,60640,74691,64070,
购买商品、接受劳务支付的现金(万元),65293,35401,18132,70962,54950,33853,18575,75942,36215,65642,58061,61557,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5015,3367,1935,5721,4431,3133,2041,5743,2740,3587,3154,2487,
支付的各项税费(万元),4501,3372,1175,5367,3894,3600,2150,7128,2331,4319,1658,1251,
支付的其他与经营活动有关的现金(万元),6061,4832,892,7166,5683,3671,1416,4616,2354,3915,6028,2564,
经营活动现金流出小计(万元),80870,46972,22134,89216,68958,44257,24183,93430,43640,77463,68901,67859,
经营活动产生的现金流量净额(万元),13248,13847,4981,12324,5670,5968,-4518,15934,18059,-16823,5790,-3789,
收回投资所收到的现金(万元),,,,,,,,,,5000,,,
取得投资收益所收到的现金(万元),,,,,,,,,,2,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,5002,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6331,4866,2114,1024,563,422,11,5302,3688,1867,10009,10454,
投资所支付的现金(万元),16000,,,,,,,,,,5000,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),22331,4866,2114,1024,563,422,11,5302,3688,1867,15009,10454,
