报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),71159,42603,19605,89804,63699,38882,19531,70655,50395,30989,14769,60711,44141,29152,12788,56686,42864,57223,47043,49594,41442,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3289,2406,1317,3246,2375,1830,1015,2498,1931,1544,1062,1663,1505,851,461,2173,1867,2642,2326,2706,2125,
收到的其他与经营活动有关的现金(万元),1333,1076,746,2419,2194,1369,1203,5750,5342,5203,4790,1393,1086,837,621,1146,885,1884,1026,972,1551,
经营活动现金流入小计(万元),75782,46085,21668,95468,68268,42081,21749,78904,57668,37735,20622,63766,46732,30840,13870,60005,45617,61750,50396,53272,45118,
购买商品、接受劳务支付的现金(万元),58165,36779,17325,72780,53270,33843,17732,56681,41019,27421,12883,45357,33483,22446,9079,44365,34080,45219,38361,42728,32869,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5612,3516,1590,6205,4476,2971,1342,5052,3923,2611,1217,4488,3271,2236,982,3872,2846,3329,2904,2577,1769,
支付的各项税费(万元),1107,671,230,1401,1141,544,288,1291,1360,897,531,1285,1002,564,250,1158,850,444,1051,1197,667,
支付的其他与经营活动有关的现金(万元),5992,3943,1846,6753,4781,3024,1832,5722,2990,2415,1836,8925,7354,5812,5427,4301,3430,4240,3596,3388,3370,
经营活动现金流出小计(万元),70875,44910,20991,87139,63667,40383,21194,68746,49292,33344,16467,60054,45110,31058,15738,53696,41207,53232,45912,49890,38676,
经营活动产生的现金流量净额(万元),4906,1176,677,8330,4601,1698,554,10158,8376,4391,4155,3712,1623,-218,-1869,6309,4410,8518,4484,3382,6442,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),635,432,207,735,504,325,164,457,208,40,25,60,60,60,60,272,139,324,190,176,28,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,,19,1,,,2,0,0,,17,1,1,,6,5,21,,10,50,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),62900,41700,20000,71350,47850,31750,17500,44500,17500,4000,500,2000,2000,2000,2000,13370,8370,24830,21400,19740,10100,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
