报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),,2333042,5107215,,2355479,4391593,3639605,2299906,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),,,,,,,,,
收到的其他与经营活动有关的现金(万元),,9747,23267,,3603,40967,25119,18529,
经营活动现金流入小计(万元),,2342789,5130481,,2359083,4432560,3664724,2318435,
购买商品、接受劳务支付的现金(万元),,2210876,4814032,,2267397,4146451,3573021,2155356,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),,60054,118454,,58092,94782,65081,60255,
支付的各项税费(万元),,39034,64086,,30768,60566,46087,39740,
支付的其他与经营活动有关的现金(万元),,13108,43112,,12111,52114,43420,30932,
经营活动现金流出小计(万元),,2323072,5039684,,2368367,4353914,3727608,2286283,
经营活动产生的现金流量净额(万元),-45029,19717,90797,32388,-9285,78646,-62884,32153,
收回投资所收到的现金(万元),,,,,,,,300,
取得投资收益所收到的现金(万元),,993,338,,,2360,2361,1808,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,2720,2122,,1921,5931,350,453,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,563,,
收到的其他与投资活动有关的现金(万元),,485701,1267021,,497127,257367,250664,332873,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),,489414,1269481,,499048,265658,253938,335434,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),,15051,45606,,18848,82079,22164,21389,
投资所支付的现金(万元),,,,,,,,11195,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,513201,1267021,,497036,221062,161312,335124,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),,528252,1312627,,515884,303140,183476,367708,
投资活动产生的现金流量净额(万元),-18762,-38838,-43145,-22739,-16836,-37483,70461,-32273,
吸收投资收到的现金(万元),,1000,,,,3332,7410,2631,
其中：子公司吸收少数股东投资收到的现金(万元),,1000,,,,,,,
取得借款收到的现金(万元),,116925,171400,,65675,156604,68671,60090,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,842,,,,750,18894,27771,
筹资活动现金流入小计(万元),,118767,171400,,65675,160685,94976,90492,
偿还债务支付的现金(万元),,102975,154525,,62275,128575,51100,57989,
分配股利、利润或偿付利息所支付的现金(万元),,37906,21625,,18339,19184,20222,4220,
其中：子公司支付给少数股东的股利、利润(万元),,2963,2281,,2281,364,106,77,
支付其他与筹资活动有关的现金(万元),,2149,613,,223,3400,23521,43946,
筹资活动现金流出小计(万元),,143031,176763,,80837,151159,94843,106155,
筹资活动产生的现金流量净额(万元),962,-24263,-5363,-38064,-15162,9526,133,-15663,
汇率变动对现金及现金等价物的影响(万元),,-0,5,,,,,,
现金及现金等价物净增加额(万元),-62829,-43385,42294,57397,-41283,50690,7710,-15784,
加:期初现金及现金等价物余额(万元),,127800,85506,,85506,34816,27106,42890,
期末现金及现金等价物余额(万元),,84414,127800,,44223,85506,34816,27106,
净利润(万元),,88883,89752,,39604,46783,51759,49817,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,187,1202,,684,2005,922,3799,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,10755,19294,,8979,14647,13681,12790,
无形资产摊销(万元),,435,859,,424,645,421,400,
长期待摊费用摊销(万元),,280,446,,214,1482,1172,136,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,55,,-0,-2225,0,,
固定资产报废损失(万元),,174,407,,115,611,2612,633,
公允价值变动损失(万元),,4635,-2745,,-2009,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,4462,6671,,3345,6309,5093,4130,
投资损失(万元),,1156,45,,132,-1752,-2384,-2648,
递延所得税资产减少(万元),,-633,633,,813,-1985,125,91,
递延所得税负债增加(万元),,-686,686,,,,,,
存货的减少(万元),,-46701,-1118,,-37708,7059,-40015,-72581,
经营性应收项目的减少(万元),,-66534,-31648,,-30683,-44505,-25708,-11113,
经营性应付项目的增加(万元),,25410,75655,,47020,-31993,-34990,60680,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,-2641,-68475,,-39072,78924,-35573,-13980,
经营活动产生现金流量净额(万元),,19717,90797,,-9285,76005,-62884,32153,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),,84414,127800,,44223,85506,34816,27106,
现金的期初余额(万元),,127800,85506,,85506,34816,27106,42890,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),-62829,-43385,42294,57397,-41283,50690,7710,-15784,

