报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),1312765,856088,411418,1499549,1086512,693042,332471,1253005,920778,1097491,939562,869573,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),23906,14322,5822,42215,30687,20599,8753,23996,23606,27693,25447,35211,
收到的其他与经营活动有关的现金(万元),30053,23055,6688,22321,13211,11228,6272,18860,9371,16395,12281,9021,
经营活动现金流入小计(万元),1366723,893465,423928,1564085,1130410,724869,347496,1295860,953754,1141580,977290,913805,
购买商品、接受劳务支付的现金(万元),456079,273857,126947,552944,408067,250504,112068,472411,338068,381722,347175,331429,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),287453,217847,152332,298488,233022,171812,116690,241868,193433,242361,239452,228168,
支付的各项税费(万元),158211,108377,59211,143662,122224,79010,35661,116309,89846,94370,64855,65832,
支付的其他与经营活动有关的现金(万元),136546,83523,38784,165533,121942,73052,39817,135236,108019,119174,123418,114228,
经营活动现金流出小计(万元),1038289,683603,377274,1160627,885255,574379,304236,965824,729366,837627,774900,739657,
经营活动产生的现金流量净额(万元),328434,209862,46654,403459,245155,150490,43260,330037,224388,303953,202390,174148,
收回投资所收到的现金(万元),,,,,,,,271177,257007,1704728,1400222,723304,
取得投资收益所收到的现金(万元),,,,,,,,1130,789,12448,33308,26899,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),265,120,75,330,126,67,40,1098,897,3833,554,521,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,134,134,,,,
收到的其他与投资活动有关的现金(万元),,,,9501,9501,9501,9501,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),265,120,75,9831,9626,9567,9541,273539,258828,1721008,1434084,750724,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),54496,31097,14626,67828,44328,29956,18107,46673,33530,41354,59541,58844,
投资所支付的现金(万元),,,,,,,,216057,215587,1508958,1163404,709132,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,64685,10394,7225,
支付的其他与投资活动有关的现金(万元),,,,11265,11265,11265,11265,9501,7642,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),54496,31097,14626,79093,55593,41221,29372,272231,256758,1614997,1233339,775201,
投资活动产生的现金流量净额(万元),-54231,-30978,-14552,-69262,-45966,-31654,-19831,1308,2069,106011,200745,-24478,
吸收投资收到的现金(万元),,,,579568,,,,,,74409,,403,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,33872,33872,279494,29484,,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,263110,9691,2042,
筹资活动现金流入小计(万元),0,0,0,579568,0,0,0,33872,33872,617013,39174,2445,
偿还债务支付的现金(万元),,,,186557,31835,31835,,202316,202316,125351,5994,131678,
分配股利、利润或偿付利息所支付的现金(万元),121590,121569,,94932,93318,91850,867,61383,59783,654944,342543,4545,
其中：子公司支付给少数股东的股利、利润(万元),21,,,9,9,9,,252,97,3126,,,
支付其他与筹资活动有关的现金(万元),933,933,933,8867,6330,6330,,15426,14275,16004,78653,81315,
筹资活动现金流出小计(万元),122524,122502,933,290357,131483,130015,867,279125,276374,796299,427190,217538,
筹资活动产生的现金流量净额(万元),-122524,-122502,-933,289212,-131483,-130015,-867,-245253,-242502,-179286,-388015,-215093,
汇率变动对现金及现金等价物的影响(万元),4244,-1450,-11182,18414,20305,3888,-14825,-15588,-11899,13289,4117,-1154,
现金及现金等价物净增加额(万元),155924,54932,19987,641823,88011,-7290,7736,70505,-27943,243967,19237,-66577,
加:期初现金及现金等价物余额(万元),1136822,1136822,1136822,495000,495000,495000,495000,424495,424495,180528,161291,227868,
期末现金及现金等价物余额(万元),1292746,1191755,1156810,1136822,583010,487710,502736,495000,396552,424495,180528,161291,
净利润(万元),,236996,,372574,,187576,80918,260119,,161218,94050,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,3504,,5094,,3212,1072,3178,,10138,35575,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,12289,,22305,,11129,5358,20779,,20105,19342,,
无形资产摊销(万元),,6596,,10836,,4862,2334,8989,,8296,12217,,
长期待摊费用摊销(万元),,517,,674,,275,133,1353,,1602,1764,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,2,,302,,84,56,-371,,512,371,,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,,,-11264,,-11264,-11264,11141,,464,,,
递延收益增加(减：减少)(万元),,,,,,,-3500,-2718,,-3449,-762,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,4527,,-9179,,-374,15185,25368,,2044,-4913,,
投资损失(万元),,,,11265,,11265,11265,-924,,-11384,-23784,,
递延所得税资产减少(万元),,-7244,,-13813,,-13730,-2716,-8664,,-8546,-1973,,
递延所得税负债增加(万元),,-474,,-853,,-480,-403,-4170,,-788,-2525,,
存货的减少(万元),,-24722,,-22404,,-26461,-12560,-62588,,-20862,-17760,,
经营性应收项目的减少(万元),,-35882,,-24777,,-29621,7686,-51666,,21611,12147,,
经营性应付项目的增加(万元),,12168,,64972,,16217,-51420,130771,,109217,49312,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,1585,,-2273,,-2202,,,,,,,
经营活动产生现金流量净额(万元),,209862,,403459,,150490,43260,330037,,303953,202390,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),1292746,1191755,1156810,1136822,583010,487710,502736,495000,396552,424495,180528,161291,
现金的期初余额(万元),1136822,1136822,1136822,495000,495000,495000,495000,424495,424495,180528,161291,227868,
现金等价物的期末余额(万元),,,,0,,,,,,,,,
现金等价物的期初余额(万元),,,,0,,,,,,,,,
现金及现金等价物的净增加额(万元),155924,54932,19987,641823,88011,-7290,7736,70505,,243967,19237,-66577,

