报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),82397,45711,28100,113528,73984,43536,27998,103393,66425,35272,21525,104123,57622,32651,97704,112631,114045,103300,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,8,8,8,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),824,68,26,308,541,508,78,889,368,844,220,341,100,221,1067,1423,646,186,
经营活动现金流入小计(万元),83220,45779,28126,113836,74533,44052,28085,104283,66793,36116,21745,104465,57721,32872,98771,114054,114691,103486,
购买商品、接受劳务支付的现金(万元),58994,35776,19551,84324,56849,32682,15585,70520,45834,25882,14478,64871,38703,21113,58083,75976,76094,65835,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10213,6825,4018,15198,9870,6718,3788,13603,9659,6388,3413,12356,9099,6344,12132,11862,10584,7990,
支付的各项税费(万元),3472,2002,1120,8847,5961,4508,3158,10042,7677,4992,3042,9223,5371,4381,9483,9159,9669,9447,
支付的其他与经营活动有关的现金(万元),5029,3279,637,5533,4135,2627,1277,4959,4831,2106,958,5234,3954,2269,7544,7313,9483,8955,
经营活动现金流出小计(万元),77708,47881,25326,113902,76815,46533,23808,99125,68001,39368,21891,91684,57127,34107,87242,104310,105831,92227,
经营活动产生的现金流量净额(万元),5512,-2102,2800,-66,-2282,-2481,4277,5158,-1209,-3252,-146,12780,594,-1235,11529,9744,8860,11259,
收回投资所收到的现金(万元),20401,8501,1001,2000,9600,7000,2000,13000,,,,,,,,,,,
取得投资收益所收到的现金(万元),13,9,1,,13,11,6,45,,,,,,,,,,,
