报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),359589,250327,116813,454256,358771,214526,103037,367574,272627,154398,63765,125699,72027,38162,69469,53444,17788,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),338,,,1075,699,616,,349,,,,,,,,,7,
收到的其他与经营活动有关的现金(万元),64526,35633,18158,19046,41834,30442,20924,6187,3092,1281,1618,1508,768,4077,2455,6801,4982,
经营活动现金流入小计(万元),424453,285961,134971,474377,401304,245583,123960,374110,275719,155679,65383,127206,72796,42239,71924,60245,22777,
购买商品、接受劳务支付的现金(万元),310681,215936,103495,437883,336561,196679,89356,333843,262119,146435,53669,95054,51993,25845,50717,47717,13246,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4770,3282,1312,4968,3673,2535,1056,3723,2781,1898,981,2880,2213,1511,2310,2045,1964,
支付的各项税费(万元),10351,6350,2540,8242,6225,3606,1583,8187,6794,4222,11373,5353,4336,3004,3567,2360,1613,
支付的其他与经营活动有关的现金(万元),67117,34849,14110,22856,38966,32121,31155,7881,3745,3210,1744,5576,2794,4624,4432,5155,4250,
