报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),53435,33963,16493,61883,44990,28395,13297,53591,38599,24978,11726,46380,33336,21882,43524,38990,33051,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),4332,2799,1361,5555,4277,2876,1079,4788,3343,2135,996,3015,2292,860,2633,2335,2148,
收到的其他与经营活动有关的现金(万元),639,287,104,396,235,230,60,712,307,81,37,719,553,314,299,450,438,
经营活动现金流入小计(万元),58407,37049,17957,67835,49502,31501,14436,59092,42248,27194,12758,50115,36181,23056,46456,41775,35636,
购买商品、接受劳务支付的现金(万元),36450,23516,10163,41900,30660,19008,8607,37216,28707,16355,8441,27851,19657,13435,25473,27219,24553,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11642,7582,3537,12975,9386,5981,2988,10868,8014,5214,2501,9695,7038,4639,8100,6252,5761,
支付的各项税费(万元),1764,1227,594,2540,1778,1260,498,2616,2084,1219,665,2720,2649,1312,1886,1218,791,
支付的其他与经营活动有关的现金(万元),4707,2510,1328,4597,3740,2378,1134,3883,3123,1744,1067,3499,3558,1729,3153,2788,2288,
经营活动现金流出小计(万元),54563,34835,15621,62013,45565,28627,13227,54584,41927,24532,12675,43765,32902,21116,38612,37477,33393,
经营活动产生的现金流量净额(万元),3843,2214,2336,5822,3937,2875,1210,4508,321,2662,83,6350,3279,1940,7844,4298,2243,
收回投资所收到的现金(万元),44800,32500,14500,71600,8200,8200,4100,,,,,,,,,,,
取得投资收益所收到的现金(万元),584,524,309,931,624,696,536,234,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,8,7,7,1,1,,12,3,,,20,20,20,1,10,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),95,38,,97,491,91,,,94,94,,90,,90,2012,3013,2776,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),45488,33070,14817,72635,9316,8987,4636,246,97,94,0,110,20,110,2013,3024,2776,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2547,1813,643,3897,2547,1586,544,1437,1180,695,426,11303,6514,1492,1996,1115,1192,
投资所支付的现金(万元),42800,27000,12700,76100,12100,7100,3700,17000,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),219,189,,183,,,,,,,,,,,2336,3000,2760,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),45566,29002,13343,80180,14647,8686,4244,18437,1180,695,426,11303,6514,1492,4332,4115,3952,
投资活动产生的现金流量净额(万元),-78,4067,1473,-7545,-5330,301,392,-18191,-1083,-601,-426,-11193,-6493,-1382,-2320,-1091,-1176,
吸收投资收到的现金(万元),,,,,,,,28094,26844,,,,,,1500,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,4500,,,5000,300,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),526,526,,400,,400,,100,1350,100,,130,,,,1630,300,
筹资活动现金流入小计(万元),526,526,0,400,0,400,0,28194,28194,100,0,4630,0,0,6500,1930,300,
偿还债务支付的现金(万元),,,,,,,,8263,7279,315,113,1238,1114,110,300,3600,200,
分配股利、利润或偿付利息所支付的现金(万元),2926,2926,,1053,1049,982,,1460,1330,1341,109,1570,984,1437,4811,501,847,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),576,470,,75,75,830,75,1629,666,,,190,,100,,387,1576,
筹资活动现金流出小计(万元),3502,3396,0,1128,1124,1812,75,11352,9275,1656,222,2998,2099,1647,5111,4488,2623,
筹资活动产生的现金流量净额(万元),-2977,-2870,0,-728,-1124,-1412,-75,16842,18919,-1556,-222,1632,-2099,-1647,1389,-2557,-2323,
汇率变动对现金及现金等价物的影响(万元),52,6,-34,148,127,94,-119,90,56,-0,6,60,27,16,54,-4,-143,
现金及现金等价物净增加额(万元),841,3418,3775,-2303,-2389,1857,1408,3249,18213,505,-559,-3150,-5286,-1073,6967,646,-1399,
加:期初现金及现金等价物余额(万元),6517,6517,6893,8820,8820,9312,9312,5572,5572,5572,5665,8722,9058,8722,1755,1109,2508,
期末现金及现金等价物余额(万元),7358,9935,10668,6517,6431,11169,10719,8820,23785,6077,5106,5572,3772,7649,8722,1755,1109,
净利润(万元),,4299,,6956,,2668,,6545,,3619,,6751,,3528,5969,4939,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,219,,484,,168,,349,,211,,409,,233,271,130,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,730,,1301,,615,,1140,,540,,876,,408,892,785,,
无形资产摊销(万元),,17,,42,,25,,29,,14,,23,,10,19,19,,
长期待摊费用摊销(万元),,11,,12,,3,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,,-5,,-2,,,,0,,,,,1,,,
固定资产报废损失(万元),,3,,18,,0,,-9,,0,,10,,1,43,,,
公允价值变动损失(万元),,-95,,218,,218,,-218,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,77,,-150,,38,,248,,161,,277,,151,112,240,,
投资损失(万元),,-536,,-868,,-728,,-234,,,,,,,-12,-13,,
递延所得税资产减少(万元),,-8,,-94,,-37,,-43,,-59,,-59,,24,-104,-13,,
递延所得税负债增加(万元),,155,,253,,,,,,,,,,,,,,
存货的减少(万元),,-2262,,-233,,-375,,-3641,,-1950,,-601,,-413,-455,-22,,
经营性应收项目的减少(万元),,-2821,,-3391,,-2062,,-2535,,-1639,,-2299,,-3269,1058,-162,,
经营性应付项目的增加(万元),,2770,,1431,,1597,,3002,,1834,,731,,1266,50,-1603,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,
其他(万元),,-345,,-153,,746,,-126,,,,,,,,,,
经营活动产生现金流量净额(万元),,2214,,5822,,2875,,4508,,2662,,6350,,1940,7844,4298,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,
现金的期末余额(万元),7358,9935,10668,6517,6431,10678,10719,8820,23785,6077,5106,5572,3772,7649,8722,1755,1109,
现金的期初余额(万元),6517,6517,6893,8820,8820,8820,9312,5572,5572,5572,5665,8722,9058,8722,1755,1109,2508,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),841,3418,3775,-2303,-2389,1857,1408,3249,18213,505,-559,-3150,-5286,-1073,6967,646,-1399,

