报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),50531,31281,12184,53843,51978,28822,12895,51650,46955,28839,13802,52804,42338,24589,11058,64531,47890,30687,14343,65739,69125,61416,56212,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),215,212,100,303,250,217,106,285,155,97,12,139,130,65,13,290,245,125,27,335,205,282,119,
收到的其他与经营活动有关的现金(万元),57,976,283,757,572,507,285,1189,1852,1373,749,823,919,1152,516,1164,626,140,552,1067,931,1149,1358,
经营活动现金流入小计(万元),50803,32469,12567,54902,52799,29546,13286,53124,48962,30309,14564,53766,43388,25806,11587,65986,48761,30951,14923,67141,70261,62846,57689,
购买商品、接受劳务支付的现金(万元),30713,19791,6610,41722,43859,23300,14713,29543,39533,24127,15645,33595,30591,16340,11258,41262,32946,19232,13943,45677,49945,43408,38564,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6937,4915,2645,8752,6278,4484,2462,9547,6612,4476,2505,8803,6478,4399,2299,7925,5925,3832,2051,7650,7124,7337,6510,
支付的各项税费(万元),2462,1769,454,2869,2210,1066,643,2252,1434,1077,655,3522,2753,1717,723,4473,3535,2719,899,4249,3364,2899,2612,
支付的其他与经营活动有关的现金(万元),3184,2074,828,3630,2706,1510,843,3866,2528,1802,1081,4433,2867,2199,1036,4504,3397,2061,878,4840,4213,4034,4269,
经营活动现金流出小计(万元),43296,28549,10536,56972,55053,30359,18661,45207,50107,31481,19886,50353,42689,24655,15316,58164,45802,27844,17772,62416,64646,57678,51955,
经营活动产生的现金流量净额(万元),7506,3920,2031,-2070,-2254,-814,-5375,7917,-1145,-1172,-5322,3413,699,1151,-3729,7822,2958,3107,-2850,4725,5615,5168,5734,
