报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),54083,39906,21871,83666,66496,47049,21560,59834,48411,32068,12843,50225,33119,18312,8198,42431,9434,47785,49954,47566,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1111,815,1971,3746,2183,1987,1731,2568,2283,2103,1545,3553,3168,2816,25,2786,535,1111,899,2274,
经营活动现金流入小计(万元),55194,40721,23842,87412,68679,49036,23292,62402,50694,34170,14388,53778,36287,21127,8222,45218,9970,48896,50854,49839,
购买商品、接受劳务支付的现金(万元),42757,24256,18549,54406,41165,31258,16891,73137,51988,30395,12682,32924,20981,10964,4211,24779,3430,26355,33424,27185,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3337,2841,1322,4613,3425,2214,1079,3656,3095,1765,874,2999,2329,1506,784,2728,810,2688,2650,1949,
支付的各项税费(万元),3602,2919,1827,5105,4006,2782,1615,5287,4205,3345,1169,4810,3890,2726,1339,5149,1238,5189,4363,3971,
支付的其他与经营活动有关的现金(万元),5011,3528,1430,10030,5131,3000,1233,5761,4603,2221,1188,4580,3504,1536,1424,4069,1108,3757,4613,3398,
经营活动现金流出小计(万元),54707,33545,23128,74154,53727,39254,20818,87841,63891,37727,15913,45312,30704,16731,7757,36725,6587,37988,45050,36503,
经营活动产生的现金流量净额(万元),486,7176,715,13258,14952,9782,2474,-25439,-13197,-3557,-1525,8466,5583,4396,465,8493,3383,10908,5803,13336,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,363,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
