报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),108270,74985,48974,160387,105796,66837,38583,138624,86146,56827,31649,136734,93163,49544,25512,87052,58457,86601,51925,46465,18576,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),10052,4250,1816,12601,11722,6644,2017,7676,7555,5576,5254,8966,5065,2674,1247,5481,4001,6781,4555,4006,1554,
收到的其他与经营活动有关的现金(万元),4962,3947,1459,6416,5299,3066,1273,4635,3612,2168,795,371,93,48,30,753,411,814,382,115,87,
经营活动现金流入小计(万元),123283,83182,52249,179404,122817,76547,41874,150935,97313,64570,37698,146070,98320,52267,26789,93287,62868,94196,56863,50587,20217,
购买商品、接受劳务支付的现金(万元),59545,41671,17822,65348,47388,30316,13389,64742,44245,22609,11715,41095,35787,19606,9202,27348,19521,30232,13042,17381,9483,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),45204,34221,24780,49756,39686,30192,21768,43311,35275,27327,20198,36559,29120,21615,14535,23700,16931,11684,7463,3881,1374,
支付的各项税费(万元),10000,7738,5587,16451,11174,6415,3903,18722,12871,9005,4920,21511,15890,10018,4902,16635,13135,14847,9978,8074,2143,
支付的其他与经营活动有关的现金(万元),23600,14009,6983,32665,26178,16109,8001,26991,17433,11627,6128,18331,11517,9564,4826,13074,9118,6950,5958,5647,2866,
经营活动现金流出小计(万元),138349,97639,55172,164221,124425,83032,47061,153766,109824,70569,42962,117495,92315,60802,33465,80757,58705,63713,36442,34983,15866,
经营活动产生的现金流量净额(万元),-15066,-14458,-2923,15183,-1608,-6485,-5187,-2830,-12511,-5998,-5264,28575,6005,-8536,-6677,12529,4163,30483,20421,15603,4351,
收回投资所收到的现金(万元),129071,103830,59920,75885,38175,25400,,159700,156500,128500,96500,40000,9200,9200,5200,147600,136100,167743,24125,3701,1663,
取得投资收益所收到的现金(万元),726,633,437,284,135,72,,979,961,822,497,99,,,,756,723,944,171,30,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),101,55,20,122,111,107,4,155,117,108,86,13,8,8,,1,1,,7,0,,
处置子公司及其他营业单位收到的现金净额(万元),2552,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,0,,,,20000,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),132450,104517,60377,76291,38422,25579,4,180834,157578,129429,97083,40112,9208,9208,5200,148357,136824,168687,24303,3732,1663,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),17660,7259,6490,33427,28503,21085,11676,67917,29458,12065,5842,22171,11045,5312,2884,37275,34193,4544,3126,3934,1044,
投资所支付的现金(万元),92265,70000,32665,127542,78810,28154,,102700,113364,80616,71500,88200,400,400,,121732,109900,192103,31985,7001,2203,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,170,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),109925,77259,39155,160969,107313,49240,11676,170617,142822,92682,77342,110371,11445,5712,2884,159006,144093,196817,35112,10935,3248,
投资活动产生的现金流量净额(万元),22525,27259,21222,-84678,-68891,-23661,-11672,10217,14756,36748,19741,-70259,-2237,3495,2316,-10649,-7269,-28130,-10808,-7203,-1584,
吸收投资收到的现金(万元),,0,,58930,58930,58930,,15510,15479,7175,,57336,57336,589,589,881,881,,,1362,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,490,0,490,,589,589,589,,881,881,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),50,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),50,0,0,58930,58930,58930,0,15510,15479,7175,0,57336,57336,589,589,881,881,0,0,1362,0,
偿还债务支付的现金(万元),1223,1223,,,,,,,,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),6152,16,-1,9303,9303,8463,,9361,9361,8519,,0,,,,5000,5000,2000,1412,,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1370,1366,,159,109,110,,8899,-31,,,663,218,,,,,,,,,
筹资活动现金流出小计(万元),8744,2605,-1,9462,9412,8573,0,18261,9331,8519,0,663,218,0,0,5000,5000,5750,3576,3285,0,
筹资活动产生的现金流量净额(万元),-8694,-2605,1,49468,49518,50357,0,-2751,6148,-1344,0,56673,57118,589,589,-4119,-4119,-5750,-3576,-1923,0,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-1235,10196,18300,-20028,-20982,20211,-16859,4636,8393,29406,14476,14989,60886,-4451,-3772,-2239,-7225,-3397,6036,6477,2767,
加:期初现金及现金等价物余额(万元),10665,10665,10665,30693,30693,30693,30693,26058,26058,26058,26058,11069,11069,11069,11069,13308,13308,16705,10669,4191,1424,
期末现金及现金等价物余额(万元),9430,20862,28966,10665,9712,50904,13834,30693,34451,55463,40534,26058,71955,6618,7297,11069,6083,13308,16705,10669,4191,
净利润(万元),,7638,,20393,,10515,,30669,,12200,,31591,,7803,,26562,,38291,24922,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-1264,,1231,,205,,875,,151,,255,,322,,853,,568,250,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,4607,,5953,,2279,,3698,,1810,,3625,,1772,,2468,,1638,997,,,
无形资产摊销(万元),,232,,530,,186,,296,,120,,631,,258,,329,,227,138,,,
长期待摊费用摊销(万元),,18,,171,,98,,2519,,392,,332,,124,,69,,54,46,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-39,,12,,18,,3,,-7,,-5,,1,,-0,,1,-5,,,
固定资产报废损失(万元),,4,,0,,,,12,,,,,,,,,,,,,,
公允价值变动损失(万元),,-5,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,-943,,1175,,528,,,,,,,,,,,,,,,,
投资损失(万元),,-633,,-284,,-72,,-854,,-697,,-268,,-44,,-945,,-944,-397,,,
递延所得税资产减少(万元),,-1893,,-1135,,-168,,-187,,-26,,59,,33,,90,,-73,-51,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-12262,,-11599,,-21109,,-27351,,-6753,,-7995,,-4934,,-3411,,-2279,-1453,,,
经营性应收项目的减少(万元),,576,,-10058,,3260,,-21151,,1641,,-30766,,-15262,,-29773,,-30028,-24671,,,
经营性应付项目的增加(万元),,-11273,,4745,,-4769,,5535,,-15267,,31115,,1392,,16290,,23030,20644,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,
其他(万元),,779,,4048,,2544,,3107,,438,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-14458,,15183,,-6485,,-2830,,-5998,,28575,,-8536,,12529,,30483,20421,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),9430,20862,28966,10665,9712,50904,13834,30693,34451,55463,40534,26058,71955,6618,7297,11069,6083,13308,16705,10669,4191,
现金的期初余额(万元),10665,10665,10665,30693,30693,30693,30693,26058,26058,26058,26058,11069,11069,11069,11069,13308,13308,16705,10669,4191,1424,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-1235,10196,18300,-20028,-20982,20211,-16859,4636,8393,29406,14476,14989,60886,-4451,-3772,-2239,-7225,-3397,6036,6477,2767,

