报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),63034,40049,19059,85167,56597,37747,17863,88171,83006,75043,79069,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,
收到的税费返还(万元),343,224,97,309,234,173,95,318,339,385,428,
收到的其他与经营活动有关的现金(万元),1555,1401,945,1776,1845,819,411,1893,2528,4150,1734,
经营活动现金流入小计(万元),64932,41675,20101,87252,58677,38738,18368,90382,85873,79578,81231,
购买商品、接受劳务支付的现金(万元),30406,20436,10022,39994,30447,18985,11894,36486,32095,32246,34539,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),14408,10485,6332,17405,13813,9801,5134,17236,15764,15220,15786,
支付的各项税费(万元),4401,3353,1821,6605,5029,3619,2281,7492,6830,6738,7967,
支付的其他与经营活动有关的现金(万元),15444,8275,4264,14674,10663,7665,5020,16978,15735,17947,17084,
经营活动现金流出小计(万元),64659,42549,22438,78677,59953,40071,24330,78192,70424,72151,75376,
经营活动产生的现金流量净额(万元),273,-874,-2337,8575,-1275,-1332,-5961,12190,15449,7427,5855,
收回投资所收到的现金(万元),,,,,,,,,,200,373,
取得投资收益所收到的现金(万元),520,96,37,115,100,78,58,114,125,81,78,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,,1,0,0,,28,223,71,46,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,200,1221,3507,490,
收到的其他与投资活动有关的现金(万元),22900,3000,,5000,5000,5000,,,,,2000,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,
投资活动现金流入小计(万元),23420,3096,37,5115,5100,5078,58,342,1569,3859,2988,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6308,3139,2855,7156,3541,2473,1417,5805,2655,5532,5093,
投资所支付的现金(万元),40,,16900,,,,,,,2195,,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),42800,25500,,5000,5000,5580,,,2,,6,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),49148,28639,19755,12156,8541,8053,1417,5805,2657,7727,5099,
投资活动产生的现金流量净额(万元),-25729,-25543,-19717,-7041,-3442,-2975,-1359,-5463,-1088,-3868,-2111,
吸收投资收到的现金(万元),36318,36318,36318,651,,,,258,325,142,225,
其中：子公司吸收少数股东投资收到的现金(万元),,,,651,,,,258,325,142,225,
取得借款收到的现金(万元),,,,15350,9350,9350,2850,7500,4500,8000,17000,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,370,482,7854,3206,
筹资活动现金流入小计(万元),36318,36318,36318,16001,9350,9350,2850,8128,5307,15996,20431,
偿还债务支付的现金(万元),7500,7500,4500,12350,7500,7500,2500,3000,11000,11500,17290,
分配股利、利润或偿付利息所支付的现金(万元),3577,3504,338,6502,6363,6250,5744,6310,5778,3285,5649,
其中：子公司支付给少数股东的股利、利润(万元),397,397,260,267,252,252,172,255,386,511,451,
支付其他与筹资活动有关的现金(万元),1740,962,962,,,,,523,,6500,511,
筹资活动现金流出小计(万元),12818,11966,5800,18852,13863,13750,8244,9833,16778,21285,23450,
筹资活动产生的现金流量净额(万元),23501,24352,30518,-2851,-4513,-4400,-5394,-1705,-11471,-5288,-3019,
汇率变动对现金及现金等价物的影响(万元),,,,7,,,,,,,,
现金及现金等价物净增加额(万元),-1955,-2065,8464,-1310,-9230,-8707,-12715,5022,2890,-1729,725,
加:期初现金及现金等价物余额(万元),15941,15941,15941,17250,17250,17250,17250,12228,9338,11067,10342,
期末现金及现金等价物余额(万元),13986,13876,24404,15941,8020,8544,4536,17250,12228,9338,11067,
净利润(万元),,3802,,9294,,3996,,9253,8949,7767,5965,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,358,,447,,497,,159,1137,771,2156,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1570,,3026,,1524,,3051,2967,3000,2883,
无形资产摊销(万元),,131,,543,,265,,487,470,446,286,
长期待摊费用摊销(万元),,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-0,,,,,,-4,-13,-10,-3,
固定资产报废损失(万元),,,,14,,2,,82,15,23,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,170,,436,,204,,257,434,627,677,
投资损失(万元),,-391,,-115,,-79,,-114,-45,-383,-786,
递延所得税资产减少(万元),,-52,,-47,,-68,,-62,-119,-36,-141,
递延所得税负债增加(万元),,304,,,,,,,,,,
存货的减少(万元),,-1838,,-1104,,-2270,,-918,-999,537,-442,
经营性应收项目的减少(万元),,-2711,,-3274,,-3999,,1812,-296,-2499,-1365,
经营性应付项目的增加(万元),,-2218,,-469,,-1121,,-1263,3399,-1673,-1145,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,,,-176,,-282,,-551,-451,-1103,-2230,
经营活动产生现金流量净额(万元),,-874,,8575,,-1332,,12190,15449,7427,5855,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),13986,13876,24404,15941,8020,8544,4536,17250,12228,9338,11067,
现金的期初余额(万元),15941,15941,15941,17250,17250,17250,17250,12228,9338,11067,10342,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-1955,-2065,8464,-1310,-9230,-8707,,5022,2890,-1729,725,

