报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),128400,89629,45832,103541,61126,31371,9274,71801,53014,30030,15440,70275,50831,34137,11589,94806,60842,86503,72686,45914,63619,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),2302,1754,214,1752,1830,1232,577,6031,3277,2560,1520,1959,1695,1976,674,711,598,1256,491,2258,1219,
经营活动现金流入小计(万元),130702,91383,46046,105293,62956,32603,9851,77832,56292,32590,16960,72234,52526,36113,12263,95517,61440,87759,73177,48172,64839,
购买商品、接受劳务支付的现金(万元),100729,58022,35080,120406,90854,55308,30780,48079,32795,17510,8320,52647,40178,26432,6323,61026,45969,61544,56550,49112,55185,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5011,3560,1836,5906,4442,3023,1672,4834,3428,2307,1210,4266,3158,1874,774,4101,2900,3598,2193,1331,1726,
支付的各项税费(万元),4919,2754,1051,3292,2289,1628,929,5363,4717,3800,2063,14075,10937,7222,3215,10371,7219,4068,2084,2887,6512,
支付的其他与经营活动有关的现金(万元),6193,2876,1749,5037,5518,2274,2082,6496,3526,2793,1764,3391,3150,2228,631,1922,1263,2300,2305,2007,1446,
