报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),93146,53226,27579,93178,66651,40452,17437,82926,63274,38816,17593,61120,47445,30623,12078,62767,60838,50656,48913,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),7378,5653,3626,9612,7608,4979,2495,8809,7004,4544,1967,6510,4970,3289,1603,6112,6096,4725,4832,
收到的其他与经营活动有关的现金(万元),9527,8604,8558,6386,4995,4892,4841,5423,5132,5060,4538,3827,3663,3542,3535,5605,2964,2050,2943,
经营活动现金流入小计(万元),110051,67482,39763,109177,79254,50323,24773,97158,75409,48419,24098,71458,56078,37454,17216,74484,69897,57431,56689,
购买商品、接受劳务支付的现金(万元),69602,38251,19575,68495,56744,37471,20781,62151,45726,29005,14312,42758,32386,22008,10088,47346,42947,33455,37282,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16347,10977,5658,14561,9970,6666,3460,12225,9440,6317,3273,10356,7445,4867,2026,8700,8796,6298,6045,
支付的各项税费(万元),2848,2048,1150,2714,1458,888,582,3101,2556,1942,1015,3369,2798,2143,564,2326,2382,1897,2431,
支付的其他与经营活动有关的现金(万元),11530,10023,9075,14090,9140,7182,5925,9491,9021,7077,6061,8042,6564,5071,4998,7038,8177,5569,4050,
经营活动现金流出小计(万元),100328,61299,35457,99860,77312,52207,30749,86968,66743,44341,24661,64525,49193,34090,17675,65409,62302,47220,49807,
经营活动产生的现金流量净额(万元),9723,6184,4306,9317,1941,-1883,-5976,10190,8667,4079,-564,6933,6884,3364,-459,9074,7595,10212,6881,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),298,310,190,737,636,463,244,373,276,87,0,34,34,34,3,31,,231,15,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),34,22,22,64,63,61,4,83,100,39,0,13,13,13,8,43,165,50,24,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,64000,55000,34000,18000,36000,26000,5000,,,,,,,,534,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),332,332,212,64801,55699,34525,18248,36456,26376,5126,0,47,47,47,11,74,165,814,39,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),11158,8627,4057,7475,4718,3278,1850,7583,5957,3500,1596,1783,916,425,196,774,2065,1088,5527,
投资所支付的现金(万元),,,,,,,,,,,,,,,,35,49,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),3400,,,27998,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,46000,63340,31000,16000,54000,45000,25000,18000,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),14558,8627,4057,81473,68058,34278,17850,61583,50957,28500,19596,1783,916,425,196,809,2114,1088,5527,
投资活动产生的现金流量净额(万元),-14226,-8295,-3845,-16672,-12360,246,397,-25127,-24581,-23373,-19596,-1736,-869,-378,-185,-735,-1949,-274,-5488,
吸收投资收到的现金(万元),,,,,,,,27717,27717,27717,27717,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),22700,11200,6000,13550,10000,,,,,,,510,10,10,10,20,1010,9436,23802,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),2000,,,,,,,,,,,,,,,,,100,518,
筹资活动现金流入小计(万元),24700,11200,6000,13550,10000,0,0,27717,27717,27717,27717,510,10,10,10,20,1010,9536,24320,
偿还债务支付的现金(万元),21295,10295,8550,8855,,,,10,,,,510,20,10,10,20,3000,16450,22812,
分配股利、利润或偿付利息所支付的现金(万元),3840,3528,220,3400,3230,3125,,3201,3200,3200,0,3600,3600,3600,3600,3601,3268,2943,635,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),402,133,67,59,,,,1461,1461,1461,1461,500,500,500,,,,100,120,
筹资活动现金流出小计(万元),25537,13956,8837,12313,3230,3125,0,4671,4661,4661,1461,4610,4120,4110,3610,3621,6268,19493,23568,
筹资活动产生的现金流量净额(万元),-837,-2756,-2837,1237,6770,-3125,0,23046,23056,23056,26257,-4100,-4110,-4100,-3600,-3601,-5258,-9957,753,
汇率变动对现金及现金等价物的影响(万元),326,117,-44,89,68,-82,-122,-231,-198,-39,-37,361,275,201,10,726,-3,-421,-83,
现金及现金等价物净增加额(万元),-5014,-4751,-2420,-6030,-3581,-4844,-5700,7878,6943,3722,6061,1458,2180,-914,-4234,5464,384,-440,2063,
加:期初现金及现金等价物余额(万元),14611,14611,14611,20640,20640,20640,20640,12763,12763,12763,12763,11305,11305,11305,11305,5841,5457,5897,3834,
期末现金及现金等价物余额(万元),9597,9860,12191,14611,17060,15796,14940,20640,19706,16485,18823,12763,13485,10391,7071,11305,5841,5457,5897,
净利润(万元),,6795,,10694,,2111,,7200,,4557,,8820,,4778,,6718,6052,5973,5578,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,834,,658,,487,,744,,191,,507,,278,,-2,238,110,326,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2616,,2418,,1029,,1822,,882,,1794,,892,,1823,1886,1992,1987,
无形资产摊销(万元),,160,,199,,87,,178,,91,,173,,83,,171,173,176,154,
长期待摊费用摊销(万元),,58,,113,,55,,26,,10,,20,,10,,20,14,10,9,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,-11,,-11,,-27,,-22,,3,,3,,-8,74,-27,-12,
固定资产报废损失(万元),,,,30,,5,,12,,,,,,,,,,,,
公允价值变动损失(万元),,144,,-144,,,,,,,,,,,,-83,483,-435,50,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,
财务费用(万元),,459,,-983,,-169,,1013,,306,,-1244,,-200,,-725,68,728,717,
投资损失(万元),,-298,,-570,,-297,,-540,,-195,,-34,,-34,,4,49,-231,-15,
递延所得税资产减少(万元),,-139,,345,,-211,,-150,,-38,,-95,,-38,,13,203,-251,-32,
递延所得税负债增加(万元),,20,,36,,,,,,,,,,,,,-60,60,-2,
存货的减少(万元),,-3195,,136,,-264,,-4437,,-2655,,-3354,,-615,,1127,-1117,-1551,1385,
经营性应收项目的减少(万元),,2137,,-14080,,-4434,,-293,,-2849,,-7829,,-3570,,4017,-6128,-1752,-2712,
经营性应付项目的增加(万元),,-3406,,10476,,-273,,4640,,3802,,8173,,1776,,-4000,5662,5409,-551,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,6184,,9317,,-1883,,10190,,4079,,6933,,3364,,9074,7595,10212,6881,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),9597,9860,12191,14611,17060,15796,14940,20640,19706,16485,18823,12763,13485,10391,7071,11305,5841,5457,5897,
现金的期初余额(万元),14611,14611,14611,20640,20640,20640,20640,12763,12763,12763,12763,11305,11305,11305,11305,5841,5457,5897,3834,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-5014,-4751,-2420,-6030,-3581,-4844,-5700,7878,6943,3722,6061,1458,2180,-914,-4234,5464,384,-440,2063,

