报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),357967,178253,92194,513156,309762,174999,87383,354268,169837,295428,274684,184948,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),5433,3601,1820,10615,5946,3768,193,9443,3070,7112,8419,3241,
收到的其他与经营活动有关的现金(万元),14422,11725,5909,17708,16153,7987,1499,14989,6273,15210,17992,5819,
经营活动现金流入小计(万元),377821,193578,99922,541480,331862,186754,89075,378700,179179,317750,301096,194008,
购买商品、接受劳务支付的现金(万元),222416,146579,69590,283096,203089,115653,59240,203164,87081,182020,131673,100770,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),31230,21488,12464,37252,27715,18554,10422,29398,14254,23661,18264,12984,
支付的各项税费(万元),21700,13647,6161,34742,25333,18250,8046,29508,17697,25604,21366,12751,
支付的其他与经营活动有关的现金(万元),31359,20772,7045,49521,26044,20486,10565,41986,16779,31800,30618,15869,
经营活动现金流出小计(万元),306706,202487,95260,404610,282182,172942,88272,304057,135811,263085,201921,142374,
经营活动产生的现金流量净额(万元),71116,-8909,4662,136869,49680,13812,803,74644,43368,54664,99175,51634,
收回投资所收到的现金(万元),,,,,,,,,,,100,,
取得投资收益所收到的现金(万元),800,800,800,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1299,0,,41,42,29,,53,7,4044,117,52,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),7731,5068,6006,20674,16042,12416,5519,26557,12709,2188,18048,7985,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),9831,5869,6806,20716,16084,12445,5519,26609,12716,6231,18265,8037,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),193183,77108,31792,245297,128444,84458,30734,189624,107099,127307,113546,108000,
投资所支付的现金(万元),79176,4020,563,11300,10340,6937,3237,40490,38769,5152,13000,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,3768,3768,,,,,,,,
支付的其他与投资活动有关的现金(万元),3531,355,267,7378,7250,1823,1603,10260,6558,1379,8091,14053,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),275890,81484,32622,267743,149803,93218,35574,240374,152426,133838,134637,122053,
投资活动产生的现金流量净额(万元),-266060,-75615,-25816,-247028,-133719,-80773,-30056,-213765,-139710,-127606,-116372,-114016,
吸收投资收到的现金(万元),262256,256413,1000,6175,4836,2601,1950,5539,2538,3020,2301,1130,
其中：子公司吸收少数股东投资收到的现金(万元),12256,6413,1000,6175,4836,2601,1950,5539,2538,3020,2301,1130,
取得借款收到的现金(万元),200695,122255,60828,313119,198865,108460,31042,263394,163024,142116,159411,117226,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),1539,1539,,3000,3000,,,,,1700,,,
筹资活动现金流入小计(万元),464490,380207,61828,322293,206700,111060,32992,268933,165562,146836,161712,118356,
偿还债务支付的现金(万元),172912,70524,23436,150926,106232,44740,25937,96868,22595,78791,75967,15900,
分配股利、利润或偿付利息所支付的现金(万元),24275,16564,8633,27865,20612,13729,6669,37421,11522,13350,11892,12183,
其中：子公司支付给少数股东的股利、利润(万元),991,991,991,1127,971,971,971,987,987,311,971,3176,
支付其他与筹资活动有关的现金(万元),1866,1570,,,,,,10000,10000,1700,600,14600,
筹资活动现金流出小计(万元),199054,88657,32068,178791,126844,58469,32606,144289,44117,93841,88459,42684,
筹资活动产生的现金流量净额(万元),265436,291550,29759,143503,79857,52591,386,124644,121445,52995,73253,75672,
汇率变动对现金及现金等价物的影响(万元),-192,25,23,99,-2,-2,-11,55,-2,7,21,23,
现金及现金等价物净增加额(万元),70300,207052,8628,33443,-4185,-14371,-28877,-14423,25102,-19940,56077,13312,
加:期初现金及现金等价物余额(万元),121913,121913,121913,88470,88470,88470,88470,102893,102893,122833,66756,53443,
期末现金及现金等价物余额(万元),192213,328964,130540,121913,84285,74099,59592,88470,127994,102893,122833,66756,
净利润(万元),,35278,,57135,,27891,,53401,36314,46744,33362,34005,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-278,,3875,,2881,,2157,1620,1492,8534,256,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1624,,3222,,1517,,2642,1091,2005,1838,926,
无形资产摊销(万元),,17750,,31999,,15291,,20620,9762,19551,16307,12154,
长期待摊费用摊销(万元),,1194,,1184,,15,,25,9,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-7,,,,-377,1,-386,50,-20,
固定资产报废损失(万元),,1,,-14,,-10,,36,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,11963,,22700,,10349,,13192,5891,9325,8384,7166,
投资损失(万元),,-562,,-2051,,-288,,475,24,-259,-68,1,
递延所得税资产减少(万元),,-398,,-774,,-742,,-1350,-292,-625,-187,-291,
递延所得税负债增加(万元),,-14,,697,,-11,,-22,-11,-22,-17,,
存货的减少(万元),,-13294,,-13812,,-11158,,-15342,-9456,-3566,-697,-7246,
经营性应收项目的减少(万元),,-16411,,-19084,,-41452,,-33141,-23589,-13382,-5519,2630,
经营性应付项目的增加(万元),,-46656,,51799,,9530,,32329,22005,-6212,37188,2054,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-8909,,136869,,13812,,74644,43368,54664,99175,51634,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),192213,328964,130540,121913,84285,74099,59592,88470,127994,102893,122833,66756,
现金的期初余额(万元),121913,121913,121913,88470,88470,88470,88470,102893,102893,122833,66756,53443,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),70300,207052,8628,33443,-4185,-14371,-28877,-14423,25102,-19940,56077,13312,

