报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),176176,116359,61406,252153,188980,132044,64129,198156,133678,83427,38298,132261,89090,60587,26671,108407,70372,75670,34844,44625,37233,33167,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),5042,3286,971,7724,7685,5554,3159,8909,6742,4925,2487,8699,6462,3974,1999,7928,5518,2883,1535,1120,1118,1289,
收到的其他与经营活动有关的现金(万元),7596,2919,3845,3738,2476,1366,3039,4340,1424,987,400,1420,877,580,248,871,451,490,442,1028,809,715,
经营活动现金流入小计(万元),188813,122564,66222,263614,199141,138964,70328,211405,141845,89339,41185,142380,96429,65141,28918,117207,76341,79042,36821,46774,39160,35171,
购买商品、接受劳务支付的现金(万元),116907,70472,30502,170609,132856,88040,47086,126871,91464,54350,25735,87740,65733,43280,24921,70289,51830,47107,22209,27661,27910,27230,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16002,11037,5326,29645,21249,15885,8297,25891,15968,10566,4954,16552,10328,6870,3588,13070,7559,9343,3822,6166,4890,4061,
支付的各项税费(万元),5863,4420,3362,8019,7434,5017,3365,6494,5628,3594,1914,5308,3887,2574,1175,3256,2325,1331,628,509,880,312,
支付的其他与经营活动有关的现金(万元),19861,13207,13021,29206,25736,16575,6172,24033,16386,9746,4680,15212,9075,5786,1833,9131,6036,8748,3771,4762,4714,3195,
经营活动现金流出小计(万元),158634,99135,52210,237479,187276,125518,64920,183289,129446,78257,37283,124812,89023,58509,31517,95747,67751,66528,30430,39098,38394,34798,
经营活动产生的现金流量净额(万元),30180,23428,14012,26135,11865,13446,5408,28117,12398,11082,3902,17568,7406,6631,-2599,21460,8591,12514,6390,7676,766,373,
收回投资所收到的现金(万元),,,,103,94419,78499,,5100,5100,5100,1500,35982,22916,14252,3087,25380,13455,36163,19793,277,109,8844,
取得投资收益所收到的现金(万元),40,,,1467,995,788,71,7,7,7,4,,,,4,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),351,6,-2,351,80,28,11,102,68,59,22,61,51,32,11,24,12,21,3,7,18,20,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),111313,109654,24125,284334,46146,31694,5230,28,,,,87,,,,,,,,,,359,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),111704,109660,24124,286256,141640,111010,5312,5237,5175,5166,1526,36130,22966,14284,3102,25404,13468,36184,19795,284,127,9223,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),14457,2972,1716,13060,5393,6360,2404,15857,11101,6857,3381,8405,5401,3874,2867,4367,2703,4718,1671,2695,2534,2007,
投资所支付的现金(万元),1885,,,1125,159884,79271,13255,8933,6612,5200,5100,36030,24680,14380,6150,25285,13385,35540,19340,450,,7817,
质押贷款净增加额(万元),525,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,18,18,18,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),154168,122790,87653,272029,43345,34780,16302,22273,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),171034,125762,89369,286213,208622,120412,31961,47081,17731,12076,8481,44435,30081,18254,9017,29652,16088,40258,21011,3145,2534,9824,
投资活动产生的现金流量净额(万元),-59330,-16103,-65246,42,-66982,-9401,-26649,-41843,-12556,-6910,-6956,-8305,-7115,-3969,-5915,-4248,-2620,-4074,-1216,-2860,-2408,-601,
吸收投资收到的现金(万元),50,,,480,,,,74247,74247,74247,74247,150,150,,,,,1250,1250,,205,5379,
其中：子公司吸收少数股东投资收到的现金(万元),50,,,480,,,,,,,,150,150,,,,,,,,205,70,
取得借款收到的现金(万元),,,,21000,21000,16000,7000,22356,7356,7356,7356,22690,9920,5420,1033,2828,1000,1000,500,3596,1750,3500,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),150,,,,392,,,800,800,800,,,,,,,,,,,,,
筹资活动现金流入小计(万元),200,0,0,21480,21392,16000,7000,97403,82403,82403,81603,22840,10070,5420,1033,2828,1000,2250,1750,3596,1955,8879,
偿还债务支付的现金(万元),12200,6700,1700,20800,2300,2000,,30874,18104,16104,5804,1000,,,,2000,2000,2596,1500,2000,2250,2500,
分配股利、利润或偿付利息所支付的现金(万元),4645,4514,166,14331,12627,7496,227,4963,4843,4698,276,7000,4209,4094,3971,2662,2656,1806,1734,3490,74,1267,
其中：子公司支付给少数股东的股利、利润(万元),,,,600,,,,,,,,51,,51,,,,38,,,26,,
支付其他与筹资活动有关的现金(万元),10061,4022,,2544,2544,2544,,1865,1865,1065,1065,58,124,49,2,238,230,315,,,20,,
筹资活动现金流出小计(万元),26905,15237,1866,37675,17471,12041,227,37702,24812,21867,7145,8058,4333,4144,3973,4901,4887,4717,3234,5490,2344,3767,
筹资活动产生的现金流量净额(万元),-26705,-15237,-1866,-16195,3921,3959,6773,59701,57591,60536,74458,14782,5737,1276,-2941,-2073,-3887,-2467,-1484,-1894,-390,5112,
汇率变动对现金及现金等价物的影响(万元),932,394,-274,-208,903,-492,-1180,-3194,-2279,-1155,-240,2441,943,505,3,1198,1006,51,42,-147,-9,-39,
现金及现金等价物净增加额(万元),-54924,-7517,-53374,9775,-50293,7511,-15648,42780,55154,63554,71164,26486,6971,4443,-11452,16338,3090,6024,3733,2775,-2041,4844,
加:期初现金及现金等价物余额(万元),108333,108333,107645,98558,98558,98558,98558,55778,55778,55778,55778,29291,29291,29291,29291,12954,12954,6930,6930,4155,6196,1351,
期末现金及现金等价物余额(万元),53409,100815,54270,108333,48265,106069,82910,98558,110932,119331,126942,55778,36263,33735,17839,29291,16044,12954,10662,6930,4155,6196,
净利润(万元),,13548,,24994,,14549,,22659,,11640,,20901,,10140,,14377,,6207,2562,2608,706,1875,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,311,,1013,,-74,,776,,61,,180,,24,,5,,207,231,15,202,67,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,4059,,8718,,4105,,4819,,1705,,1967,,803,,1293,,950,421,714,497,379,
无形资产摊销(万元),,164,,280,,134,,161,,45,,67,,29,,54,,56,24,45,36,11,
长期待摊费用摊销(万元),,390,,1081,,448,,861,,473,,714,,247,,568,,301,72,50,50,22,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-2595,,75,,-14,,-23,,-24,,-7,,-2,,-11,,-8,-1,-5,-9,-3,
固定资产报废损失(万元),,1,,66,,,,33,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-1386,,1080,,894,,470,,53,,-50,,-50,,8,,447,352,-348,-19,-40,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,200,,199,,873,,3733,,1611,,-2150,,-457,,-1166,,-34,-40,237,58,108,
投资损失(万元),,-279,,823,,88,,-6,,85,,6,,48,,-168,,-273,-103,-177,-11,-44,
递延所得税资产减少(万元),,-7,,-984,,-657,,-1354,,-313,,-279,,-457,,-59,,-135,-4,-36,-134,-50,
递延所得税负债增加(万元),,0,,,,,,,,,,,,,,,,-61,-53,52,-0,9,
存货的减少(万元),,-3332,,3293,,-715,,-19812,,-6999,,-2920,,865,,-3516,,-479,322,-271,-2161,2,
经营性应收项目的减少(万元),,-1464,,224,,-1215,,-13233,,-4172,,-5728,,-2756,,2228,,-2386,304,-570,362,-2794,
经营性应付项目的增加(万元),,12338,,-15181,,-5940,,27859,,6435,,4917,,-1775,,7858,,8308,1989,5368,1196,319,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,1480,,456,,969,,1173,,480,,-51,,-29,,-12,,-586,313,-7,-7,512,
经营活动产生现金流量净额(万元),,23428,,26135,,13446,,28117,,11082,,17568,,6631,,21460,,12514,6390,7676,766,373,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),53409,100815,54270,108333,48265,105367,82910,97661,110932,118848,126942,55155,36263,33353,17839,28672,16044,12734,10263,6765,4071,6136,
现金的期初余额(万元),108333,108333,107645,98558,98558,97661,98558,55155,55778,55155,55778,28672,29291,28672,29291,12734,12954,6765,6765,4071,6136,1351,
现金等价物的期末余额(万元),,,,,,703,,897,,483,,623,,382,,620,,220,399,164,84,60,
现金等价物的期初余额(万元),,,,,,897,,623,,623,,620,,620,,220,,164,164,84,60,,
现金及现金等价物的净增加额(万元),-54924,-7517,-53374,9775,-50293,7511,-15648,42780,55154,63554,71164,26486,6971,4443,-11452,16338,3090,6024,3733,2775,-2041,4844,

