报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),102311,60658,152205,85381,54377,135203,124102,40047,89705,73245,24121,62702,42077,30279,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),1084,558,2281,1708,1244,766,497,206,596,306,221,345,0,,
收到的其他与经营活动有关的现金(万元),3294,2005,1592,1398,734,2737,2570,535,5098,2200,1243,3292,4722,1914,
经营活动现金流入小计(万元),106689,63221,156079,88488,56355,138706,127169,40788,95398,75750,25585,66339,46799,32193,
购买商品、接受劳务支付的现金(万元),84696,51744,83481,62560,39617,71956,57351,27642,45893,41325,16777,36066,23848,15175,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),23237,15244,22769,17139,11191,17450,14692,7316,11538,8786,4046,6054,4155,3264,
支付的各项税费(万元),14042,8611,19934,14838,8991,20230,15392,7175,10448,8569,5229,6805,4198,3145,
支付的其他与经营活动有关的现金(万元),19139,12723,18781,9739,6572,12180,10689,5129,10043,10491,6012,9713,7227,5104,
经营活动现金流出小计(万元),141113,88322,144966,104276,66371,121816,98124,47263,77921,69171,32063,58638,39428,26688,
经营活动产生的现金流量净额(万元),-34423,-25101,11113,-15788,-10016,16890,29044,-6475,17477,6580,-6478,7701,7372,5505,
收回投资所收到的现金(万元),,,,,,,,,,,,2975,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,180,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,4,7,7,7,15,246,,763,4,3,2,46,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,44,44,26,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),4,4,7,7,7,15,246,0,763,49,48,3183,46,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3009,2038,3390,2327,1802,8839,5510,1822,12587,1498,1210,2191,3523,670,
投资所支付的现金(万元),,,800,800,,150,2299,740,700,,,2950,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,60,60,60,,,,,,,1334,,,
支付的其他与投资活动有关的现金(万元),71080,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),74089,2038,4251,3188,1862,8989,7808,2562,13287,1498,1210,6475,3523,670,
投资活动产生的现金流量净额(万元),-74085,-2034,-4243,-3181,-1855,-8974,-7562,-2562,-12523,-1449,-1162,-3292,-3477,-670,
吸收投资收到的现金(万元),96850,68,604,566,412,,369,199,0,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),69,68,604,566,412,,369,199,0,,,,,,
取得借款收到的现金(万元),25000,25000,20000,15000,15000,20000,11500,6000,9500,5000,,8300,2170,1410,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),503,503,,,,,,,73,50,50,,,,
筹资活动现金流入小计(万元),122353,25570,20604,15566,15412,20000,11869,6199,9573,5050,50,8300,2170,1410,
偿还债务支付的现金(万元),15000,15000,20000,15000,15000,11500,9500,4000,5457,6429,414,3828,1014,1663,
分配股利、利润或偿付利息所支付的现金(万元),844,493,895,673,440,897,6590,731,4719,4432,4162,657,2299,202,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,250,12,12,,175,100,
支付其他与筹资活动有关的现金(万元),2921,,,,,,,,,,,,,,
筹资活动现金流出小计(万元),18766,15493,20895,15673,15440,12397,16090,4731,10176,10861,4576,4485,3313,1865,
筹资活动产生的现金流量净额(万元),103587,10078,-291,-106,-28,7603,-4221,1468,-602,-5811,-4526,3815,-1143,-455,
汇率变动对现金及现金等价物的影响(万元),973,606,218,1008,6,-46,-17,9,-164,-80,126,-30,11,-1,
现金及现金等价物净增加额(万元),-3949,-16452,6797,-18067,-11893,15473,17245,-7560,4188,-760,-12040,8195,2763,4379,
加:期初现金及现金等价物余额(万元),63342,63342,56546,56546,56546,41073,23828,23828,19641,20401,20401,12206,9443,5064,
期末现金及现金等价物余额(万元),59393,46890,63342,38479,44653,56546,41073,16269,23828,19641,8361,20401,12206,9443,
净利润(万元),,13392,33961,,12860,32119,28557,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,2476,,,2401,1115,1006,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1181,2237,,1022,1823,1045,,,,,,,,
无形资产摊销(万元),,159,179,,88,148,129,,,,,,,,
长期待摊费用摊销(万元),,113,80,,25,19,14,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,4,,2,5,89,,,,,,,,
固定资产报废损失(万元),,3,1,,0,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,216,1019,,690,924,321,,,,,,,,
投资损失(万元),,752,430,,285,425,387,,,,,,,,
递延所得税资产减少(万元),,-382,-393,,-344,-147,-106,,,,,,,,
递延所得税负债增加(万元),,72,98,,0,,,,,,,,,,
存货的减少(万元),,-7593,-7919,,-3652,-587,-2776,,,,,,,,
经营性应收项目的减少(万元),,-29221,-39397,,-18198,-18511,-9618,,,,,,,,
经营性应付项目的增加(万元),,-6270,17752,,-5194,-442,9997,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-25101,11113,,-10016,16890,29044,,,,,,,,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
现金的期末余额(万元),59393,46890,63342,38479,44653,56546,41073,16269,23828,19641,8361,20401,12206,9443,
现金的期初余额(万元),63342,63342,56546,56546,56546,41073,23828,23828,19641,20401,20401,12206,9443,5064,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-3949,-16452,6797,,-11893,15473,17245,-7560,4188,-760,-12040,8195,2763,4379,

