报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),86195,50646,22721,100545,67616,45231,22676,88531,67696,40464,15107,82265,55418,39144,70268,30888,57935,63683,58869,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),873,169,759,3241,647,1412,361,2689,4136,3098,1666,633,920,65,1214,536,510,487,1583,
经营活动现金流入小计(万元),87068,50815,23480,103786,68263,46644,23037,91220,71831,43562,16773,82899,56337,39209,71482,31425,58445,64169,60452,
购买商品、接受劳务支付的现金(万元),63167,31938,15110,73480,49060,28477,16841,68409,53550,31791,18167,59412,46089,29401,43200,16600,41405,46874,45420,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6530,4431,2439,8675,6397,4407,2299,7219,5302,3729,1967,7686,5137,4147,8047,4142,5971,4029,3863,
支付的各项税费(万元),2954,1933,3847,3454,2891,1972,933,4943,3596,2286,1847,2847,2271,1227,2165,1181,1746,2407,2167,
支付的其他与经营活动有关的现金(万元),1807,3056,339,8445,3040,2052,1102,4944,4532,2094,511,5646,1845,1479,3375,1693,3408,3718,3774,
经营活动现金流出小计(万元),74457,41358,21735,94054,61389,36908,21176,85515,66980,39900,22492,75592,55342,36254,56787,23616,52530,57029,55224,
