报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),126170,71412,29590,151453,99650,61441,22634,142159,106624,64060,143957,146444,109804,109916,162469,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),8063,5141,3977,6782,4552,3167,1989,7640,4512,2886,7635,5238,3744,1823,2235,
收到的其他与经营活动有关的现金(万元),6496,5516,4102,4377,4051,2831,1621,3012,2396,784,2631,1211,1681,1713,589,
经营活动现金流入小计(万元),140729,82069,37669,162612,108254,67439,26244,152810,113531,67731,154224,152894,115229,113452,165292,
购买商品、接受劳务支付的现金(万元),79774,45504,24044,80619,54777,31245,17821,73519,56656,23071,101954,104981,82421,68666,115989,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),21397,15915,10667,24170,19070,14157,9503,20525,16000,11811,18660,13899,12062,12110,9979,
支付的各项税费(万元),2877,1936,749,4825,3508,2347,687,3813,2490,1466,5703,3298,2246,5264,6433,
