报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),174886,105751,50540,171128,120978,78776,35954,134242,99504,59349,26133,90534,66117,39598,18611,64960,14192,46276,33798,26875,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),8690,5939,2908,8492,6372,3564,1928,13143,7518,3896,1376,5573,3932,1951,1000,4501,1071,3466,1930,1857,
收到的其他与经营活动有关的现金(万元),2177,731,387,1210,866,563,366,2353,1972,1043,400,1753,1127,738,352,1010,83,532,581,655,
经营活动现金流入小计(万元),185753,112421,53835,180829,128216,82903,38248,149739,108994,64288,27909,97860,71176,42287,19963,70471,15346,50274,36309,29387,
购买商品、接受劳务支付的现金(万元),70973,45774,23693,74410,50724,29478,13455,71441,52917,29440,10921,40542,28832,16639,8074,32748,5319,26873,18827,16064,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17521,12336,8083,17806,14741,11176,5974,13396,10106,6923,4636,9418,7006,4780,1795,6935,2335,5163,4046,2906,
支付的各项税费(万元),9959,5315,1441,11121,7824,5011,1997,6058,5743,2341,617,7704,5161,2937,1379,3807,323,1725,1822,1561,
支付的其他与经营活动有关的现金(万元),10513,6887,3608,9139,7677,4771,2647,7289,6036,3171,1625,5173,3515,2512,1361,3967,973,3482,2505,1959,
经营活动现金流出小计(万元),108966,70311,36825,112475,80966,50436,24074,98182,74804,41875,17799,62836,44514,26868,12609,47457,8950,37244,27201,22490,
经营活动产生的现金流量净额(万元),76787,42109,17010,68355,47250,32467,14174,51556,34191,22413,10109,35024,26662,15419,7354,23015,6396,13030,9108,6897,
收回投资所收到的现金(万元),969440,577340,279240,849550,734280,470280,211400,377975,233975,61975,,,,,,,,,,,
取得投资收益所收到的现金(万元),9654,6914,3762,11155,9889,6461,3277,3437,2097,188,,,,,,95,,175,183,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,,,-0,,,0,,3,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,120,,,,60,,,,73,,,503,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),979094,584254,283002,860705,744169,476741,214677,381533,236072,62163,0,60,-0,0,0,169,0,178,686,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1064,882,469,2036,1718,1506,1167,5164,3436,2504,941,2219,1868,1142,446,1958,330,1051,4238,810,
投资所支付的现金(万元),1022140,624040,297740,877140,751680,480280,224400,616975,427975,235975,,,,,,,86,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),86,86,,468,,,,120,,,,,,,,24,137,109,,203,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),1023290,625008,298209,879644,753398,481786,225567,622259,431411,238479,941,2219,1868,1142,446,1982,553,1160,4238,1013,
投资活动产生的现金流量净额(万元),-44195,-40754,-15206,-18939,-9228,-5046,-10889,-240727,-195340,-176316,-941,-2159,-1868,-1142,-446,-1813,-553,-982,-3552,-1013,
吸收投资收到的现金(万元),,,,2680,,,,159323,159323,159323,158955,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),5000,,,,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,424,,,,,,,,,,
筹资活动现金流入小计(万元),5000,0,0,2680,0,0,0,159323,159323,159323,159379,0,0,0,0,0,0,0,0,0,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),35944,,,23894,22294,22294,,13441,13441,13441,,7000,7000,7000,7000,11088,5488,9100,2100,2735,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),31,31,,,,,,177,33,33,,194,179,140,51,903,353,481,43,52,
筹资活动现金流出小计(万元),35975,31,0,23894,22294,22294,0,13617,13473,13473,0,7194,7179,7140,7051,11991,5841,9581,2143,2787,
筹资活动产生的现金流量净额(万元),-30975,-31,0,-21214,-22294,-22294,0,145706,145850,145850,159379,-7194,-7179,-7140,-7051,-11991,-5841,-9581,-2143,-2787,
汇率变动对现金及现金等价物的影响(万元),263,-463,-835,188,388,44,-267,-2226,-2059,-1015,-343,2766,45,642,-109,1327,211,5,-339,-49,
现金及现金等价物净增加额(万元),1879,862,969,28389,16115,5172,3017,-45691,-17358,-9068,168204,28438,17661,7780,-252,10537,212,2472,3074,3047,
加:期初现金及现金等价物余额(万元),37249,37249,37249,8860,8860,8860,8860,54551,54551,54551,54551,26113,26113,26113,26113,15576,15576,13104,10030,6982,
期末现金及现金等价物余额(万元),39128,38111,38218,37249,24975,14032,11877,8860,37193,45483,222755,54551,43774,33893,25861,26113,15788,15576,13104,10030,
净利润(万元),,60675,,85148,,41014,,59079,,30509,,43232,,,,24762,,15057,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,810,,819,,384,,324,,483,,268,,,,230,,232,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,821,,1590,,1334,,536,,218,,347,,,,308,,262,,,
无形资产摊销(万元),,65,,105,,47,,100,,52,,103,,,,108,,98,,,
长期待摊费用摊销(万元),,7,,17,,9,,33,,23,,63,,,,86,,117,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,2,,5,,,,,,-2,,,
固定资产报废损失(万元),,,,1,,,,7,,,,,,,,2,,1,,,
公允价值变动损失(万元),,292,,,,,,,,,,,,,,-66,,110,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,-101,,-188,,-44,,2225,,1015,,-2764,,,,-1323,,-5,,,
投资损失(万元),,-6703,,-10686,,-6461,,-3437,,-188,,,,,,-95,,-175,,,
递延所得税资产减少(万元),,-148,,-306,,-60,,-27,,-43,,16,,,,-41,,-25,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,-4,,,
存货的减少(万元),,620,,-1605,,4352,,-9411,,-5126,,-1635,,,,-1632,,-833,,,
经营性应收项目的减少(万元),,-14946,,-15060,,-8191,,-2129,,-8275,,-6830,,,,-2038,,-1859,,,
经营性应付项目的增加(万元),,718,,8091,,83,,4258,,3744,,2218,,,,2713,,55,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,428,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,42109,,68355,,32467,,51556,,22413,,35024,,,,23015,,13030,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),39128,38111,38218,37249,24975,14032,11877,8860,37193,45483,222755,54551,43774,33893,25861,26113,15788,15576,13104,10030,
现金的期初余额(万元),37249,37249,37249,8860,8860,8860,8860,54551,54551,54551,54551,26113,26113,26113,26113,15576,15576,13104,10030,6982,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),1879,862,969,28389,16115,5172,3017,-45691,-17358,-9068,168204,28438,17661,7780,-252,10537,212,2472,3074,3047,

