报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),17730,12069,6047,25854,18997,12622,5110,22851,16181,11044,5138,19667,13630,20160,16578,17807,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),132,132,63,177,92,15,0,25,25,24,24,27,17,12,45,89,
收到的其他与经营活动有关的现金(万元),711,594,469,698,578,135,15,786,697,671,17,381,217,106,788,131,
经营活动现金流入小计(万元),18572,12794,6579,26729,19667,12772,5125,23662,16902,11739,5179,20074,13864,20278,17410,18027,
购买商品、接受劳务支付的现金(万元),10687,7620,5389,17848,13378,8491,4748,14560,10577,6467,3748,9354,6059,9483,9991,10896,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2506,1656,922,3348,2531,1717,974,2482,1865,1291,729,2370,1833,2196,1911,1562,
支付的各项税费(万元),1121,528,255,1769,1504,1185,614,2278,1645,1016,379,2106,1874,2877,2014,1778,
支付的其他与经营活动有关的现金(万元),589,418,142,689,571,390,188,541,302,211,1375,775,623,824,1034,1328,
经营活动现金流出小计(万元),14902,10222,6708,23655,17984,11783,6524,19860,14389,8984,6230,14605,10390,15380,14950,15565,
经营活动产生的现金流量净额(万元),3670,2572,-129,3075,1683,989,-1399,3802,2514,2755,-1052,5470,3474,4898,2460,2462,
收回投资所收到的现金(万元),14470,8900,4400,34286,25186,15500,5100,,4,4,,4,4,5,,,
取得投资收益所收到的现金(万元),163,108,57,474,371,239,46,4,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,,,,,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),165,,4,1024,966,349,,,,,,,,,,,
