报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,55294500,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,23902300,19976300,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,27889900,,
收到的税费返还(万元),,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),,,,,,,,,540300,272300,
经营活动现金流入小计(万元),,,,,,,,,180751400,75543100,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,60319100,26298300,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,28684900,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,12377900,9364900,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),,,,,,,,,3127900,2380300,
支付的各项税费(万元),,,,,,,,,1804000,1140900,
支付的其他与经营活动有关的现金(万元),,,,,,,,,9657200,5779400,
经营活动现金流出小计(万元),,,,,,,,,87605100,73739400,
经营活动产生的现金流量净额(万元),8657000,11327100,18450500,7638800,7959000,-36504900,-38030000,22045700,93146300,1803700,
收回投资所收到的现金(万元),,,,,,,,,58411200,31464200,
取得投资收益所收到的现金(万元),,,,,,,,,8108900,4535700,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,51800,5800,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),,,,,,,,,66571900,36005700,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),,,,,,,,,571000,806800,
投资所支付的现金(万元),,,,,,,,,197145200,44006700,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),,,,,,,,,197716200,44813500,
投资活动产生的现金流量净额(万元),-20296300,-28396700,-8932500,-5556600,-1312100,44504400,35659000,-33535600,-131144300,-8807800,
吸收投资收到的现金(万元),,,,,,,,,4552500,200000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,2497200,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流入小计(万元),,,,,,,,,7049700,200000,
偿还债务支付的现金(万元),,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),,,,,,,,,,200000,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,7400,32000,
筹资活动现金流出小计(万元),,,,,,,,,7400,232000,
筹资活动产生的现金流量净额(万元),605900,2343700,-1686300,-1387300,82700,5973000,1997900,6991100,7042300,-32000,
汇率变动对现金及现金等价物的影响(万元),240700,,116800,,,-168300,-118800,252000,-102300,-19800,
现金及现金等价物净增加额(万元),-10792700,-14710900,7831700,694900,6729600,13972500,-373100,-4498800,-31058000,-7055900,
加:期初现金及现金等价物余额(万元),40242000,40242000,32293500,32293500,32293500,18489300,18489300,22736100,53794100,15629900,
期末现金及现金等价物余额(万元),29449300,25531100,40242000,33150700,38733500,32293500,17997400,18489300,22736100,8574000,
净利润(万元),,,,,,,,,3485700,2966800,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,,,,,,2563500,867400,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,,,,,,,334000,,
无形资产摊销(万元),,,,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,1400,1300,
固定资产报废损失(万元),,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,-3800,7100,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,,,,,,,-8108200,-4922400,
投资损失(万元),,,,,,,,,-104300,24900,
递延所得税资产减少(万元),,,,,,,,,-308000,-95400,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,,,,,,,,,,
经营性应收项目的减少(万元),,,,,,,,,5874300,-62083500,
经营性应付项目的增加(万元),,,,,,,,,89264000,64539500,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,,,,,,,93146300,1803700,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),29449300,25531100,40242000,33150700,38733500,32293500,17997400,18489300,22736100,8574000,
现金的期初余额(万元),40242000,40242000,32293500,32293500,32293500,18489300,18489300,22736100,53794100,15629900,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),-10792700,-14710900,7831700,694900,6729600,13972500,-373100,-4498800,-31058000,-7055900,

