报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),41554,24960,10779,60193,40174,24252,9759,68240,46538,30222,10029,68708,72664,66482,52660,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),234,122,65,642,802,705,209,261,225,200,106,545,203,501,399,
经营活动现金流入小计(万元),41788,25082,10844,60835,40976,24957,9968,68501,46763,30423,10135,69253,72867,66983,53059,
购买商品、接受劳务支付的现金(万元),28369,20812,12002,36213,29449,19547,9554,45191,34870,23233,13113,35740,39851,41543,28266,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7327,5145,3175,10154,7932,5682,3445,9795,7680,5405,3384,8741,7894,7108,4693,
支付的各项税费(万元),2561,1485,754,4003,2947,2257,961,5020,3386,2437,660,6027,5057,3881,4501,
支付的其他与经营活动有关的现金(万元),5068,3335,1863,10147,4955,3491,1896,11161,8349,5466,1898,10271,8677,11991,9051,
经营活动现金流出小计(万元),43324,30776,17795,60516,45282,30977,15856,71167,54286,36540,19056,60777,61480,64523,46511,
经营活动产生的现金流量净额(万元),-1536,-5694,-6951,319,-4307,-6019,-5888,-2666,-7522,-6117,-8921,8476,11387,2460,6547,
收回投资所收到的现金(万元),39000,39000,22000,37790,21000,2000,,55000,55000,45000,35000,64000,5048,3500,6500,
取得投资收益所收到的现金(万元),677,617,434,695,306,23,,354,263,174,,195,63,40,36,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,16,,2,3,3,,,,,,,9,784,239,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),39693,39633,22434,38488,21309,2026,0,55354,55263,45174,35000,64195,5120,4323,6775,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1163,682,498,1257,664,493,122,968,804,532,171,1307,1315,996,2449,
投资所支付的现金(万元),34000,29000,17000,65000,41000,26000,22000,55000,55000,45000,35000,64000,5048,3500,6500,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),35163,29682,17498,66257,41664,26493,22122,55968,55804,45532,35171,65307,6362,4496,8949,
投资活动产生的现金流量净额(万元),4529,9951,4936,-27770,-20355,-24468,-22122,-614,-542,-358,-171,-1112,-1242,-173,-2173,
吸收投资收到的现金(万元),,,,,,,,22972,,,,1000,600,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,3000,3000,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,2,,,,,,,,
筹资活动现金流入小计(万元),0,0,0,0,0,0,0,22974,0,0,0,1000,600,3000,3000,
偿还债务支付的现金(万元),,,,,,,,,,,,,3000,3000,3177,
分配股利、利润或偿付利息所支付的现金(万元),814,814,,1628,1628,1628,,1527,1527,1527,,,88,200,187,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),4,4,,169,170,170,158,838,,,,,,,,
筹资活动现金流出小计(万元),819,819,0,1797,1799,1799,158,2364,1527,1527,0,0,3088,3200,3364,
筹资活动产生的现金流量净额(万元),-819,-819,0,-1797,-1799,-1799,-158,20609,-1527,-1527,0,1000,-2488,-200,-364,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),2175,3438,-2015,-29248,-26461,-32286,-28168,17330,-9591,-8002,-9092,8364,7657,2087,4010,
加:期初现金及现金等价物余额(万元),13138,13138,13138,42361,42421,42421,42361,25031,25031,25031,25031,16667,9010,6923,2913,
期末现金及现金等价物余额(万元),15313,16577,11123,13113,15960,10135,14193,42361,15440,17028,15939,25031,16667,9010,6923,
净利润(万元),,1302,,2966,,1947,,4851,,2248,,4741,4351,3179,2093,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,92,,732,,261,,217,,225,,-113,285,456,-29,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,452,,843,,384,,853,,428,,829,819,812,846,
无形资产摊销(万元),,16,,31,,15,,25,,12,,20,19,11,20,
长期待摊费用摊销(万元),,81,,256,,166,,242,,119,,476,427,331,2391,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,,-1,,-1,,,,,,9,49,-643,1,
固定资产报废损失(万元),,,,2,,2,,0,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,-2,,-0,,-0,88,200,187,
投资损失(万元),,-401,,-785,,-327,,-354,,-174,,-195,-63,-40,-36,
递延所得税资产减少(万元),,-217,,-291,,-4,,37,,-119,,107,-53,-157,-148,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,
存货的减少(万元),,-795,,-2409,,4841,,1392,,-1518,,1561,-2785,-2760,-4457,
