报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),11515532,,,9810717,,,,,15274641,11925670,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,2285142,,,5631958,-1297334,-637795,,
收取利息、手续费及佣金的现金(万元),4809288,,,3978313,,,,,,3403987,
拆入资金净增加额(万元),,,,785098,,,,,,232106,
回购业务资金净增加额(万元),2118254,,,3804775,,,,,,956323,
收到的税费返还(万元),,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),797339,,,1441860,,,,,,87940,
经营活动现金流入小计(万元),21738870,,,22581182,,,,,,23494200,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,
客户贷款及垫款净增加额(万元),10579316,,,15435769,,,7199788,11693553,8909364,4398577,
存放中央银行和同业款项净增加额(万元),261552,,,87274,,,,,,1677164,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),2754590,,,2797155,,,,,,1785750,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),619172,,,634223,,,,,,208194,
支付的各项税费(万元),490222,,,630897,,,353754,434891,269367,316257,
支付的其他与经营活动有关的现金(万元),1032960,,,1575158,,,,,,234231,
经营活动现金流出小计(万元),20267150,,,35561986,,,,,,8620173,
经营活动产生的现金流量净额(万元),1471720,-413352,-14031554,-12980804,-9061395,-9242875,-10578514,10583995,20732926,14874027,
收回投资所收到的现金(万元),227665442,,,123160505,,,76041108,74932838,50649455,15130316,
取得投资收益所收到的现金(万元),2153582,,,2027618,,,1390458,2795568,,130690,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),140,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,120622,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),229819164,,,125188124,,,,,,15381629,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),249330,,,112030,,,90324,94626,85518,65441,
投资所支付的现金(万元),226459974,,,117302491,,,74035516,88215824,78019621,34512126,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),226709304,,,117414521,,,,,,34577567,
投资活动产生的现金流量净额(万元),3109860,1343460,7530097,7773603,5807051,1863423,3305727,-10582044,-25307015,-19195938,
吸收投资收到的现金(万元),,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,
发行债券收到的现金(万元),19161028,,,22230823,,,7913597,10253740,13965539,5414806,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流入小计(万元),19161028,,,22522278,,,,,,5414806,
偿还债务支付的现金(万元),22949160,,,19258000,,,2558525,7787818,9830000,1220000,
分配股利、利润或偿付利息所支付的现金(万元),792058,,,1121218,,,227115,524087,247781,38196,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流出小计(万元),23741218,,,20379218,,,,,,1258196,
筹资活动产生的现金流量净额(万元),-4580190,-339639,4375014,2143060,2453286,8288929,6769202,3067719,4752572,4156610,
汇率变动对现金及现金等价物的影响(万元),9291,,,53080,,-68235,-46280,48532,273,-75,
现金及现金等价物净增加额(万元),10682,590405,-2095093,-3011062,-781041,841242,-549866,3118202,178756,-165377,
加:期初现金及现金等价物余额(万元),3763881,3763881,5858974,5858974,5858974,5017733,5017733,1899531,1720775,1886152,
期末现金及现金等价物余额(万元),3774563,4354286,3763881,2847913,5077933,5858974,4467867,5017733,1899531,1720775,
净利润(万元),,,,,,,731034,1339156,,509550,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,,,,,1027801,,453914,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,,,,,14498,23628,,11472,
无形资产摊销(万元),,,,,,,,,,3010,
长期待摊费用摊销(万元),,,,,,,,,,5027,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,,
固定资产报废损失(万元),,,,,,,,,,,
公允价值变动损失(万元),,,,,,,34704,,,3652,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,,,,,-1178664,-2444824,,-108289,
投资损失(万元),,,,,,,-54729,-72534,,-130690,
递延所得税资产减少(万元),,,,,,,,,,-61081,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,,,,,,,,,,
经营性应收项目的减少(万元),,,,,,,,,,761792,
经营性应付项目的增加(万元),,,,,,,,,,13425669,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,,,,,,,,14874027,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),3774563,4354286,3763881,2847913,5077933,5858974,4467867,5017733,1899531,1720775,
现金的期初余额(万元),3763881,3763881,5858974,5858974,5858974,5017733,5017733,1899531,1720775,1886152,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),10682,590405,-2095093,-3011062,-781041,841242,-549866,3118202,178756,-165377,

