报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,22568,,,,,,,,,,,10701,,32953,,
收取利息、手续费及佣金的现金(万元),303629,220865,78507,369143,279224,193260,88449,415388,319789,205152,95236,472891,350463,243930,100899,615081,290932,263038,96773,175743,127622,
拆入资金净增加额(万元),5000,,70000,40000,,,,,,,,50000,50000,,,,-47000,163000,25000,31000,,
回购业务资金净增加额(万元),116022,44251,319386,217012,71995,26959,50347,,,,,310936,,108416,14115,,406869,444871,37418,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),139255,353215,140932,240112,509155,236274,172424,634306,295935,485782,502384,469795,143741,101006,290409,378885,133738,316152,189464,112715,61638,
经营活动现金流入小计(万元),1078115,1122915,1322563,1079106,1043936,632298,506788,1055566,629852,771407,611850,1569005,841262,744037,405423,1905831,3306560,1842782,412480,352411,189260,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),37478,26619,10491,54776,39980,29203,16032,59874,34038,19701,6051,40642,32435,22848,8683,74278,23661,17028,4882,9211,5516,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),95200,69496,47438,134211,101752,75559,50727,142915,108753,81183,49273,129756,101995,77550,49046,100028,47815,62384,33539,51113,46879,
支付的各项税费(万元),41535,27220,12629,59948,51194,33684,21255,51500,42746,29659,15665,87131,69580,50601,20711,102148,52295,32565,17164,21987,15753,
支付的其他与经营活动有关的现金(万元),249831,272504,150654,552240,833162,302678,252844,635421,627674,514092,122394,928529,812225,377244,132593,420780,65033,256163,189020,107339,97024,
经营活动现金流出小计(万元),872917,945396,631010,1261892,1111987,717726,340857,2156307,1243496,882646,743943,2158129,1592467,1148328,806232,1541834,1183961,1019207,330780,485433,307590,
经营活动产生的现金流量净额(万元),205199,177518,691552,-182785,-68052,-85428,165931,-1100741,-613643,-111239,-132093,-589125,-751205,-404292,-400809,363997,2122599,823575,81700,-133022,-118330,
收回投资所收到的现金(万元),1010,,,2101,2000,,,,,,,,,,4718,6210,,10350,,,,
取得投资收益所收到的现金(万元),213,,,200,101,,,200,1641,,,,,,147,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),371,,59,,,,,,,,,,,,-142,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,348,,91,31,16,6,237,5696,67,118,138,332,39,217,101,11168,93,19,237,32375,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),1594,348,59,2392,2132,16,6,437,7337,67,118,138,332,39,4941,6311,11168,10443,19,237,32375,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5099,4071,1773,11339,6112,3917,2090,10777,8521,7003,2745,10270,2997,1559,567,11178,2631,74063,1735,5639,6319,
投资所支付的现金(万元),,,,,,,,1891,1901,1901,133,8670,2376,8496,2207,1210,10,2750,2750,,6000,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,21210,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),5099,4071,1773,11339,6112,3917,2090,12668,10422,8904,2877,18940,5373,10055,2774,12388,23851,76813,4485,5639,12319,
投资活动产生的现金流量净额(万元),-3505,-3723,-1714,-8946,-3981,-3902,-2084,-12231,-3085,-8837,-2760,-18802,-5041,-10017,2167,-6077,-12683,-66370,-4465,-5401,20056,
吸收投资收到的现金(万元),15,,,,,,,275680,275680,275680,,,1909,1499,,12580,,2000,2000,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,12580,,2000,2000,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,6250,,,,
发行债券收到的现金(万元),1379981,959981,494181,1707336,1347181,1056050,562708,426280,5000,,,1112834,625000,230000,,1323356,1101746,533357,200000,100000,,
收到其他与筹资活动有关的现金(万元),426,,,,,,,,,,,,,,,,,,,,,
