报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),261463,169264,141220,370688,287932,202164,104314,388319,280738,191696,88175,322247,249831,220157,84035,312565,239918,308343,322491,270421,225350,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),8122,1878,435,2117,2448,1340,800,2221,1444,1143,168,1048,1209,1597,299,2822,2865,1494,5627,3506,2680,
经营活动现金流入小计(万元),269586,171142,141655,372805,290380,203503,105114,390539,282182,192839,88342,323295,251040,221754,84335,315387,242783,309837,328118,273927,228030,
购买商品、接受劳务支付的现金(万元),234538,152519,115001,288332,218459,164462,102506,287623,205219,168758,71088,235303,177357,162084,43459,233777,177759,241880,220210,211468,224530,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),26905,17973,9014,32147,23904,16247,8733,30463,21229,14720,7193,27929,17309,12913,6030,25268,17983,23909,19766,15933,8068,
支付的各项税费(万元),2719,1794,633,10997,8950,5510,1574,13150,9681,7613,3451,17463,13960,9477,3773,16480,13744,16550,9020,6932,5016,
支付的其他与经营活动有关的现金(万元),17414,11849,4898,24823,19140,12678,5805,25138,17882,11092,5676,21558,17803,9751,1801,19901,14335,19686,20963,21790,18565,
经营活动现金流出小计(万元),281576,184135,129545,356298,270452,198897,118618,356375,254011,202182,87407,302253,226429,194226,55063,295426,223822,302024,269958,256123,256179,
经营活动产生的现金流量净额(万元),-11991,-12993,12110,16507,19928,4607,-13504,34164,28171,-9343,935,21042,24611,27528,29272,19961,18961,7813,58160,17804,-28149,
收回投资所收到的现金(万元),288,288,,,,,,15111,10611,10611,10611,903,,,,,,,,,,
取得投资收益所收到的现金(万元),341,70,,,,,,,,,,275,275,275,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),50,28,1,119,135,135,29,576,298,196,13,132,,,,9,9,23,52,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),103,,,,,,,185,132,149,167,158,158,,,,,,,68835,2000,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),782,386,1,119,135,135,29,15872,11041,10956,10791,1468,433,275,0,9,9,23,52,68835,2000,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),108756,75935,30429,52790,28903,13046,6525,24970,14638,14236,7173,12050,4669,7287,6249,3237,2325,10774,9682,6363,50966,
投资所支付的现金(万元),41200,2000,,300,,,,4500,,,,11400,,,,,,,67,1582,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,524,,,,,,,,,336,151,151,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),149956,77935,30953,53090,28903,13046,6525,29470,14638,14236,7173,23786,4820,7437,6249,3237,2325,10774,9749,7945,50966,
投资活动产生的现金流量净额(万元),-149174,-77549,-30952,-52971,-28768,-12912,-6496,-13597,-3597,-3280,3617,-22318,-4387,-7162,-6249,-3227,-2316,-10751,-9696,60890,-48966,
吸收投资收到的现金(万元),92336,92336,92336,,,,,,,,,81301,81180,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),186634,109605,71499,38000,38000,28000,10000,44822,37822,28935,11000,77050,77050,67050,43250,64849,59690,31453,42889,134646,180851,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,60045,1890,
筹资活动现金流入小计(万元),278970,201941,163835,38000,38000,28000,10000,44822,37822,28935,11000,158351,158230,67050,43250,64849,59690,31453,42889,194690,182742,
偿还债务支付的现金(万元),60299,49499,35997,13000,13000,8000,,39222,35458,15848,1800,147042,104092,91392,47539,64055,62400,53354,104601,195937,99302,
分配股利、利润或偿付利息所支付的现金(万元),9574,8411,621,7137,6710,6321,188,7980,7642,7466,73,2783,2471,1832,960,4606,3603,11094,11465,13548,13189,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,1890,9845,
筹资活动现金流出小计(万元),69873,57910,36618,20137,19710,14321,188,47202,43100,23314,1873,149825,106564,93225,48498,68661,66003,64448,116067,211375,122336,
筹资活动产生的现金流量净额(万元),209097,144031,127217,17863,18290,13679,9812,-2380,-5278,5621,9127,8527,51666,-26175,-5248,-3813,-6314,-32995,-73178,-16685,60406,
汇率变动对现金及现金等价物的影响(万元),2712,1707,-231,62,36,12,-4,-5,-2,-1,-0,3,1,1,-0,3,2,-0,-2,-0,1,
现金及现金等价物净增加额(万元),50644,55195,108144,-18540,9487,5386,-10193,18182,19293,-7003,13680,7255,71892,-5808,17774,12924,10334,-35933,-24716,62008,-16708,
加:期初现金及现金等价物余额(万元),26076,26076,26076,44616,44616,44616,44616,26434,26434,26434,26434,19179,19179,19179,19179,6256,6256,42188,66904,4896,21604,
期末现金及现金等价物余额(万元),76720,81271,134220,26076,54102,50002,34423,44616,45727,19431,40113,26434,91071,13371,36953,19179,16589,6256,42188,66904,4896,
净利润(万元),,5784,,14817,,6839,,14750,,6438,,17032,,8339,,15998,,20265,22032,16584,9248,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,233,,949,,574,,-113,,400,,489,,-182,,168,,464,-247,-685,1024,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,7790,,15755,,7899,,16131,,8235,,17326,,8596,,16670,,15228,14432,8339,6678,
