报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),781912,499920,338808,800867,536928,384315,263489,652322,347280,506335,235943,104811,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),0,0,,741,627,627,,1000,456,,165,,
收到的其他与经营活动有关的现金(万元),7636,4212,1382,8846,8341,1905,872,7839,2251,5736,966,1458,
经营活动现金流入小计(万元),789549,504132,340190,810455,545896,386847,264361,661161,349987,512071,237074,106269,
购买商品、接受劳务支付的现金(万元),569714,347743,220622,554924,353807,231025,170609,448185,199708,384171,193784,76805,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),25013,14046,8402,26840,20117,13690,7729,23591,11596,18833,11105,5338,
支付的各项税费(万元),40495,28929,21284,32423,26978,22224,14040,39351,25784,14618,4949,2210,
支付的其他与经营活动有关的现金(万元),122204,68777,58993,132618,87242,57904,37505,105333,54666,83494,45844,21152,
经营活动现金流出小计(万元),757426,459494,309302,746805,488143,324843,229884,616461,291754,501116,255682,105505,
经营活动产生的现金流量净额(万元),32123,44637,30888,63650,57752,62004,34477,44700,58232,10955,-18608,765,
收回投资所收到的现金(万元),163656,30362,20095,155570,140000,,20066,232788,,116933,69350,36804,
取得投资收益所收到的现金(万元),,,,,,,,,,61,29,44,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,,1,66,1,1,0,13,11,194,,92,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),163659,30362,20096,155636,140001,1,20066,232801,11,117187,69379,36941,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),15058,9808,6861,24421,14847,8098,4949,18547,7225,12082,7719,6146,
投资所支付的现金(万元),163656,30000,40000,155000,140000,,40000,232400,200,117000,68305,37700,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,8,,,10,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),178714,39808,46861,179421,154847,8098,44949,250954,7425,129082,76034,43846,
投资活动产生的现金流量净额(万元),-15055,-9446,-26765,-23785,-14847,-8097,-24883,-18154,-7414,-11894,-6655,-6906,
吸收投资收到的现金(万元),55988,,,,,,,,,3750,16600,10018,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),,,,16800,16800,16800,16800,3000,,49800,16300,2202,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,19,,154,,260,30,
筹资活动现金流入小计(万元),55988,0,0,16800,16800,16800,16819,3000,154,53550,33160,12250,
偿还债务支付的现金(万元),,,,16800,16800,16800,16800,18800,15800,20100,7016,0,
分配股利、利润或偿付利息所支付的现金(万元),227,,,361,134,57,53,10650,10330,1492,77,2,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,50,38,25,,130,105,135,10,,
筹资活动现金流出小计(万元),227,0,0,17211,16971,16882,16853,29580,26235,21727,7104,2,
筹资活动产生的现金流量净额(万元),55761,0,0,-411,-171,-82,-33,-26580,-26081,31823,26056,12248,
汇率变动对现金及现金等价物的影响(万元),-54,,-2,-18,-8,-3,-1,-12,,,0,69,
现金及现金等价物净增加额(万元),72775,35191,4120,39436,42726,53823,9560,-45,24738,30884,794,6176,
加:期初现金及现金等价物余额(万元),81680,81680,81149,41713,41801,41713,41713,41759,41759,10875,10081,3904,
期末现金及现金等价物余额(万元),154455,116871,85270,81149,84527,95536,51273,41713,66496,41759,10875,10081,
净利润(万元),,26646,,30386,,20826,,30202,,23650,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,330,,782,,416,,667,,189,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1586,,3141,,1550,,2387,,1264,,,
无形资产摊销(万元),,139,,293,,138,,221,,149,,,
长期待摊费用摊销(万元),,856,,1364,,624,,760,,181,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-11,,7,,3,,57,,244,,,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,151,,379,,210,,383,,542,,,
投资损失(万元),,-225,,-569,,30,,-580,,-187,,,
递延所得税资产减少(万元),,-36,,-447,,-193,,-495,,-65,,,
递延所得税负债增加(万元),,,,,,0,,,,,,,
存货的减少(万元),,75426,,-15236,,62610,,8009,,-51002,,,
经营性应收项目的减少(万元),,-62610,,-15640,,14070,,1946,,-14420,,,
经营性应付项目的增加(万元),,2386,,59634,,-38270,,1133,,45849,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,-443,,-10,,9,,4562,,,
经营活动产生现金流量净额(万元),,44637,,63650,,62004,,44700,,10955,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),154455,116871,85270,81149,84527,95536,51273,41713,66496,41759,10875,10081,
现金的期初余额(万元),81680,81680,81149,41713,41801,41713,41713,41759,41759,10875,10081,3904,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),72775,35191,4120,39436,42726,53823,,-45,24738,30884,794,6176,

