报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),32210,17684,8108,44101,34166,22306,11314,44602,33110,19955,10217,45830,32493,40219,20911,43666,39408,33269,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),173,,,,265,,,165,165,144,,75,4,,,4,13,59,
收到的其他与经营活动有关的现金(万元),830,669,226,931,554,402,132,739,232,48,27,352,469,254,98,494,1414,274,
经营活动现金流入小计(万元),33213,18354,8334,45032,34985,22708,11446,45506,33507,20147,10243,46257,32966,40473,21009,44163,40834,33602,
购买商品、接受劳务支付的现金(万元),14157,7831,4988,30714,22308,14459,7643,28423,20214,11422,6057,27237,19216,24104,13513,27448,29118,23262,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3500,2371,1384,3521,2652,1789,890,3492,2620,1795,949,3130,2293,3027,1500,2715,2591,1974,
支付的各项税费(万元),2879,1653,1086,2153,1539,1029,942,3327,2589,1284,588,4696,3467,4310,2049,3921,2473,2298,
支付的其他与经营活动有关的现金(万元),4638,2335,1226,3592,2839,1805,938,3811,3080,2065,1083,4440,3574,3992,1910,3867,3153,2568,
经营活动现金流出小计(万元),25175,14190,8685,39980,29338,19082,10414,39053,28502,16565,8678,39503,28550,35433,18972,37951,37335,30101,
经营活动产生的现金流量净额(万元),8038,4164,-350,5052,5647,3626,1032,6453,5005,3582,1566,6755,4416,5040,2037,6212,3499,3501,
收回投资所收到的现金(万元),,,,,,,,,,,,,,2755,2732,150,,,
取得投资收益所收到的现金(万元),484,348,161,704,515,,,,,,,,,,,0,,3,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,14,,15,10,10,,4,,,,12,,2020,1504,507,3108,10,
