报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,2011-12-31,2010-12-31,2009-12-31,
销售商品、提供劳务收到的现金(万元),27391,6088,2018,30127,25888,23395,10843,34539,21837,17008,13810,13397,43887,43543,17300,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),1510,875,,,,,,43,43,37,43,,,,279,
收到的其他与经营活动有关的现金(万元),2765,1123,2541,300,28,8,5,125,610,647,210,345,742,119,8,
经营活动现金流入小计(万元),31666,8085,4559,30427,25915,23404,10848,34707,21940,17693,14063,13742,44629,43662,17588,
购买商品、接受劳务支付的现金(万元),23108,6718,4674,14101,12627,12515,8345,13279,10691,11043,10165,8617,30079,22695,10104,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3340,1830,1005,3876,3190,2254,1330,3226,2304,2209,1825,2247,3955,2768,1064,
支付的各项税费(万元),5492,3067,1249,9221,7360,5915,2798,6793,3761,2702,560,1457,4719,2754,1561,
支付的其他与经营活动有关的现金(万元),7626,1003,2631,3618,2462,669,610,1726,2018,984,817,849,2888,1610,1248,
经营活动现金流出小计(万元),39566,12618,9559,30815,25637,21353,13083,25024,18224,16938,13367,13169,41641,29827,13977,
经营活动产生的现金流量净额(万元),-7900,-4532,-5000,-389,278,2051,-2235,9683,3716,755,697,573,2988,13835,3611,
收回投资所收到的现金(万元),74522,21101,10920,44363,39611,31080,18270,22165,13855,5935,11040,6605,,,,
取得投资收益所收到的现金(万元),260,134,34,70,66,43,21,34,19,224,56,58,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,2,1,,,,,,,0,,2,,663,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,1800,200,,780,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),74786,21237,10955,44433,39677,31123,18291,22199,13874,7959,11296,6665,780,663,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),28887,5632,489,1266,1264,996,783,600,388,1040,935,1612,3984,1866,2236,
投资所支付的现金(万元),129522,81601,70920,44363,39611,31080,18270,21315,15135,5645,10820,6525,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,2000,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),158409,87233,71409,45629,40875,32076,19053,21915,15523,6685,11755,10137,3984,1866,2236,
投资活动产生的现金流量净额(万元),-83623,-65996,-60454,-1196,-1198,-954,-762,283,-1649,1274,-459,-3472,-3204,-1203,-2236,
吸收投资收到的现金(万元),,,,93844,,,,,,,,,,2370,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),17650,4300,,,,,,,,,,2000,,502,1630,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,250,,,,
筹资活动现金流入小计(万元),17650,4300,0,93844,0,0,0,0,0,0,0,2250,0,2872,1630,
偿还债务支付的现金(万元),2000,,,,,,,,,,,2000,,1832,2600,
分配股利、利润或偿付利息所支付的现金(万元),2187,,,5001,5001,4239,937,4063,4063,,,21,5713,3289,151,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,949,,3610,88,88,,142,117,,,330,,,,
筹资活动现金流出小计(万元),4187,949,0,8611,5089,4327,937,4204,4179,0,0,2351,5713,5121,2751,
筹资活动产生的现金流量净额(万元),13463,3351,0,85233,-5089,-4327,-937,-4204,-4179,0,0,-101,-5713,-2249,-1121,
汇率变动对现金及现金等价物的影响(万元),-0,-0,,-0,-0,-0,-0,-0,,0,0,0,-0,0,-0,
现金及现金等价物净增加额(万元),-78061,-67178,-65454,83648,-6010,-3230,-3934,5762,-2113,2029,238,-3000,-5929,10383,255,
加:期初现金及现金等价物余额(万元),91954,91954,91952,8306,8306,8306,8306,2544,2544,515,277,3277,11802,1419,1164,
期末现金及现金等价物余额(万元),13893,24776,26498,91954,2296,5075,4371,8306,431,2544,515,277,5873,11802,1419,
净利润(万元),,9557,,20081,,12046,,18937,,5117,1133,778,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,2422,,2427,,748,,1299,,292,150,471,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,706,,1484,,726,,1202,,1119,1022,757,,,,
无形资产摊销(万元),,55,,133,,66,,133,,133,133,133,,,,
长期待摊费用摊销(万元),,1,,,,,,3,,8,8,19,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,,,,,,,,1,,-1,,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,0,,0,,0,,0,,-0,-0,21,,,,
投资损失(万元),,-1223,,-70,,-43,,-34,,-87,-156,-96,,,,
