报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),23794,15828,8395,35499,25946,17701,9438,37248,29844,18141,9498,42564,33887,22523,11863,40204,30107,29663,31894,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),598,409,236,849,655,512,263,1129,1045,650,279,459,457,399,266,553,829,960,1793,
收到的其他与经营活动有关的现金(万元),855,375,196,956,707,389,355,630,486,399,321,738,694,483,141,868,419,1106,291,
经营活动现金流入小计(万元),25247,16611,8827,37304,27308,18603,10057,39007,31374,19189,10098,43761,35038,23404,12271,41626,31356,31729,33978,
购买商品、接受劳务支付的现金(万元),11817,8165,4587,19645,14078,9656,5244,19641,16438,10007,4958,20553,16550,10500,5622,20799,17837,16667,20226,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3739,2665,1665,4763,3509,2563,1608,4188,3168,2561,1619,4153,2988,2417,1575,3651,3345,3278,2782,
支付的各项税费(万元),1182,932,370,1490,1303,905,450,2441,1994,1451,468,2383,2260,1486,603,1604,1166,1030,1913,
支付的其他与经营活动有关的现金(万元),2018,1923,1001,3037,2593,1636,865,3127,1498,997,790,3132,1636,1629,773,2861,2732,2986,2966,
经营活动现金流出小计(万元),18756,13684,7622,28935,21484,14760,8167,29396,23098,15017,7835,30220,23434,16033,8573,28915,25080,23961,27887,
经营活动产生的现金流量净额(万元),6491,2927,1205,8370,5824,3842,1890,9611,8277,4172,2263,13541,11604,7371,3697,12711,6276,7768,6092,
收回投资所收到的现金(万元),39606,34568,6750,68602,49388,44038,16696,17600,,,,,,,,,,,,
取得投资收益所收到的现金(万元),985,876,61,,1097,1056,,,,,,15,15,,,66,64,93,11,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,577,570,570,,,,,,2,5,5,,339,200,22,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,300,
收到的其他与投资活动有关的现金(万元),,,-9,,1,,,75,,,,50,,,,430,180,390,230,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),40591,35444,6802,69179,51056,45665,16696,17674,0,0,0,67,19,5,0,835,445,505,541,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7720,5147,1763,4893,3854,3228,2802,1856,1343,805,664,1482,1820,1216,1021,3965,2466,5700,4925,
投资所支付的现金(万元),39220,33760,8300,69881,53281,45781,16807,50100,33000,30000,,,,,,,200,503,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,2,1,,,8,,,,,,,,,10,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),46940,38907,10063,74774,57137,49009,19608,51956,34350,30805,664,1482,1820,1216,1021,3965,2666,6213,4925,
投资活动产生的现金流量净额(万元),-6348,-3463,-3261,-5595,-6081,-3345,-2913,-34282,-34350,-30805,-664,-1415,-1801,-1212,-1021,-3130,-2222,-5708,-4384,
吸收投资收到的现金(万元),109,60,,,,,,38800,38800,38800,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),109,60,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),8500,3500,500,,,,,900,900,900,400,9304,6304,5965,1145,12361,18303,15261,15238,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,55,,,,,,,,,,,,,,,5960,
