报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),217558,145315,74101,282760,232581,161350,98514,294477,194458,123357,68356,148763,94041,27246,96365,56216,35083,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),17953,11871,6850,20823,16004,12974,6880,16269,13146,6935,5163,7244,4633,1468,5817,3076,1845,
收到的其他与经营活动有关的现金(万元),5865,4453,2341,9951,8584,3781,1863,3793,1992,1399,294,1951,715,284,1205,1033,1122,
经营活动现金流入小计(万元),241376,161639,83291,313533,257169,178105,107257,314539,209596,131691,73812,157958,99389,28998,103386,60325,38050,
购买商品、接受劳务支付的现金(万元),173679,108316,55322,169633,138348,97763,60054,158304,103117,59324,27488,93451,53308,15386,68453,38076,25160,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),34759,23596,12485,36656,26089,18400,11964,30243,20944,13083,6651,18476,12613,3912,11582,8210,4258,
支付的各项税费(万元),9914,7113,1698,20739,17353,13486,7215,20712,16393,10774,3608,6470,4331,1329,3206,1579,734,
支付的其他与经营活动有关的现金(万元),7693,4404,2489,12952,6698,4269,1358,11024,6096,3260,880,3859,2836,825,2480,1695,1431,
经营活动现金流出小计(万元),226046,143429,71994,239980,188488,133920,80592,220283,146549,86441,38627,122256,73088,21452,85722,49560,31583,
经营活动产生的现金流量净额(万元),15331,18210,11297,73554,68681,44186,26665,94256,63047,45250,35185,35702,26301,7546,17665,10765,6467,
收回投资所收到的现金(万元),,,,443,,,,,22,,,,84,,,,,
取得投资收益所收到的现金(万元),3399,2460,1273,5566,2779,1796,216,124,,14,,86,,46,162,110,22,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),79,78,117,69,,,,,87,,,50,34,3,340,1,135,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,586,560,,,,,
收到的其他与投资活动有关的现金(万元),54924,40504,,170,36500,36500,36500,238,226,100,,648,543,438,,2987,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),58402,43042,1389,6248,39279,38296,36716,362,335,114,0,1370,1222,486,502,3098,157,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),42756,28936,8732,20721,11037,7029,4834,14888,10460,4293,1763,9396,7890,513,4233,1037,1133,
投资所支付的现金(万元),3170,100,,3848,958,317,317,519,537,537,537,808,600,600,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),1417,75,,15482,,,,,,,,,,,,3176,,
支付的其他与投资活动有关的现金(万元),,,3500,128650,235300,190300,151300,36605,825,105,85,806,806,,543,,2682,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),47344,29111,12232,168701,247294,197646,156451,52012,11822,4935,2385,11010,9296,1113,4776,4213,3815,
投资活动产生的现金流量净额(万元),11058,13931,-10842,-162453,-208016,-159350,-119734,-51650,-11487,-4820,-2385,-9640,-8074,-627,-4274,-1115,-3659,
吸收投资收到的现金(万元),920,340,,170798,178047,168811,168751,614,306,189,189,411,387,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),340,340,,490,61,61,1,614,306,189,189,411,387,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,6098,898,938,13674,21999,17547,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),920,340,0,170798,178047,168811,168751,614,306,189,189,6509,1285,938,13674,21999,17547,
偿还债务支付的现金(万元),,,,,,,,5000,,,,4674,4474,3450,11481,26402,15921,
分配股利、利润或偿付利息所支付的现金(万元),46006,46006,,36413,36413,36413,,15695,15668,15612,14566,6428,5643,1749,3836,1315,2655,
其中：子公司支付给少数股东的股利、利润(万元),220,220,,,,,,58,58,58,58,21,,,,,,
支付其他与筹资活动有关的现金(万元),11912,8152,,1833,8933,8931,8688,,,,,,,,,,,
筹资活动现金流出小计(万元),57918,54158,0,38246,45346,45344,8688,20695,15668,15612,14566,11103,10117,5199,15317,27716,18576,
筹资活动产生的现金流量净额(万元),-56998,-53818,0,132553,132701,123467,160064,-20081,-15362,-15423,-14377,-4594,-8832,-4262,-1643,-5717,-1028,
