报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
销售商品、提供劳务收到的现金(万元),69427,38726,13039,86773,60140,36805,12407,89481,62460,39644,12816,75921,53866,32939,10066,73498,50850,72857,73883,60300,57892,43946,30019,21019,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,0,0,0,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
收到的其他与经营活动有关的现金(万元),4113,3610,901,5251,2286,1665,358,1861,1402,1000,432,1012,644,646,121,1217,714,1261,458,454,252,254,256,140,
经营活动现金流入小计(万元),73539,42336,13940,92024,62426,38471,12764,91342,63861,40644,13248,76933,54510,33584,10187,74715,51565,74119,74341,60753,58144,44200,30275,21159,
购买商品、接受劳务支付的现金(万元),39495,22607,10340,49395,34841,21221,10079,46608,31995,20214,8383,42443,27941,17596,8113,38187,27417,39847,37746,30645,33035,26262,17526,13841,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
支付给职工以及为职工支付的现金(万元),13511,8482,4167,15702,11532,7492,3461,14501,10721,6724,3469,12940,10692,6956,3363,13532,8787,14953,12417,9839,8389,6729,4156,2534,
支付的各项税费(万元),2711,2089,2127,4793,4346,2634,2449,4120,3205,2361,1977,5201,4169,3287,1836,4230,3064,5014,3045,3843,2919,2837,1588,997,
支付的其他与经营活动有关的现金(万元),6745,5844,2618,9551,4570,4178,1792,8061,5413,3587,1879,6628,4672,3151,2308,6657,5062,6728,6122,4995,3053,2750,2287,2143,
经营活动现金流出小计(万元),62462,39022,19252,79440,55290,35525,17781,73290,51335,32886,15708,67213,47473,30990,15621,62607,44329,66543,59330,49322,47396,38578,25557,19514,
经营活动产生的现金流量净额(万元),11078,3314,-5312,12584,7136,2945,-5017,18052,12527,7758,-2460,9720,7037,2594,-5434,12107,7235,7576,15011,11431,10748,5622,4718,1645,
收回投资所收到的现金(万元),,,,,395,395,30000,,17800,8800,,,,,,,,,,,,0,0,0,
取得投资收益所收到的现金(万元),858,570,,395,,,333,727,228,125,,,,,,,,,,,,0,0,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),256,251,36,2,0,0,,4,7,3,,235,232,223,170,226,44,3,7,10,20,8,2,2,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
收到的其他与投资活动有关的现金(万元),10000,10000,,35000,30000,30000,,48800,,0,,,,,,,,,,,,0,0,0,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
投资活动现金流入小计(万元),11114,10822,36,35397,30395,30395,30333,49531,18035,8928,0,235,232,223,170,226,44,3,7,10,20,8,2,2,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5689,4108,757,3996,1633,1165,716,5310,4413,2283,836,1825,1383,752,445,458,259,1374,2678,9612,6473,1963,654,782,
投资所支付的现金(万元),200,200,80,400,90,90,5000,80,46800,17800,,,,,,,,,,,,0,0,0,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,0,0,106,
支付的其他与投资活动有关的现金(万元),37000,10000,,20000,5000,5000,,73800,,0,,,,,,,,,,,,0,0,0,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
投资活动现金流出小计(万元),42889,14308,837,24396,6723,6255,5716,79190,51213,20083,836,1825,1383,752,445,458,259,1374,2678,9612,6473,1963,654,888,
投资活动产生的现金流量净额(万元),-31775,-3487,-801,11001,23672,24140,24617,-29660,-33178,-11155,-836,-1590,-1152,-529,-275,-232,-215,-1371,-2671,-9602,-6454,-1955,-652,-887,
吸收投资收到的现金(万元),,,,690,690,690,,870,,,,24236,,,,,,,,,,0,1456,0,
其中：子公司吸收少数股东投资收到的现金(万元),,,,690,,690,,870,,,,,,,,,,,,,,0,0,0,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
筹资活动现金流入小计(万元),0,0,0,690,690,690,0,870,0,0,0,24236,0,0,0,0,0,0,0,0,0,0,1456,0,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,0,0,871,
分配股利、利润或偿付利息所支付的现金(万元),2308,2133,,1600,1600,1600,,1665,1665,1665,,1450,1450,1450,,1500,1500,1500,1500,1500,,1000,0,31,
其中：子公司支付给少数股东的股利、利润(万元),175,,,,,,,,,,,,,,,,,,,,,0,0,0,
支付其他与筹资活动有关的现金(万元),,,,,,,,116,116,116,,643,120,50,,90,90,90,226,,,0,27,570,
筹资活动现金流出小计(万元),2308,2133,0,1600,1600,1600,0,1781,1781,1781,0,2093,1570,1500,0,1590,1590,1590,1726,1500,0,1000,27,1472,
筹资活动产生的现金流量净额(万元),-2308,-2133,0,-910,-910,-910,0,-911,-1781,-1781,0,22142,-1570,-1500,0,-1590,-1590,-1590,-1726,-1500,0,-1000,1429,-1472,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
现金及现金等价物净增加额(万元),-23006,-2306,-6114,22675,29898,26176,19600,-12518,-22432,-5177,-3296,30272,4315,565,-5709,10286,5430,4615,10614,330,4294,2667,5495,-713,
加:期初现金及现金等价物余额(万元),81247,81247,81247,58573,58573,58573,58573,71091,71091,71091,71091,40818,40818,40818,40818,30532,30532,25917,15304,14974,10680,8013,2518,3231,
期末现金及现金等价物余额(万元),58241,78941,75133,81247,88471,84748,78173,58573,48658,65913,67795,71091,45134,41384,35109,40818,35962,30532,25917,15304,14974,10680,8013,2518,
净利润(万元),,-141,,4837,,1085,,5193,,1076,,5058,1740,912,,4809,1797,5017,5079,,,0,0,0,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
资产减值准备(万元),,-118,,67,,-76,,64,,-37,,90,85,-30,,151,154,44,73,,,0,0,0,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,677,,1285,,649,,1088,,502,,1014,761,508,,961,719,865,619,,,0,0,0,
无形资产摊销(万元),,174,,298,,146,,255,,121,,241,180,120,,149,94,110,108,,,0,0,0,
长期待摊费用摊销(万元),,507,,750,,334,,766,,381,,857,686,415,,1021,744,1111,620,,,0,0,0,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
处置固定资产、无形资产和其他长期资产的损失(万元),,-32,,-0,,0,,8,,15,,-7,-7,-15,,-3,33,4,8,,,0,0,0,
固定资产报废损失(万元),,3,,1,,1,,12,,,,,,,,,,,,,,0,0,0,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
财务费用(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
投资损失(万元),,-459,,-310,,-357,,-719,,-125,,,,,,,,,,,,0,0,0,
递延所得税资产减少(万元),,-162,,-121,,16,,-117,,-98,,-185,-70,-24,,-130,-89,-184,-42,,,0,0,0,
递延所得税负债增加(万元),,-7,,55,,,,,,,,,,,,,,,,,,0,0,0,
存货的减少(万元),,-399,,-678,,-114,,-611,,-498,,225,455,270,,-241,37,239,-287,,,0,0,0,
经营性应收项目的减少(万元),,-185,,-426,,-361,,-361,,-504,,380,-432,-382,,358,-96,494,206,,,0,0,0,
经营性应付项目的增加(万元),,3412,,6318,,1436,,12661,,6925,,2368,3639,821,,5031,3841,-123,8627,,,0,0,0,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
其他(万元),,43,,509,,187,,-187,,,,-322,,,,,,,,,,0,0,0,
经营活动产生现金流量净额(万元),,3314,,12584,,2945,,18052,,7758,,9720,7037,2594,,12107,7235,7576,15011,,,0,0,0,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,0,0,0,
现金的期末余额(万元),58241,78941,75133,49247,88471,81748,78173,58573,48658,65913,67795,61291,45134,41384,35109,40818,35962,30532,25917,15304,14974,0,0,0,
现金的期初余额(万元),81247,49247,81247,58573,58573,58573,58573,61291,71091,61291,71091,40818,40818,40818,40818,30532,30532,25917,15304,14974,10680,0,0,0,
现金等价物的期末余额(万元),,,,32000,,3000,,,,,,9800,,,,,,,,,,0,0,0,
现金等价物的期初余额(万元),,32000,,,,,,9800,,9800,,,,,,,,,,,,0,0,0,
现金及现金等价物的净增加额(万元),-23006,-2306,-6114,22675,29898,26176,19600,-12518,-22432,-5177,-3296,30272,4315,565,-5709,10286,5430,4615,10614,330,4294,0,0,0,

