报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),87109,60124,32242,109886,69160,42332,25526,88175,56152,37668,21006,57913,47868,38657,28492,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,37,37,,0,,,,,,,,
收到的其他与经营活动有关的现金(万元),20647,6059,5422,10515,13898,5850,3964,9055,5281,3273,3227,4455,32687,36657,17014,
经营活动现金流入小计(万元),107755,66183,37664,120401,83094,48219,29489,97230,61434,40941,24233,62368,80555,75314,45506,
购买商品、接受劳务支付的现金(万元),38612,23891,19968,45398,28337,13956,16274,32888,23115,13540,12066,19509,9108,9004,5319,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),34560,23560,11361,42335,31380,19633,9428,32354,24610,17204,8121,25584,25271,20446,17660,
支付的各项税费(万元),9247,6297,2283,8468,7302,4827,1490,7217,5103,4302,1006,6096,3823,2327,1685,
支付的其他与经营活动有关的现金(万元),21257,5891,4034,8738,11787,4963,2734,7202,5414,2547,1509,4849,22332,38076,25079,
经营活动现金流出小计(万元),103677,59640,37646,104940,78806,43379,29925,79661,58243,37592,22700,56038,60535,69853,49743,
经营活动产生的现金流量净额(万元),4078,6543,18,15461,4288,4840,-436,17569,3191,3348,1533,6330,20020,5461,-4237,
收回投资所收到的现金(万元),51935,38400,1000,39350,,,,13545,13545,13500,13500,,450,615,277,
取得投资收益所收到的现金(万元),1940,1011,11,1616,,,,,274,274,274,652,47,52,44,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1163,1155,1123,28,17,17,,17,17,,,7,14,1,12,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,530,,,,,,,,,,,220,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),55039,40565,2133,41524,17,17,0,13562,13836,13774,13774,659,511,668,554,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2205,1711,1004,2487,2123,1419,781,5705,3037,1782,,276,218,129,239,
投资所支付的现金(万元),66150,54900,11000,78350,47000,47000,,,,,132,500,7466,5600,260,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),504,504,,7740,8192,8192,,1099,536,536,536,,,,,
支付的其他与投资活动有关的现金(万元),,,,500,,,,,,,,495,4,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),68859,57115,12004,89077,57315,56611,781,6803,3572,2317,668,1271,7687,5729,499,
投资活动产生的现金流量净额(万元),-13820,-16549,-9871,-47552,-57298,-56594,-781,6759,10263,11456,13106,-612,-7176,-5060,55,
吸收投资收到的现金(万元),145,22,22,30119,30119,30119,30119,,,,,10400,2282,,,
其中：子公司吸收少数股东投资收到的现金(万元),145,22,22,15,,,15,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),145,22,22,30119,30119,30119,30119,0,0,0,0,10400,2282,0,0,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),3095,774,,4390,3528,3528,,3263,3264,3264,464,575,10931,,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,6,,,
支付其他与筹资活动有关的现金(万元),,,,1566,1566,1566,1566,,,,,,,,,
筹资活动现金流出小计(万元),3095,774,0,5956,5094,5094,1566,3263,3264,3264,464,575,10931,0,0,
筹资活动产生的现金流量净额(万元),-2951,-752,22,24164,25025,25025,28554,-3263,-3264,-3264,-464,9825,-8649,0,0,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-12692,-10758,-9831,-7927,-27984,-26729,27337,21065,10190,11541,14175,15543,4195,401,-4182,
加:期初现金及现金等价物余额(万元),39590,39590,39590,47518,47518,47518,47518,26453,26453,26453,26453,10911,6715,6314,10496,
期末现金及现金等价物余额(万元),26898,28832,29759,39590,19533,20789,74855,47518,36643,37994,40628,26453,10911,6715,6314,
净利润(万元),,5995,,9587,,4320,,7537,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,764,,520,,408,,289,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,299,,512,,212,,366,,,,,,,,
无形资产摊销(万元),,13,,23,,14,,15,,,,,,,,
长期待摊费用摊销(万元),,338,,575,,273,,198,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,3,,-13,,-2,,0,,,,,,,,
固定资产报废损失(万元),,1,,,,-0,,2,,,,,,,,
公允价值变动损失(万元),,,,,,0,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,,,-30,,0,,,,,,,,,,
投资损失(万元),,-1590,,-1668,,-357,,,,,,,,,,
递延所得税资产减少(万元),,-304,,-245,,-155,,-446,,,,,,,,
递延所得税负债增加(万元),,,,,,0,,,,,,,,,,
存货的减少(万元),,-9,,57,,13,,-36,,,,,,,,
经营性应收项目的减少(万元),,-13718,,-5887,,4862,,-4964,,,,,,,,
经营性应付项目的增加(万元),,14946,,12029,,-4748,,14609,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,-195,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,6543,,15461,,4840,,17569,,,,,,,,
债务转为资本(万元),,,,,,0,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,0,,,,,,,,,,
融资租入固定资产(万元),,,,,,0,,,,,,,,,,
现金的期末余额(万元),26898,28832,29759,39590,19533,20789,74855,47518,36643,37994,40628,26453,10911,6715,6314,
现金的期初余额(万元),39590,39590,39590,47518,47518,47518,47518,26453,26453,26453,26453,10911,6715,6314,10496,
现金等价物的期末余额(万元),,,,,,0,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,0,,,,,,,,,,
现金及现金等价物的净增加额(万元),-12692,-10758,-9831,-7927,-27984,-26729,27337,21065,,11541,14175,15543,4195,401,-4182,

