报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),207024,134596,72981,256037,186515,116908,59273,223766,163449,106902,51345,184382,87125,41935,154139,135732,117553,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),12850,9977,6636,15956,12592,8294,4548,10739,7090,4294,1744,7673,4142,2190,8134,7095,6967,
收到的其他与经营活动有关的现金(万元),6331,4507,928,6145,9101,4191,1336,4782,4394,1383,589,3353,2818,157,8411,7175,2494,
经营活动现金流入小计(万元),226205,149079,80546,278138,208208,129393,65156,239287,174933,112579,53679,195408,94086,44281,170684,150002,127015,
购买商品、接受劳务支付的现金(万元),98619,66581,35693,148972,110452,73043,34470,110234,79049,51653,25884,80242,33421,20624,77982,69298,56161,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),36189,24954,12851,47670,36480,24431,12578,34672,25348,17167,9053,27466,13231,6662,20766,16118,13978,
支付的各项税费(万元),6495,3512,8173,18208,13001,10612,5040,20546,15596,10524,5790,19999,10055,4204,18507,14751,12388,
支付的其他与经营活动有关的现金(万元),9413,5785,3509,16465,11855,7982,3574,11781,9194,6493,3106,12502,9161,3567,11555,14775,14262,
经营活动现金流出小计(万元),150717,100831,60226,231315,171788,116068,55661,177233,129187,85837,43832,140209,65869,35057,128811,114942,96789,
经营活动产生的现金流量净额(万元),75489,48248,20320,46822,36420,13325,9495,62054,45746,26741,9847,55199,28217,9224,41873,35060,30225,
收回投资所收到的现金(万元),136992,129959,46050,167970,97500,93550,1050,,,2769,3846,,2454,,15912,,,
取得投资收益所收到的现金(万元),2507,1417,506,3642,2372,2169,43,94,86,73,16,102,78,45,809,1019,105,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,15,,504,181,144,43,100,136,111,18,64,28,12,103,186,193,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),139514,131391,46556,172115,100053,95864,1137,194,221,2954,3880,166,2560,57,16824,1204,299,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),25602,19719,12751,65573,46895,31454,15883,50443,36416,21798,9378,46267,20991,11394,25309,20357,17483,
投资所支付的现金(万元),117521,99277,47599,138403,77706,76078,,88563,144,,,509,,4602,,7190,9600,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,40,,,,,,,,,,,,,1171,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,107,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),143124,118996,60350,204016,124601,107532,15883,139006,36560,21798,9378,46776,20991,15996,25417,27547,28254,
投资活动产生的现金流量净额(万元),-3610,12395,-13794,-31901,-24548,-11668,-14746,-138812,-36339,-18845,-5499,-46610,-18431,-15939,-8592,-26343,-27955,
吸收投资收到的现金(万元),4110,3657,,4132,3922,60,,152265,38,14,14,19558,18645,17952,19005,914,11956,
其中：子公司吸收少数股东投资收到的现金(万元),,,,1168,1138,60,,63,38,14,14,1606,693,,2239,914,996,
取得借款收到的现金(万元),19575,11254,11107,6000,6000,6000,6000,1946,1977,,,,,,14445,15115,10982,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,200,125,2169,,,,309,,,3214,1348,,
筹资活动现金流入小计(万元),23686,14911,11107,10132,9922,6260,6125,156380,2015,14,14,19867,18645,17952,36665,17377,22938,
偿还债务支付的现金(万元),11254,11254,,7297,7331,,,649,,,,,,,24313,15336,5127,
分配股利、利润或偿付利息所支付的现金(万元),21079,20466,760,20293,20103,19977,714,18116,18105,18105,425,7387,315,315,25555,20067,14064,
其中：子公司支付给少数股东的股利、利润(万元),1250,760,760,697,697,697,697,425,425,425,425,315,315,315,7119,3216,3898,
支付其他与筹资活动有关的现金(万元),,,,1220,1220,1106,1106,12145,,,,1950,1950,1950,9086,115,,
筹资活动现金流出小计(万元),32333,31720,760,28810,28655,21083,1820,30910,18105,18105,425,9337,2265,2265,58954,35518,19192,
筹资活动产生的现金流量净额(万元),-8647,-16809,10347,-18678,-18733,-14822,4305,125470,-16090,-18091,-411,10530,16380,15687,-22289,-18140,3746,
汇率变动对现金及现金等价物的影响(万元),65,-213,-883,1351,3030,226,-1275,-1718,-714,-211,98,3104,1415,321,1506,-159,-451,
现金及现金等价物净增加额(万元),63297,43622,15991,-2406,-3830,-12939,-2221,46993,-7397,-10405,4035,22223,27581,9293,12498,-9583,5565,
加:期初现金及现金等价物余额(万元),93004,93004,93004,95411,95411,95411,95411,48417,48417,48417,48417,26194,26194,26194,13697,23279,17714,
期末现金及现金等价物余额(万元),156301,136627,108995,93004,91581,82472,93189,95411,41020,38012,52453,48417,53775,35487,26194,13697,23279,
净利润(万元),,20835,,47466,,23742,,47443,,22910,,48656,23678,10466,35729,31076,28488,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-77,,466,,219,,613,,212,,664,199,156,410,137,271,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,12130,,19113,,8684,,13555,,6378,,11060,5020,2480,8487,6129,4646,
无形资产摊销(万元),,305,,576,,283,,529,,258,,419,174,84,214,179,162,
长期待摊费用摊销(万元),,4090,,8296,,2507,,5408,,2261,,5234,2362,1138,3682,1759,1283,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,45,,-1,,,,-4,,11,-1,7,318,210,78,
固定资产报废损失(万元),,136,,179,,12,,42,,,,,,,,,,
公允价值变动损失(万元),,183,,-26,,-733,,885,,1197,,-706,-45,7,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,175,,-402,,361,,1230,,-126,,-2236,-1217,-363,-122,483,472,
投资损失(万元),,-1597,,-3578,,-2020,,-538,,-73,,-102,-78,-45,-814,-1019,-105,
递延所得税资产减少(万元),,-99,,1152,,-265,,-1699,,-662,,-1156,-387,-189,-906,-715,-630,
递延所得税负债增加(万元),,3116,,3876,,,,,,,,,,,,,,
存货的减少(万元),,5634,,-11881,,-3476,,-4660,,-477,,-7135,-3969,74,-3499,-2655,-2349,
经营性应收项目的减少(万元),,4128,,-25319,,-8020,,-22476,,-6994,,-19519,-10606,-5441,-5996,-8369,-11865,
经营性应付项目的增加(万元),,-1335,,6403,,-7458,,22388,,2180,,20581,13371,991,4190,7752,9559,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,
其他(万元),,672,,457,,-509,,-668,,-318,,-571,-282,-141,181,92,215,
经营活动产生现金流量净额(万元),,48248,,46822,,13325,,62054,,26741,,55199,28217,9224,41873,35060,30225,
债务转为资本(万元),,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,
现金的期末余额(万元),156301,136627,108995,93004,91581,82472,93189,95411,41020,38012,52453,48417,53775,35487,26194,13697,23279,
现金的期初余额(万元),93004,93004,93004,95411,95411,95411,95411,48417,48417,48417,48417,26194,26194,26194,13697,23279,17714,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),63297,43622,15991,-2406,-3830,-12939,-2221,46993,-7397,-10405,4035,22223,27581,9293,12498,-9583,5565,

