报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),100243,56641,27301,92969,76985,48034,23347,79961,61282,38983,18179,60199,41942,25132,13461,52827,38147,41962,32561,31282,27331,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),6162,3837,2370,2325,2113,1353,378,934,346,,,,,,,,2,353,279,226,420,
收到的其他与经营活动有关的现金(万元),6947,6581,1954,3424,3307,2618,387,3065,818,404,79,1023,883,514,199,506,286,221,238,499,456,
经营活动现金流入小计(万元),113351,67059,31625,98718,82405,52005,24113,83960,62445,39387,18258,61222,42826,25646,13659,53333,38435,42536,33077,32007,28207,
购买商品、接受劳务支付的现金(万元),85246,51891,22525,62311,50273,34684,20967,56561,42098,28937,12201,42876,32978,18002,10134,35957,25218,31992,24149,26465,22909,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13267,8972,5586,16906,11197,7660,4423,10553,6665,4780,2725,7053,5196,3525,1577,4446,3754,3283,2755,1479,1386,
支付的各项税费(万元),9479,6503,2451,6562,4201,2687,649,4360,4210,2594,589,2847,2648,1878,737,2081,1448,1206,1500,729,932,
支付的其他与经营活动有关的现金(万元),7192,6194,2936,9438,10015,5634,2172,9346,7139,4439,1798,6047,1615,1222,722,2777,1005,2650,2904,2224,1314,
经营活动现金流出小计(万元),115185,73560,33498,95217,75686,50665,28210,80820,60112,40749,17313,58823,42437,24627,13169,45261,31426,39131,31308,30898,26541,
经营活动产生的现金流量净额(万元),-1833,-6501,-1873,3500,6719,1340,-4098,3140,2333,-1363,944,2400,389,1019,490,8072,7009,3405,1769,1109,1666,
收回投资所收到的现金(万元),,,,64000,15000,13000,,,,,,,,,,,,,,,326,
取得投资收益所收到的现金(万元),29,,,699,580,400,122,353,,,,,,,,,,,,1000,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,,,2,2,2,2,,,,,,,,,,,,,6,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),4675,,,,,,,,,,,,,,,,,817,229,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),4705,0,0,64701,15581,13402,124,353,0,0,0,0,0,0,0,0,0,817,229,1006,326,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),26033,17677,8817,15967,7534,4226,2503,15789,9238,3828,3074,2572,3760,2232,575,1018,869,3076,3281,5891,4641,
投资所支付的现金(万元),,,,54308,5000,5000,5000,10000,806,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,1768,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),26033,17677,8817,70275,12534,9226,7503,27557,10044,3828,3074,2572,3760,2232,575,1018,869,3076,3281,5891,4641,
投资活动产生的现金流量净额(万元),-21328,-17677,-8817,-5575,3047,4176,-7379,-27204,-10044,-3828,-3074,-2572,-3760,-2232,-575,-1018,-869,-2259,-3053,-4886,-4315,
吸收投资收到的现金(万元),,,,,,,,27540,28470,28470,28470,,,,,,,73,0,3968,5000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,73,0,,,
取得借款收到的现金(万元),68976,46733,12776,52298,26559,21104,9430,42338,24181,15160,9803,27353,23916,17693,7616,11941,8700,13869,13850,12378,5801,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,3,1341,219,,,,,,,,,,,750,478,
筹资活动现金流入小计(万元),68976,46733,12776,52298,26559,21104,9433,71218,52869,43630,38273,27353,23916,17693,7616,11941,8700,13943,13850,17096,11279,
偿还债务支付的现金(万元),37792,21676,7189,35764,25831,10532,2945,31023,18118,15978,8156,25034,20482,14122,7004,13329,9253,16113,10648,7430,5017,
分配股利、利润或偿付利息所支付的现金(万元),5200,4129,382,4100,3200,2503,269,1671,1539,1433,111,673,415,295,104,650,544,610,652,1412,2019,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,262,262,262,262,2101,1308,1047,1046,,,,,,,0,85,2278,1450,
筹资活动现金流出小计(万元),42992,25806,7571,40126,29294,13298,3477,34795,20964,18458,9314,25707,20897,14417,7107,13979,9797,16723,11386,11120,8485,
筹资活动产生的现金流量净额(万元),25985,20927,5205,12172,-2735,7806,5956,36423,31905,25172,28959,1646,3019,3276,509,-2038,-1097,-2780,2464,5977,2794,
汇率变动对现金及现金等价物的影响(万元),271,-34,-169,213,359,-11,-304,-770,-322,-160,-30,462,217,115,-32,242,208,-62,-253,-33,-39,
现金及现金等价物净增加额(万元),3095,-3285,-5654,10311,7390,13311,-5825,11588,23872,19821,26799,1936,-135,2178,392,5257,5251,-1696,928,2167,106,
加:期初现金及现金等价物余额(万元),32921,32921,32921,22610,22610,22610,22610,11022,11022,11022,11022,9085,9085,9085,9085,3828,3828,5524,4597,2429,2323,
期末现金及现金等价物余额(万元),36016,29636,27267,32921,30000,35921,16785,22610,34894,30843,37821,11022,8950,11264,9477,9085,9079,3828,5524,4597,2429,
净利润(万元),,12647,,19607,,8768,,12832,,5780,,9064,7334,4889,,7357,5691,4502,3963,3492,1942,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
