报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),28987044,19223722,10507929,41423021,27844224,17191545,10659283,32263254,21016854,14345783,7758078,27276498,27589084,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),264987,178918,116201,525054,337842,262940,200256,229319,162679,61325,40664,250132,145760,
收到的其他与经营活动有关的现金(万元),119433,111092,33714,153140,64963,23269,13722,71182,33493,12703,9076,52943,51193,
经营活动现金流入小计(万元),29371464,19513731,10657843,42101215,28247029,17477754,10873261,32563755,21213026,14419811,7807818,27579573,27786036,
购买商品、接受劳务支付的现金(万元),27181633,18258095,9126003,36769568,25287153,15045706,8381189,28364513,18829685,12266494,6055069,22414516,23907510,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),1334282,891277,606155,2124734,1336009,909771,513495,2203227,1389853,982033,574993,1935299,1974801,
支付的各项税费(万元),319356,266586,125810,277795,243028,133408,71690,494489,424407,248233,110276,497734,408419,
支付的其他与经营活动有关的现金(万元),252278,222516,417864,728559,495069,199772,104308,650146,451792,218382,139029,636249,637402,
经营活动现金流出小计(万元),29087548,19638473,10275832,39900656,27361259,16288658,9070683,31712374,21095737,13715143,6879367,25483798,26928132,
经营活动产生的现金流量净额(万元),283916,-124742,382012,2200559,885770,1189096,1802579,851381,117289,704668,928451,2095775,857905,
收回投资所收到的现金(万元),,,,70000,70000,70000,70000,375000,78000,72000,60000,270000,157000,
取得投资收益所收到的现金(万元),553,553,21473,14255,652,381,498,1316,539,527,41,1585,1454,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),65941,14927,15842,99555,79947,77342,71336,16580,21982,35804,21977,21401,99042,
处置子公司及其他营业单位收到的现金净额(万元),,,,130819,130819,130819,130819,,,,,1366,,
收到的其他与投资活动有关的现金(万元),430,430,1600,20870,3744,3783,2995,12638,7450,6335,4985,120922,182600,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),66923,15909,38915,335498,285162,282324,275649,405534,107971,114666,87003,415274,440096,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),177566,146137,118098,368049,356167,295250,163399,93566,156564,174764,130381,317630,285516,
投资所支付的现金(万元),13869,12938,30,85104,42905,2660,,400000,118000,27000,21000,318896,157994,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,12198,,18035,17889,16708,12852,300,300,300,,2386,
支付的其他与投资活动有关的现金(万元),450,450,,19169,11602,17572,,135822,81191,11205,88738,12703,197627,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),191886,159525,131307,472322,428709,333370,180107,642240,356055,213269,240420,649229,643523,
投资活动产生的现金流量净额(万元),-124962,-143616,-92392,-136823,-143547,-51046,95542,-236706,-248084,-98602,-153416,-233956,-203427,
吸收投资收到的现金(万元),96064,89958,,2678066,2678066,2678066,,223392,193365,73778,13778,90520,146960,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,131621,131621,60000,,17531,2000,
取得借款收到的现金(万元),6550750,3028937,1392800,6024627,4377748,3494071,1708803,2654555,1862748,1100293,367518,1400013,1652984,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),213308,213308,205896,524362,47838,43302,42595,180756,824328,40000,40000,210040,419493,
筹资活动现金流入小计(万元),6860122,3332203,1598696,9227055,7103651,6215438,1751398,3058702,2880441,1214071,421296,1700573,2219437,
偿还债务支付的现金(万元),6379399,3068278,1851520,4444433,2629267,2054985,1071564,1996089,1503388,760202,342566,1346901,1761862,
分配股利、利润或偿付利息所支付的现金(万元),312371,296709,111,69830,37200,23597,14237,195791,171795,165078,4420,36808,40087,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),375698,174335,362672,2224323,1310577,1680495,1543331,508233,206540,664230,705213,2564398,878286,
筹资活动现金流出小计(万元),7067468,3539322,2214302,6738586,3977044,3759077,2629132,2700113,1881722,1589511,1052199,3948107,2680235,
筹资活动产生的现金流量净额(万元),-207346,-207119,-615606,2488469,3126607,2456361,-877734,358590,998718,-375440,-630903,-2247534,-460798,
汇率变动对现金及现金等价物的影响(万元),21352,161,24405,42597,45752,6774,-36173,-38428,-21270,-4331,-12469,30101,29982,
现金及现金等价物净增加额(万元),-27041,-475316,-301582,4594801,3914583,3601185,984213,934837,846654,226295,131663,-355614,223662,
加:期初现金及现金等价物余额(万元),6013327,6013327,6013327,1418526,1418526,1418526,1418526,483689,550262,483689,483689,839303,615642,
期末现金及现金等价物余额(万元),5986286,5538011,5711745,6013327,5333109,5019711,2402739,1418526,1396915,709984,615352,483689,839303,
净利润(万元),,547746,,1690756,,544638,,1621993,,528658,,1439018,1435011,
