报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),103968,69996,35342,154017,106312,66706,40424,141872,96516,58695,29493,113456,83492,107606,92634,97535,82766,
客户存款和同业存放款项净增加额(万元),,,,,0,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,0,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,0,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,0,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,0,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,0,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,0,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,0,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,0,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,0,,,,,,,,,,,,,
收到的税费返还(万元),16,16,16,,0,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),8128,4250,2098,6586,9881,4911,3240,7865,4729,4680,1778,6054,7650,4643,4222,6958,7094,
经营活动现金流入小计(万元),112111,74261,37456,160602,116194,71617,43664,149737,101244,63375,31272,119510,91142,112249,96856,104493,89859,
购买商品、接受劳务支付的现金(万元),84949,52863,22616,123088,95996,66906,38424,133402,89911,47552,23991,78522,58781,70087,72788,72027,82381,
客户贷款及垫款净增加额(万元),,,,,0,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,0,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,0,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,0,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,0,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7930,5389,2191,9823,7098,5104,1822,7721,8105,4565,1463,7051,5434,6198,6650,6962,4364,
支付的各项税费(万元),9598,8759,3644,6790,4481,2841,1546,9625,6481,3356,2567,5863,4842,13373,8535,11538,7962,
支付的其他与经营活动有关的现金(万元),15248,10491,5440,14022,14566,8129,8154,14055,8240,6879,638,11777,3333,11506,10696,13009,15975,
经营活动现金流出小计(万元),117726,77502,33891,153723,122142,82979,49947,164804,112737,62353,28660,103213,72390,101164,98669,103537,110682,
经营活动产生的现金流量净额(万元),-5615,-3241,3565,6879,-5949,-11363,-6283,-15067,-11493,1022,2612,16297,18751,11085,-1813,956,-20822,
收回投资所收到的现金(万元),,,,,0,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),349,333,152,722,552,336,270,58,51,42,180,122,,23,5,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),183,167,167,79,32,18,18,,,,6,54,280,32,214,2,3,
处置子公司及其他营业单位收到的现金净额(万元),,,,,0,,,888,888,888,,,,,,,,
收到的其他与投资活动有关的现金(万元),33500,28500,10000,48000,37000,27000,,36170,33270,26270,10,105356,,38886,8000,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),34032,29000,10319,48801,37584,27354,288,37116,34209,27200,195,105532,280,38941,8219,2,3,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2944,2257,1433,7066,5203,4252,2727,3219,1228,429,2,599,-70,174,1941,7323,3886,
投资所支付的现金(万元),285,285,285,,0,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,0,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,0,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),30500,22000,7500,34500,23000,17000,,57170,29270,22270,,109356,300,39886,8000,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),33730,24542,9219,41566,28203,21252,2727,60389,30498,22699,2,109955,230,40060,9941,7323,3886,
投资活动产生的现金流量净额(万元),302,4458,1101,7235,9381,6103,-2439,-23273,3711,4501,194,-4423,49,-1119,-1722,-7321,-3883,
吸收投资收到的现金(万元),,,,,0,,,50095,,,,490,490,,,1444,2000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,0,,,,,,,490,490,,,,,
取得借款收到的现金(万元),10700,10700,1700,13600,13600,8580,,18348,18348,10108,1000,13950,8396,28872,41540,33460,27813,
发行债券收到的现金(万元),,,,,0,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),15,15,,51,0,,,,,,,2937,2801,7168,5956,6538,1158,
筹资活动现金流入小计(万元),10715,10715,1700,13651,13600,8580,0,68443,18348,10108,1000,17377,11687,36040,47496,41442,30971,
偿还债务支付的现金(万元),16600,7600,4100,15581,9000,6000,223,17532,8682,5480,2080,26267,22597,33989,41837,31157,5045,
分配股利、利润或偿付利息所支付的现金(万元),4704,4682,74,4155,3979,1401,98,1304,1579,1466,324,1378,6415,2285,2082,2096,613,
其中：子公司支付给少数股东的股利、利润(万元),,,,,0,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),26,,,51,419,315,290,3490,2266,2050,,3539,2636,5323,2111,1958,200,
筹资活动现金流出小计(万元),21330,12282,4174,19788,13399,7716,611,22326,12527,8996,2404,31184,31648,41597,46030,35211,5859,
筹资活动产生的现金流量净额(万元),-10615,-1567,-2474,-6136,201,864,-611,46117,5821,1112,-1404,-13807,-19961,-5557,1465,6231,25113,
汇率变动对现金及现金等价物的影响(万元),,,,,0,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-15928,-350,2191,7977,3634,-4396,-9333,7777,-1960,6634,1402,-1933,-1160,4409,-2069,-134,408,
加:期初现金及现金等价物余额(万元),19468,19468,19492,11491,11491,11491,11491,3714,3714,3714,3714,5647,5647,1238,3307,3441,3033,
期末现金及现金等价物余额(万元),3540,19118,21683,19468,15125,7095,2158,11491,1754,10349,5116,3714,4487,5647,1238,3307,3441,
净利润(万元),,9627,,15449,,7965,,12154,,7456,,9735,,10011,8757,13962,10228,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,590,,-1364,,-591,,90,,-201,,3227,,2372,1638,855,1612,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1476,,2575,,1186,,2396,,1205,,2402,,2819,2101,1423,1230,
无形资产摊销(万元),,115,,198,,99,,209,,99,,209,,205,189,130,41,
长期待摊费用摊销(万元),,0,,,,,,,,,,,,1,18,11,1,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-34,,38,,1,,-26,,,,79,,-60,198,492,6,
固定资产报废损失(万元),,52,,,,,,6,,,,,,,,,,
公允价值变动损失(万元),,0,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,92,,504,,87,,508,,174,,859,,2183,2352,1773,824,
