报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),216881,126413,72787,331069,220265,128911,66793,238648,142932,83954,36794,196420,71483,149518,109783,115108,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),15105,9383,5344,16333,18606,12154,3407,10845,7829,5393,1965,16605,7163,17738,12068,10751,
经营活动现金流入小计(万元),231986,135796,78132,347402,238871,141065,70200,249493,150762,89347,38759,213025,78646,167256,121851,125858,
购买商品、接受劳务支付的现金(万元),158577,101810,52381,194304,175354,129234,77818,150587,121634,81304,48550,128635,62390,86735,65281,54272,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),34190,27308,18281,86106,61461,40164,23742,70389,52640,34238,20266,48575,23258,34886,28845,48628,
支付的各项税费(万元),13768,12944,9046,13975,12452,11170,6779,13853,10798,8128,2756,12959,7124,8256,5170,6595,
支付的其他与经营活动有关的现金(万元),49498,24006,18512,35924,39254,21290,1534,33471,19447,12936,6505,30562,15243,23420,15626,15091,
经营活动现金流出小计(万元),256033,166068,98221,330309,288522,201859,109872,268300,204520,136607,78078,220731,108014,153297,114921,124586,
经营活动产生的现金流量净额(万元),-24047,-30272,-20090,17093,-49651,-60794,-39672,-18808,-53758,-47259,-39319,-7706,-29368,13959,6930,1273,
收回投资所收到的现金(万元),,,64350,,,,,,0,0,,,,518,,,
