报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),79349,44247,16533,57621,41950,26452,11936,56632,42416,37065,10478,4503,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),6572,3743,1358,4922,3504,1726,833,5373,4177,1747,620,143,
收到的其他与经营活动有关的现金(万元),1686,1185,603,1227,1109,403,37,146,94,192,359,176,
经营活动现金流入小计(万元),87607,49175,18495,63770,46563,28582,12806,62151,46687,39003,11457,4822,
购买商品、接受劳务支付的现金(万元),68516,30928,9358,36597,29696,14454,4751,35405,27569,19334,6263,2325,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5447,3632,2173,5237,3833,2718,1647,3846,2881,3377,2211,1462,
支付的各项税费(万元),1973,906,451,2147,1282,882,387,2811,2043,291,9,17,
支付的其他与经营活动有关的现金(万元),3632,2693,1595,6361,4620,3113,1637,7232,5536,6551,2033,1087,
经营活动现金流出小计(万元),79569,38159,13577,50342,39431,21167,8421,49294,38028,29552,10516,4891,
经营活动产生的现金流量净额(万元),8038,11016,4918,13428,7132,7415,4384,12857,8659,9451,941,-69,
收回投资所收到的现金(万元),18503,8167,4718,5194,5215,3808,,,,,,,
取得投资收益所收到的现金(万元),52,40,28,11,12,3,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,0,0,0,,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,319,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),18555,8208,4745,5205,5227,3812,0,0,0,320,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),5215,2290,177,2877,2682,1655,418,1574,1166,453,121,93,
投资所支付的现金(万元),62113,6784,3424,6566,5173,3808,,2438,866,14,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,150,150,1119,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),67328,9074,3601,9443,7856,5463,418,4162,2182,1587,121,93,
投资活动产生的现金流量净额(万元),-48773,-867,1144,-4238,-2629,-1652,-418,-4162,-2182,-1267,-121,-93,
吸收投资收到的现金(万元),84093,84093,,,,,,0,,111,200,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,0,,,,,
取得借款收到的现金(万元),,,,,,,,300,300,700,900,550,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,500,,
筹资活动现金流入小计(万元),84093,84093,0,0,0,0,0,300,300,811,1600,550,
偿还债务支付的现金(万元),,,,,,,,1000,1000,900,550,,
分配股利、利润或偿付利息所支付的现金(万元),7345,,,,,,,11,11,542,55,1,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1049,669,52,359,359,201,89,130,,1286,500,,
筹资活动现金流出小计(万元),8394,669,52,359,359,201,89,1141,1011,2729,1105,1,
筹资活动产生的现金流量净额(万元),75699,83424,-52,-359,-359,-201,-89,-841,-711,-1918,495,549,
汇率变动对现金及现金等价物的影响(万元),320,-240,-490,1004,1127,325,-737,-503,-336,227,93,-5,
现金及现金等价物净增加额(万元),35285,93333,5521,9835,5272,5886,3140,7352,5430,6493,1407,383,
加:期初现金及现金等价物余额(万元),26543,26543,26543,16708,16708,16708,16708,9357,9357,2864,1457,1074,
期末现金及现金等价物余额(万元),61828,119877,32064,26543,21980,22594,19848,16708,14787,9357,2864,1457,
净利润(万元),,15165,4120,16038,,6880,,16945,,8416,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,1399,757,898,,429,,1864,,529,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,707,295,714,,248,,276,,124,,,
无形资产摊销(万元),,30,15,58,,28,,9,,4,,,
长期待摊费用摊销(万元),,35,17,62,,27,,24,,5,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,,,,
固定资产报废损失(万元),,,,1,,0,,11,,7,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,-242,384,-700,,-235,,826,,-276,,,
投资损失(万元),,-16,-27,28,,12,,,,,,,
递延所得税资产减少(万元),,-111,-125,-72,,-31,,90,,-203,,,
递延所得税负债增加(万元),,294,111,238,,80,,104,,279,,,
存货的减少(万元),,-5283,-787,-5446,,-503,,-3888,,-3700,,,
经营性应收项目的减少(万元),,-7574,-1139,54,,1,,-2484,,-1692,,,
经营性应付项目的增加(万元),,6612,1180,1555,,477,,-920,,2689,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,3269,,,
经营活动产生现金流量净额(万元),,11016,4918,13428,,7415,,12857,,9451,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),61828,119877,32064,26543,21980,22594,19848,16708,14787,9357,2864,1457,
现金的期初余额(万元),26543,26543,26543,16708,16708,16708,16708,9357,9357,2864,1457,1074,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),35285,93333,5521,9835,5272,5886,3140,7352,5430,6493,1407,383,

