报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),447513,304195,166821,762332,609627,370218,156822,514168,364702,236137,102117,324053,263655,153185,289782,123358,251823,161411,97092,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1655,378,52,616,506,502,448,516,511,293,,793,604,604,692,4,673,358,416,
收到的其他与经营活动有关的现金(万元),18265,12815,13182,23178,34250,15484,9472,17498,11470,12033,4192,36072,31761,33767,13969,10110,15294,11582,12174,
经营活动现金流入小计(万元),467433,317387,180054,786126,644384,386204,166742,532182,376684,248463,106309,360917,296020,187555,304443,133472,267790,173351,109683,
购买商品、接受劳务支付的现金(万元),224903,138917,93937,397573,305643,186557,117475,176229,114520,78083,36632,151472,150663,84961,96736,52281,109405,101124,68807,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),56632,39087,19022,74690,50092,32776,14929,45440,30301,19467,10390,32970,21752,16025,29306,12742,23174,21344,13609,
