报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),120860,75480,30211,172137,109565,64793,22913,91752,53699,25920,6964,39868,20808,11476,5334,44116,24176,25463,20924,11795,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,1595,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),7575,4794,2153,7417,3553,2235,567,9949,9086,2099,1216,3897,3733,2323,700,14058,5522,7994,6248,8692,
经营活动现金流入小计(万元),128435,80274,32364,179554,113117,67028,23480,101700,64379,28019,8181,43765,24541,13799,6034,58174,29697,33457,27171,20487,
购买商品、接受劳务支付的现金(万元),11473,7036,3515,19860,14092,8991,3709,15298,10874,7667,3286,9809,6677,3970,1481,6401,4696,5678,7742,4765,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),15967,10927,6165,15829,11549,7896,4145,10878,8048,5449,2744,8400,6418,4493,2363,7578,5482,7198,6615,5575,
支付的各项税费(万元),12106,8231,3886,16305,13681,8975,2079,6725,5606,3707,840,4040,3232,2079,581,2792,2161,1723,1916,2157,
支付的其他与经营活动有关的现金(万元),62069,41614,19897,93913,57919,33753,13547,53401,36686,16132,6145,13684,7149,3861,2699,13618,5046,7652,8260,7465,
经营活动现金流出小计(万元),101616,67807,33463,145906,97240,59614,23481,86302,61215,32955,13016,35933,23476,14402,7125,30388,17386,22251,24533,19962,
经营活动产生的现金流量净额(万元),26820,12467,-1099,33648,15878,7414,-1,15398,3165,-4936,-4835,7832,1065,-603,-1091,27785,12311,11206,2638,525,
收回投资所收到的现金(万元),,0,,10000,,8600,,,,2680,180,,,2000,,,,350,,,
取得投资收益所收到的现金(万元),527,380,134,677,475,293,118,188,71,64,19,77,46,36,14,268,205,151,144,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),24,2,2,79,65,0,,3,2,2,1,,,,,3,3,0,,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),551,382,136,10756,540,8893,118,191,73,2747,200,77,46,2036,14,272,208,501,144,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),28049,22419,16722,34370,26017,15792,7158,18964,13716,8334,4221,17163,13916,8622,4973,11867,9822,8935,12989,6874,
投资所支付的现金(万元),22800,2000,10400,,3300,,,7320,7320,,,680,3580,,200,900,5400,,1450,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),50849,24419,27122,34370,29317,15792,7158,26284,21036,8334,4221,17843,17496,8622,5173,12767,15222,8935,14439,6874,
投资活动产生的现金流量净额(万元),-50297,-24037,-26987,-23614,-28776,-6900,-7040,-26093,-20962,-5587,-4021,-17767,-17450,-6586,-5158,-12496,-15014,-8434,-14296,-6874,
吸收投资收到的现金(万元),,0,,4952,4952,4952,4166,25944,25944,11918,11918,,,,,,,18000,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),2000,2000,2000,7672,42552,42552,36552,6507,6507,5265,,20410,20410,16118,2017,8128,7246,13743,10215,31990,
发行债券收到的现金(万元),,0,,34880,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),1259,1259,853,22,1536,1285,337,943,486,,90,158,,,,35,5,10,,,
筹资活动现金流入小计(万元),3259,3259,2853,47527,49040,48789,41055,33394,32937,17183,12008,20569,20410,16118,2017,8163,7251,31753,10215,31990,
偿还债务支付的现金(万元),6384,1070,500,6593,6093,5593,3093,12092,9907,5909,3370,11896,9816,8316,901,27985,19458,16835,9349,11500,
分配股利、利润或偿付利息所支付的现金(万元),17435,916,486,6409,6245,5072,382,4309,3896,3203,459,1779,1280,783,1052,2456,1963,3124,3176,2815,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),28,28,117,1344,2994,2390,1487,2308,1610,512,401,1277,1193,897,,308,50,33,45,233,
筹资活动现金流出小计(万元),23847,2014,1103,14347,15332,13055,4962,18709,15413,9623,4230,14952,12289,9995,1953,30749,21471,19992,12570,14548,
筹资活动产生的现金流量净额(万元),-20588,1245,1750,33180,33709,35734,36093,14685,17524,7560,7778,5617,8122,6123,64,-22586,-14220,11761,-2355,17442,
汇率变动对现金及现金等价物的影响(万元),1,0,0,4,5,1,-4,-3,-2,-1,0,0,0,0,-0,-0,-0,-0,0,0,
现金及现金等价物净增加额(万元),-44064,-10325,-26336,43218,20815,36249,29048,3988,-275,-2963,-1077,-4317,-8263,-1066,-6185,-7296,-16923,14533,-14012,11094,
加:期初现金及现金等价物余额(万元),57724,57724,57724,14506,14506,14506,14506,10518,10550,10518,10793,14835,14835,14835,14952,22132,22132,7599,21611,10517,
期末现金及现金等价物余额(万元),13660,47399,31388,57724,35321,50755,43554,14506,10274,7555,9715,10518,6572,13770,8767,14835,5209,22132,7599,21611,
净利润(万元),,25817,,43569,,28637,,21470,,7055,,8621,7440,5608,,6282,5138,3116,151,1145,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,119,,971,,263,,1869,,1488,,1960,1275,973,,411,340,718,1786,514,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2998,,4733,,2271,,4730,,2085,,3521,2803,1816,,3980,3036,3893,3905,2903,
无形资产摊销(万元),,906,,1058,,529,,1057,,524,,1054,794,527,,1045,784,994,937,370,
长期待摊费用摊销(万元),,63,,79,,39,,302,,153,,236,183,122,,255,191,253,164,139,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,34,,62,,-20,,-5,,118,,32,22,19,,34,8,14,3,-0,
固定资产报废损失(万元),,5,,163,,5,,130,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,731,,1786,,773,,220,,154,,254,113,27,,905,808,2019,1561,984,
投资损失(万元),,-385,,-677,,-426,,-188,,-64,,-77,-46,-36,,-268,-205,-151,-144,,
递延所得税资产减少(万元),,-2772,,-3618,,-2308,,-3337,,-876,,-1522,-798,-255,,-325,-229,331,-129,-20,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-1637,,-223,,-353,,-5322,,-4204,,-2971,-2775,-2237,,4017,-5448,579,-2005,-1866,
经营性应收项目的减少(万元),,-3852,,-36528,,-44727,,-24945,,-22766,,-13954,-10175,-7012,,-2070,-6418,-4027,-4396,-891,
经营性应付项目的增加(万元),,-9561,,22275,,22731,,19416,,11398,,10677,2228,-154,,13520,14307,3467,806,-2752,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,12467,,33648,,7414,,15398,,-4936,,7832,1065,-603,,27785,12311,11206,2638,525,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),13660,47399,31388,57724,35321,50755,43554,14506,10274,7555,9715,10518,6572,13770,8767,14835,5209,22132,7599,21611,
现金的期初余额(万元),57724,57724,57724,14506,14506,14506,14506,10518,10550,10518,10793,14835,14835,14835,14952,22132,22132,7599,21611,10517,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-44064,-10325,-26336,43218,20815,36249,29048,3988,-275,-2963,-1077,-4317,-8263,-1066,-6185,-7296,-16923,14533,-14012,11094,

