报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),321097,207402,103449,442842,320373,202119,102110,434169,349306,349960,341206,312958,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,,0,0,0,,,152,526,63,,
收到的其他与经营活动有关的现金(万元),6814,4728,948,7892,6679,4087,1266,7959,9560,5945,3886,5435,
经营活动现金流入小计(万元),327910,212130,104397,450734,327053,206207,103376,442129,359018,356431,345155,318392,
购买商品、接受劳务支付的现金(万元),289038,184246,89464,398992,288523,167903,84713,379313,303199,300458,295201,279392,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),14639,10143,5964,18787,14088,9668,5906,17414,15426,13965,12595,10088,
支付的各项税费(万元),4625,2733,1371,9000,6971,4384,2292,9222,8621,8282,11933,6721,
支付的其他与经营活动有关的现金(万元),9648,7768,3436,13333,9626,7484,4299,13746,10737,13405,9910,9137,
经营活动现金流出小计(万元),317950,204890,100235,440111,319208,189439,97210,419696,337984,336110,329638,305337,
经营活动产生的现金流量净额(万元),9960,7240,4162,10623,7845,16768,6166,22433,21034,20321,15517,13055,
收回投资所收到的现金(万元),,,,,,,,,3400,5140,4579,11225,
取得投资收益所收到的现金(万元),2254,2254,405,3082,3082,2627,409,1263,469,416,270,336,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1086,1077,2,108,95,69,1,220,33,32,239,28,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),67500,,,,,,,1153,805,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),70840,3331,407,3190,3177,2696,410,2637,4707,5588,5088,11589,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4840,3364,1748,5071,4465,1148,586,4659,7862,12948,13493,19443,
投资所支付的现金(万元),490,,,5005,595,49,,196,4140,5300,5012,11960,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,11,,,,
支付的其他与投资活动有关的现金(万元),144900,91700,,,,,,464,826,324,82,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),150230,95064,1748,10076,5059,1197,586,5319,12838,18571,18586,31403,
投资活动产生的现金流量净额(万元),-79390,-91733,-1341,-6886,-1882,1499,-175,-2683,-8131,-12983,-13498,-19813,
吸收投资收到的现金(万元),93894,93894,100,98,98,,,882,,,2071,,
其中：子公司吸收少数股东投资收到的现金(万元),324,324,100,98,98,,,882,,,,,
取得借款收到的现金(万元),6000,6000,5056,14501,8142,5142,3000,10123,11953,17726,10154,2980,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,12,,,208,
筹资活动现金流入小计(万元),99894,99894,5156,14599,8240,5142,3000,11005,11965,17726,12225,3188,
偿还债务支付的现金(万元),11501,9382,7142,10548,7552,4552,7621,13906,16670,10098,3980,3830,
分配股利、利润或偿付利息所支付的现金(万元),11655,1797,136,9192,9073,8628,,9418,13965,9261,9403,1268,
其中：子公司支付给少数股东的股利、利润(万元),1636,1584,,739,739,404,,964,363,650,583,1004,
支付其他与筹资活动有关的现金(万元),1440,1440,,,,,,,,,211,2237,
筹资活动现金流出小计(万元),24597,12620,7278,19740,16625,13180,7621,23324,30635,19359,13594,7336,
筹资活动产生的现金流量净额(万元),75297,87274,-2122,-5140,-8385,-8038,-4621,-12320,-18670,-1632,-1369,-4148,
汇率变动对现金及现金等价物的影响(万元),61,-388,-518,1450,1190,47,-768,-560,656,405,63,-196,
现金及现金等价物净增加额(万元),5928,2393,181,47,-1232,10276,602,6871,-5112,6111,713,-11102,
加:期初现金及现金等价物余额(万元),18329,18329,18329,18282,18282,18282,18282,11412,16523,10412,9700,20801,
期末现金及现金等价物余额(万元),24257,20722,18510,18329,17050,28558,18884,18282,11412,16523,10412,9700,
净利润(万元),,10613,,20864,,10542,,19885,18888,,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,466,,-55,,39,,1002,-637,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1766,,3476,,1743,,3347,2910,,,,
无形资产摊销(万元),,302,,593,,297,,596,591,,,,
长期待摊费用摊销(万元),,344,,874,,439,,803,780,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-69,,-49,,-43,,-53,-25,,,,
固定资产报废损失(万元),,2,,0,,0,,23,5,,,,
公允价值变动损失(万元),,-354,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,626,,-991,,180,,1015,-132,,,,
投资损失(万元),,-1469,,-4092,,-1947,,-3117,-1566,,,,
递延所得税资产减少(万元),,53,,29,,-2,,-225,153,,,,
递延所得税负债增加(万元),,188,,173,,,,,,,,,
存货的减少(万元),,-33,,27,,-108,,21,-218,,,,
经营性应收项目的减少(万元),,-2316,,-4476,,-2783,,-3194,-6931,,,,
经营性应付项目的增加(万元),,-2878,,-5750,,8410,,2329,7215,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,7240,,10623,,16768,,22433,21034,,,,
债务转为资本(万元),,,,,,,,,,,,,
