报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),157993,106675,,182423,117729,79595,37342,141249,110459,72517,35656,112945,84995,50372,24279,92729,83823,74601,68092,64355,
客户存款和同业存放款项净增加额(万元),,,54284,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3957,3348,734,4259,1907,1167,273,3150,2465,1551,897,3441,2884,1716,1220,4657,5038,3575,1983,1905,
收到的其他与经营活动有关的现金(万元),1971,842,335,2307,1832,1136,543,1659,679,551,434,1820,547,634,545,789,415,860,473,63,
经营活动现金流入小计(万元),163920,110866,55353,188988,121468,81899,38158,146059,113604,74618,36987,118205,88427,52722,26044,98175,89276,79037,70547,66323,
购买商品、接受劳务支付的现金(万元),90737,60488,32381,97357,65174,43454,19975,73721,64319,40205,18794,60858,47288,24656,10597,45719,48491,43501,45500,41097,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),43586,28364,14985,48036,32999,22754,11786,39292,28543,18959,10511,32758,23728,15623,8817,28458,25968,21547,16869,14469,
支付的各项税费(万元),7387,5348,2541,7833,8878,4498,2360,9334,6991,4894,3043,7176,6273,4605,2292,7688,5988,4016,2145,1343,
支付的其他与经营活动有关的现金(万元),6807,5783,2487,10023,5101,4540,1752,7222,6256,4320,1380,7052,4580,2712,1577,5528,4654,4115,2821,3122,
经营活动现金流出小计(万元),148517,99983,52393,163248,112152,75247,35873,129570,106110,68378,33728,107843,81869,47595,23283,87393,85101,73180,67335,60031,
经营活动产生的现金流量净额(万元),15403,10883,2960,25740,9316,6652,2286,16489,7493,6240,3259,10362,6557,5126,2761,10782,4175,5856,3212,6292,
收回投资所收到的现金(万元),,,,,,,,28,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,76,,,,175,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,1,,,,96,,,0,86,11,1,,10,12,18,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),9069,9060,4969,,8540,8040,,,24082,13051,,,,,,,,300,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),9069,9060,4969,77,8540,8040,0,299,24082,13051,0,86,11,1,0,10,12,318,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),22729,17148,9350,60895,23655,23814,15145,24946,14745,8483,4807,18701,11152,10193,3536,16938,6547,5816,4110,6091,
投资所支付的现金(万元),,621,,6738,1738,738,,2058,2167,2167,2167,,,,,69,31,189,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),381,,,19782,1031,1028,1028,3202,,,,3213,3213,3213,3213,780,,,3000,22,
支付的其他与投资活动有关的现金(万元),9000,9000,1205,540,51564,8000,,,29000,19000,,,,,,,,,300,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),32110,26769,10556,87955,77987,33580,16173,30205,45912,29650,6974,21915,14366,13407,6750,17787,6577,6005,7410,6113,
投资活动产生的现金流量净额(万元),-23041,-17709,-5586,-87878,-69447,-25539,-16173,-29907,-21830,-16599,-6974,-21829,-14355,-13405,-6750,-17777,-6565,-5687,-7410,-6113,
吸收投资收到的现金(万元),,,,857,,,,5184,,,,47204,,,,,,,7000,2730,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),68447,63558,30455,117898,95754,45718,17118,58821,39747,16137,2518,57914,48328,35304,19127,46566,27778,20347,30836,37051,
发行债券收到的现金(万元),,,,40850,40850,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,104,727,857,876,309,5184,5224,,558,558,558,,204,,50,,,
筹资活动现金流入小计(万元),68447,63558,30455,159709,137331,46575,17994,64315,44931,21361,2518,105676,48886,35862,19127,46770,27778,20397,37836,39781,
偿还债务支付的现金(万元),53160,44499,22504,108839,52717,28547,12719,47745,30271,23825,8706,46979,35012,20077,9527,34565,23705,17861,31638,31980,
分配股利、利润或偿付利息所支付的现金(万元),9578,8507,803,7300,5925,5225,369,5276,4834,4242,390,5044,4499,3978,3161,3449,2781,1915,1829,5640,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1155,1438,,556,,912,,370,2588,1542,826,636,636,636,,,,,69,175,
筹资活动现金流出小计(万元),63893,54444,23307,116695,58642,34685,13088,53391,37693,29609,9921,52659,40148,24691,12688,38014,26485,19777,33537,37794,
