报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),89078,53078,25184,94067,63537,36517,16998,75434,55471,36070,19994,65727,46500,29258,12152,70041,68724,79879,73211,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),948,1239,460,765,728,451,215,1219,1219,210,2,812,656,,,646,560,726,159,
收到的其他与经营活动有关的现金(万元),2080,1311,156,1030,737,422,201,933,797,417,129,329,294,199,141,407,855,868,627,
经营活动现金流入小计(万元),92106,55628,25800,95862,65001,37390,17414,77586,57486,36697,20125,66868,47449,29457,12292,71095,70138,81472,73997,
购买商品、接受劳务支付的现金(万元),50700,34454,17659,55831,40323,23717,15048,49215,39542,24877,14066,40284,33209,18020,7500,36596,38234,48589,47513,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),17870,10771,6033,16244,10492,6113,3617,10697,7740,6062,3289,9196,6748,4933,2562,8466,7976,7520,6759,
支付的各项税费(万元),4613,2077,2028,4855,3013,2717,1656,5494,3527,2674,2150,3438,2672,1918,848,5076,4723,3629,3581,
支付的其他与经营活动有关的现金(万元),6634,3474,1619,8004,5169,3080,1598,5507,3857,2498,1663,4966,3400,2279,1320,4542,5079,5160,4288,
经营活动现金流出小计(万元),79817,50776,27339,84934,58997,35627,21919,70913,54667,36110,21169,57884,46029,27150,12230,54680,56013,64898,62141,
经营活动产生的现金流量净额(万元),12289,4852,-1539,10928,6004,1763,-4505,6673,2820,587,-1044,8984,1420,2307,62,16415,14125,16574,11856,
收回投资所收到的现金(万元),120503,63485,36065,167357,134027,85655,51886,71834,21550,15150,12550,40685,31381,26678,12455,,3,,,
取得投资收益所收到的现金(万元),969,561,320,1778,,,,,56,,7,,,,11,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5589,18,7,155,40,13,3,86,77,62,26,20,6,6,1,9,61,239,195,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,18,69,,
收到的其他与投资活动有关的现金(万元),940,,,,85,85,,20,8,8,,337,337,337,,125,120,191,113,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),128001,64063,36392,169289,134152,85752,51889,71940,21692,15221,12583,41043,31725,27021,12467,134,202,499,308,
