报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),126982,83414,32651,147138,111322,69393,39029,120783,112152,71087,34591,131477,86696,56647,29687,145827,141166,147429,126179,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,1,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1148,379,123,2902,1634,1078,538,2243,996,432,1544,1967,613,240,242,2733,700,2860,169,
经营活动现金流入小计(万元),128130,83793,32774,150040,112956,70471,39568,123026,113148,71518,36135,133443,87309,56887,29928,148559,141866,150289,126348,
购买商品、接受劳务支付的现金(万元),38449,23130,9597,46357,40977,22162,13394,33301,53620,35281,15505,44268,35294,20453,8284,62158,54712,64474,83568,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16560,11128,5823,18745,15332,9291,6329,16538,10765,8307,4560,14835,10217,7949,4436,14925,14694,13806,18999,
