报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),69641,43427,23747,71171,45746,28972,13789,43615,29686,18643,7538,32426,22266,14298,6075,28621,20661,26416,23813,21681,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2563,1895,762,323,77,4,,2,2,2,,,,,,,,66,27,,
收到的其他与经营活动有关的现金(万元),913,250,83,1035,657,362,333,479,419,299,192,233,42,37,29,379,200,75,254,219,
经营活动现金流入小计(万元),73117,45572,24592,72528,46480,29338,14122,44095,30106,18943,7730,32659,22308,14335,6104,29000,20862,26557,24094,21900,
购买商品、接受劳务支付的现金(万元),47204,30576,16007,50106,32435,18819,8638,33000,21465,13033,6576,19862,11890,7403,3592,17103,12574,18633,16283,13526,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7900,5246,2869,7721,5644,3706,1949,4087,2865,1874,1015,2910,2146,1477,800,2634,2003,1859,1197,1053,
支付的各项税费(万元),2273,1414,785,1912,1338,957,702,1954,1239,590,314,2760,2256,1653,970,2643,2128,1444,1494,1672,
支付的其他与经营活动有关的现金(万元),4457,2594,1476,3948,2540,1660,805,2555,1824,1018,598,1668,978,745,263,1312,941,933,863,632,
经营活动现金流出小计(万元),61834,39830,21136,63688,41957,25142,12094,41596,27392,16515,8503,27200,17271,11279,5625,23692,17645,22870,19836,16884,
经营活动产生的现金流量净额(万元),11283,5742,3455,8841,4523,4196,2028,2499,2714,2429,-773,5459,5037,3056,479,5308,3217,3687,4258,5016,
收回投资所收到的现金(万元),,,,30900,28900,23100,15700,52000,29174,,,,,,,,,,,2105,
取得投资收益所收到的现金(万元),,,,110,103,82,55,250,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),138,25,4,5,,,,,,,,48,48,25,,2,2,,1,,
处置子公司及其他营业单位收到的现金净额(万元),5,5,5,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),143,30,9,31014,29003,23182,15755,52250,29174,0,0,48,48,25,0,2,2,0,1,2105,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),14582,6250,1732,11675,9497,7321,5302,12701,7932,5846,930,4010,2588,1605,737,1805,1342,1058,4033,6876,
投资所支付的现金(万元),,,,22900,22900,17900,10200,60000,39000,13000,,,,,,,,,,2100,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,16132,11474,5580,,760,458,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),14582,6250,1732,50707,43871,30801,15502,73461,47389,18846,930,4010,2588,1605,737,1805,1342,1058,4033,8976,
投资活动产生的现金流量净额(万元),-14439,-6220,-1723,-19693,-14868,-7619,253,-21211,-18215,-18846,-930,-3961,-2539,-1580,-737,-1803,-1340,-1058,-4032,-6871,
吸收投资收到的现金(万元),150,100,,2895,2894,2894,2894,24540,24540,23540,21847,,,,,,,,1440,4120,
其中：子公司吸收少数股东投资收到的现金(万元),150,100,,,,,,,1000,,,,,,,,,,,,
取得借款收到的现金(万元),23312,13643,5910,15721,11939,4051,530,2370,1100,800,800,3937,1977,1977,579,5464,4639,4598,4491,4000,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),5949,3708,1816,6504,3069,1761,715,2839,4912,1238,2629,1368,559,395,251,1684,853,1612,1489,2400,
筹资活动现金流入小计(万元),29411,17451,7726,25121,17902,8707,4139,29749,30552,25578,25276,5305,2536,2372,830,7147,5492,6210,7420,10520,
