报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),34635,21537,11300,34523,25280,16086,6843,25846,17582,9834,4035,20573,11891,27618,,14187,18762,9943,11489,8352,7167,5934,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1998,1305,596,1460,1059,227,129,204,73,1,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1891,868,167,4297,5953,3706,1453,2415,2351,1857,695,618,462,539,,377,1492,1247,711,698,2158,554,
经营活动现金流入小计(万元),38524,23710,12063,40280,32292,20020,8425,28465,20007,11693,4730,21192,12354,28158,,14563,20254,11191,12199,9051,9325,6488,
购买商品、接受劳务支付的现金(万元),28157,18758,9270,29838,21928,12806,6262,15320,10960,6603,4260,9954,4065,15357,,8315,14650,7326,9239,6728,5199,4413,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),1810,1241,698,1998,1520,1064,605,1336,1053,738,459,1706,1172,1539,,758,1123,609,829,635,681,693,
支付的各项税费(万元),432,209,44,896,691,416,178,1038,737,413,137,1895,1224,2113,,715,947,374,590,434,342,684,
支付的其他与经营活动有关的现金(万元),3374,1627,711,3558,5290,2947,2218,4922,2592,1948,542,3472,3525,2085,,1149,1700,1563,1626,1178,2074,1564,
经营活动现金流出小计(万元),33773,21836,10723,36290,29428,17233,9263,22616,15341,9702,5398,17027,9986,21094,,10937,18420,9872,12285,8975,8297,7354,
经营活动产生的现金流量净额(万元),4750,1875,1340,3990,2864,2786,-838,5849,4665,1991,-667,4165,2368,7064,4804,3626,1834,1319,-85,76,1029,-866,
收回投资所收到的现金(万元),19600,11600,7600,48000,26000,18000,7000,0,0,,,,,3200,,3200,2000,,3000,2500,10576,28200,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,,13,7,44,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,3,0,,,,,,,,,4,,1,0,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),1903,1050,61,285,154,118,17,88,58,58,58,,,12,,12,6,,14,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),21503,12650,7661,48288,26154,18118,7017,89,58,58,58,0,0,3215,,3213,2006,0,3014,2513,10583,28244,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2679,1504,1076,5703,6138,4576,3317,6810,4605,2637,508,3864,337,3883,,3406,1583,583,1339,813,675,2561,
投资所支付的现金(万元),21600,12600,4600,50500,32000,15500,6000,4500,,,,,,1700,,1700,3500,,3000,3000,10576,28200,
