报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),70647,,135639,98080,,153793,141777,118634,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),,,,,,,,,
收到的其他与经营活动有关的现金(万元),6555,,7577,6992,,6580,2889,683,
经营活动现金流入小计(万元),77203,,143216,105072,,160373,144667,119317,
购买商品、接受劳务支付的现金(万元),42512,,55301,47027,,66781,68193,66090,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),6883,,8835,6431,,8194,5724,4284,
支付的各项税费(万元),10994,,19660,16624,,20227,15830,16406,
支付的其他与经营活动有关的现金(万元),12178,,24095,13641,,26007,26688,24264,
经营活动现金流出小计(万元),72567,,107892,83724,,121209,116435,111043,
经营活动产生的现金流量净额(万元),4636,1573,35324,21348,11357,39164,28232,8274,
收回投资所收到的现金(万元),,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,20,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),0,,0,0,,20,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3584,,2384,2171,,1657,12527,1725,
投资所支付的现金(万元),,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),3584,,2384,2171,,1657,12527,1725,
投资活动产生的现金流量净额(万元),-3584,-1768,-2384,-2171,-1969,-1637,-12527,-1725,
吸收投资收到的现金(万元),90010,,100,100,,,31182,,
其中：子公司吸收少数股东投资收到的现金(万元),,,100,100,,,100,,
取得借款收到的现金(万元),,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,87335,200121,
筹资活动现金流入小计(万元),90010,,100,100,,0,118517,200121,
偿还债务支付的现金(万元),,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),10780,,10061,10061,,7905,,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),1656,,,,,,113806,202521,
筹资活动现金流出小计(万元),12436,,10061,10061,,7905,113806,202521,
筹资活动产生的现金流量净额(万元),77574,-11013,-9961,-9961,-9961,-7905,4711,-2400,
汇率变动对现金及现金等价物的影响(万元),-0,-0,6,-5,-1,-15,20,1,
现金及现金等价物净增加额(万元),78626,-11208,22985,9211,-574,29607,20436,4150,
加:期初现金及现金等价物余额(万元),106143,,83157,83157,,53550,33113,28963,
期末现金及现金等价物余额(万元),184770,,106141,92368,,83157,53550,33113,
净利润(万元),,,30332,,,28099,23054,17451,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,,-278,,,301,9,184,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,1332,,,1289,701,497,
无形资产摊销(万元),,,367,,,536,401,37,
长期待摊费用摊销(万元),,,44,,,43,25,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,-1,,,
固定资产报废损失(万元),,,23,,,22,,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,,-6,,,15,-20,-1,
投资损失(万元),,,,,,,,,
递延所得税资产减少(万元),,,-27,,,1,44,-10,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,,-715,,,-988,-1293,695,
经营性应收项目的减少(万元),,,-145,,,3291,-1090,-2323,
经营性应付项目的增加(万元),,,4395,,,6556,6402,-8255,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,,35324,,,39164,28232,8274,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),184770,,106141,92368,,83157,53550,33113,
现金的期初余额(万元),106143,,83157,83157,,53550,33113,28963,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),78626,-11208,22985,9211,-574,29607,20436,4150,

