报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),,206896,368048,,314635,266507,119141,229220,200981,181709,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),,2900,2518,,3092,4178,1056,2184,2341,2761,
经营活动现金流入小计(万元),,209795,370565,,317727,270685,120196,231404,203322,184470,
购买商品、接受劳务支付的现金(万元),,139757,217799,,200137,164854,78391,139487,132607,114591,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),,27142,49978,,42755,34749,16540,30179,27720,23789,
支付的各项税费(万元),,10966,19875,,16635,14845,7822,14253,11347,10690,
支付的其他与经营活动有关的现金(万元),,23991,49153,,38879,35687,16084,32578,33281,28783,
经营活动现金流出小计(万元),,201857,336805,,298407,250135,118836,216496,204955,177854,
经营活动产生的现金流量净额(万元),14100,7939,33760,16370,19321,20551,1360,14907,-1633,6616,
收回投资所收到的现金(万元),,14500,11544,,14049,28500,,18500,21200,26800,
取得投资收益所收到的现金(万元),,21,7,,21,43,,20,26,33,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,0,2,,4,2,1,1,0,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),,14522,11553,,14074,28545,1,18520,21227,26835,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),,4715,13322,,10394,15455,1663,4801,11219,6290,
投资所支付的现金(万元),,14500,11544,,14049,28500,52,18500,14700,32300,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,3872,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),,19215,28739,,24443,43955,1715,23301,25919,38590,
投资活动产生的现金流量净额(万元),,-4693,-17185,,-10369,-15410,-1714,-4781,-4692,-11755,
吸收投资收到的现金(万元),,,,,,,,,942,11215,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),,7400,6350,,7600,12000,6600,12200,11500,16800,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,3330,,,2600,4634,4841,8839,11595,
筹资活动现金流入小计(万元),,7400,9680,,7600,14600,11234,17041,21281,39610,
偿还债务支付的现金(万元),,2270,10290,,9740,8246,8066,12831,16931,16131,
分配股利、利润或偿付利息所支付的现金(万元),,215,4292,,3387,490,175,668,742,2047,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,644,4773,,3182,1840,4782,12616,6113,6028,
筹资活动现金流出小计(万元),,3129,19355,,16309,10575,13023,26116,23786,24207,
筹资活动产生的现金流量净额(万元),,4271,-9675,,-8709,4025,-1789,-9074,-2505,15403,
汇率变动对现金及现金等价物的影响(万元),,-1,,,,,,,,,
现金及现金等价物净增加额(万元),,7517,6900,,243,9165,-2143,1052,-8829,10264,
加:期初现金及现金等价物余额(万元),,26843,19943,,19700,10535,10535,9483,18313,8048,
期末现金及现金等价物余额(万元),,34359,26843,,19943,19700,8392,10535,9483,18313,
净利润(万元),,11048,16641,,,,3919,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,1396,1216,,,,508,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1097,2003,,,,682,,,,
无形资产摊销(万元),,148,279,,,,87,,,,
长期待摊费用摊销(万元),,2005,3633,,,,1452,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,1,,,,
固定资产报废损失(万元),,41,38,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,349,765,,,,240,,,,
投资损失(万元),,-20,-6,,,,,,,,
递延所得税资产减少(万元),,-51,86,,,,19,,,,
递延所得税负债增加(万元),,113,285,,,,,,,,
存货的减少(万元),,-2497,-7632,,,,1551,,,,
经营性应收项目的减少(万元),,-9896,882,,,,-5776,,,,
经营性应付项目的增加(万元),,4168,15531,,,,-1319,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,7939,33760,,,,1360,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),,34359,26843,,19943,19700,8392,10535,9483,18313,
现金的期初余额(万元),,26843,19943,,19700,10535,10535,9483,18313,8048,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),,7517,6900,,243,9165,-2143,1052,-8829,10264,

