报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),22927,14429,5974,35831,23919,14927,5653,29002,20268,13522,6148,24613,17391,11370,5445,22636,16470,21439,9203,19911,16819,16849,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),58,39,39,1,,,,0,,,,,,,,,,14,,224,,8,
收到的其他与经营活动有关的现金(万元),239,161,80,783,322,184,89,476,448,383,831,164,177,253,76,295,290,357,107,975,720,2495,
经营活动现金流入小计(万元),23225,14629,6093,36615,24242,15111,5742,29478,20716,13905,6980,24777,17569,11623,5522,22931,16760,21810,9310,21110,17539,19352,
购买商品、接受劳务支付的现金(万元),11695,6515,3976,24797,17811,12029,5787,16935,11927,7859,4764,14133,10389,6496,3860,14066,10705,14612,7018,11986,11160,13870,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3608,2266,924,4672,3299,2066,847,1996,1542,1025,365,1868,1419,942,151,2023,1436,2236,1041,1465,1086,928,
支付的各项税费(万元),1717,1377,338,2340,2240,1807,393,2625,1988,1555,579,2249,1780,1402,104,1727,1292,1249,487,1581,2137,1092,
支付的其他与经营活动有关的现金(万元),1744,1286,682,3963,2657,1368,875,1996,1534,963,658,1319,964,515,614,1326,838,1458,548,2114,1672,2650,
经营活动现金流出小计(万元),18764,11444,5920,35773,26007,17269,7902,23553,16991,11402,6367,19569,14553,9356,4729,19142,14271,19554,9094,17146,16055,18540,
经营活动产生的现金流量净额(万元),4460,3185,173,842,-1765,-2158,-2160,5925,3725,2503,612,5207,3016,2267,792,3789,2489,2255,216,3964,1484,812,
收回投资所收到的现金(万元),89985,65160,28570,104179,69992,49842,26742,28300,12300,,,,,,,,,,,200,,150,
取得投资收益所收到的现金(万元),417,338,194,722,538,389,231,266,112,,,,,,,,,,,0,,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,9,9,8,,118,118,118,118,487,7,,,16,5,4,,2,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,5,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),90402,65498,28764,104910,70540,50240,26973,28684,12530,118,118,487,7,5,0,16,5,4,0,202,0,150,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1946,1434,454,6457,4587,3745,3394,4605,857,649,270,1495,1423,1170,930,2026,1810,2621,1052,4902,2918,505,
投资所支付的现金(万元),91820,59721,25080,104139,65300,43900,21350,47670,32100,14900,,,,,,,,,,200,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,2000,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,1481,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),93767,61155,25534,110595,69887,47645,24744,52275,32957,15549,270,1495,1423,1170,930,2026,1810,2621,1052,6583,2918,2505,
投资活动产生的现金流量净额(万元),-3364,4343,3229,-5686,653,2595,2229,-23590,-20427,-15431,-152,-1008,-1416,-1165,-930,-2010,-1805,-2617,-1052,-6382,-2918,-2355,
吸收投资收到的现金(万元),,,,1880,1880,1880,1880,21083,17083,,17083,,,,,,,,,1932,,4500,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,1880,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,900,900,900,500,3521,2980,2760,750,2840,1560,1460,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),9,6,3,11,,,,101,,17083,,,,,,,,,,,,,
筹资活动现金流入小计(万元),9,6,3,1891,1880,1880,1880,21184,17083,17083,17083,900,900,900,500,3521,2980,2760,750,4772,1560,5960,
偿还债务支付的现金(万元),,,,,,,,,,,,2300,1900,900,500,4431,3166,2330,300,2520,1460,960,
分配股利、利润或偿付利息所支付的现金(万元),446,423,,,,,,,,,,53,49,36,17,381,99,139,63,109,105,1526,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,1454,
支付其他与筹资活动有关的现金(万元),,,,,,,,848,874,874,874,,,,,,,,,,,,
筹资活动现金流出小计(万元),446,423,0,0,0,0,0,848,874,874,874,2353,1949,936,517,4812,3264,2469,363,2629,1565,2486,
筹资活动产生的现金流量净额(万元),-437,-417,3,1891,1880,1880,1880,20336,16209,16209,16209,-1453,-1049,-36,-17,-1291,-285,291,387,2143,-5,3474,
汇率变动对现金及现金等价物的影响(万元),-0,19,6,-28,-25,-15,-21,-36,-24,-3,12,-14,-3,-1,-6,-21,-21,1,,,,,
现金及现金等价物净增加额(万元),659,7129,3411,-2980,743,2301,1927,2635,-517,3278,16681,2732,548,1066,-160,467,378,-70,-450,-274,-1439,1932,
加:期初现金及现金等价物余额(万元),3801,3801,6784,6781,6781,6781,6781,4146,4146,4146,4146,1414,1414,1414,1414,948,948,1017,1017,1292,2731,799,
期末现金及现金等价物余额(万元),4460,10930,10195,3801,7524,9082,8708,6781,3629,7424,20827,4146,1962,2480,1254,1414,1325,948,567,1017,1292,2731,
净利润(万元),,3135,,6263,,3319,,5495,,2594,,,2705,1777,,3246,2295,2907,1235,2831,2049,2263,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,277,,323,,365,,178,,53,,,147,104,,52,69,39,61,173,66,12,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,782,,1424,,690,,932,,479,,,744,496,,736,506,618,304,407,345,306,
无形资产摊销(万元),,44,,78,,39,,78,,-22,,,80,56,,98,73,97,48,94,36,24,
长期待摊费用摊销(万元),,28,,44,,20,,40,,21,,,27,16,,27,22,22,9,10,7,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-6,,-6,,138,,138,,,59,60,,34,35,-4,,4,-6,10,
