报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),14828,9494,5737,15511,13823,9472,4872,9721,6861,4414,776,7277,6308,3176,1601,6296,3586,4325,2402,966,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),709,487,203,1620,1322,1075,408,1023,560,413,106,905,486,395,128,787,285,515,200,156,
收到的其他与经营活动有关的现金(万元),2360,1772,778,914,537,223,122,1278,902,519,412,647,327,208,90,244,171,60,155,82,
经营活动现金流入小计(万元),17896,11752,6718,18045,15682,10770,5402,12022,8323,5347,1293,8829,7121,3779,1819,7327,4042,4900,2758,1204,
购买商品、接受劳务支付的现金(万元),12439,7390,3930,4369,6788,4404,1721,2570,2849,1866,284,1428,1720,874,595,1841,1497,1568,630,477,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8033,4487,2347,7525,5450,3556,1967,4748,3422,2306,1222,3203,2418,1628,861,2686,1372,1722,1119,736,
支付的各项税费(万元),1084,607,128,2799,2236,1713,707,2101,1524,1048,626,1651,1083,804,336,1543,640,964,327,237,
支付的其他与经营活动有关的现金(万元),2683,1503,876,2107,1739,1020,473,1526,1493,1058,500,875,678,454,384,1124,401,686,401,345,
经营活动现金流出小计(万元),24240,13987,7281,16800,16214,10692,4868,10945,9288,6278,2632,7158,5899,3760,2176,7194,3909,4941,2477,1796,
经营活动产生的现金流量净额(万元),-6344,-2235,-563,1245,-531,78,534,1076,-965,-931,-1339,1671,1222,19,-357,133,133,-41,280,-592,
收回投资所收到的现金(万元),,,,46500,29000,20000,10000,16000,2000,,,,,,,,,,500,,
取得投资收益所收到的现金(万元),,,,253,217,149,96,110,7,,,,,,,,,,3,25,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,,,16,3,3,3,13,4,4,4,2,,,,3,3,6,10,8,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,182,,395,225,225,,348,548,348,268,750,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),17,0,0,46769,29219,20333,10098,16519,2236,229,4,350,548,348,268,753,3,6,512,33,
