报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),52484,38999,15544,72922,45131,29711,15008,71408,31057,119297,57735,86025,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),1556,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),352,109,21,1691,83,61,23,21353,21234,44119,39487,15841,
经营活动现金流入小计(万元),54392,39108,15565,74613,45214,29772,15031,92761,52291,163416,97222,101866,
购买商品、接受劳务支付的现金(万元),19355,11831,5402,37927,25352,13385,7959,34327,19112,55806,33163,38503,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3672,2646,1553,4283,3270,2372,1386,3760,1802,4126,3778,3270,
支付的各项税费(万元),4342,3666,2053,8067,5931,4337,1782,12462,7273,12759,12025,10623,
支付的其他与经营活动有关的现金(万元),3056,1345,685,2338,1451,944,574,3938,3032,31297,30287,42385,
经营活动现金流出小计(万元),30425,19489,9694,52615,36004,21038,11702,54487,31219,103988,79252,94780,
经营活动产生的现金流量净额(万元),23967,19619,5871,21998,9209,8734,3329,38275,21071,59428,17970,7086,
