报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2010-12-31,
销售商品、提供劳务收到的现金(万元),78195,50875,18143,103121,73113,47835,15974,73024,46864,31987,46866,25214,16067,2760,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),1009,355,167,284,102,102,102,273,273,131,22,304,111,,
收到的其他与经营活动有关的现金(万元),2459,1725,258,3011,1814,874,97,5081,4461,1175,2159,1448,1007,297,
经营活动现金流入小计(万元),81663,52955,18569,106417,75030,48811,16173,78378,51598,33293,49047,26966,17184,3056,
购买商品、接受劳务支付的现金(万元),61555,33321,16435,42394,30718,18091,7819,35208,25530,17505,23901,20146,11766,1928,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),18005,12324,7359,15123,10670,7350,4211,9683,6926,4707,6372,4873,2749,349,
支付的各项税费(万元),7813,5565,2781,18639,14808,10283,4506,8744,6965,3341,4231,865,577,315,
支付的其他与经营活动有关的现金(万元),5646,3398,1473,4110,1697,1325,242,4382,1450,1960,2255,1514,1681,2371,
经营活动现金流出小计(万元),93018,54608,28047,80266,57893,37049,16778,58017,40871,27513,36759,27398,16773,4962,
