报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),162594,110504,54908,193742,140780,85415,43382,142375,100856,64755,34116,119275,84066,26636,88642,67980,49535,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),9380,6892,3987,11070,8267,4741,2470,7713,6444,4835,3021,6682,5262,1735,6711,4871,3822,
收到的其他与经营活动有关的现金(万元),1271,453,295,2919,849,714,671,3565,1195,635,420,640,534,105,615,303,473,
经营活动现金流入小计(万元),173245,117849,59190,207732,149896,90870,46523,153654,108495,70226,37557,126597,89862,28477,95967,73155,53830,
购买商品、接受劳务支付的现金(万元),89752,62093,25119,123577,89587,53956,28088,89633,68097,41128,22971,76331,49783,14675,42224,44736,30026,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),27254,18065,9490,32970,23961,15330,7234,24591,17690,11512,5462,20216,14665,4876,17040,12933,8670,
支付的各项税费(万元),5778,3589,1778,6438,3970,2407,1135,4232,2813,2118,1903,4610,3170,1086,3284,3312,1615,
支付的其他与经营活动有关的现金(万元),10502,7183,3380,14249,9928,6750,3803,11057,8035,5110,2885,10122,7181,1987,8563,4365,3707,
经营活动现金流出小计(万元),133285,90929,39767,177235,127446,78443,40260,129512,96635,59869,33221,111278,74799,22624,71112,65346,44019,
经营活动产生的现金流量净额(万元),39960,26919,19423,30497,22450,12427,6263,24141,11859,10357,4337,15319,15063,5853,24855,7809,9811,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),490,7,,1581,358,315,95,339,316,258,148,423,63,4,910,72,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),265521,165758,76340,267122,176332,137788,38897,16937,11593,7943,3558,33713,28330,8897,81079,18005,4644,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),266010,165765,76340,268703,176690,138103,38992,17276,11909,8202,3706,34136,28393,8902,81989,18077,4645,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),32800,17102,10821,34215,21456,14808,7849,30035,16816,14206,8399,25298,18049,7435,16748,9692,7924,
投资所支付的现金(万元),,,,,,,,,,,,,,,4662,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),264427,163200,77400,346852,255900,207950,116000,15250,9000,6200,3150,29818,23648,11772,85561,17454,5213,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),297227,180302,88221,381068,277356,222758,123849,45285,25816,20406,11549,55116,41697,19207,106971,27146,13137,
