报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),336153,103256,29066,308948,124812,82310,26116,279716,73604,224062,329105,342964,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),714,710,263,2976,1737,1638,201,3214,1009,2160,39,,
收到的其他与经营活动有关的现金(万元),23767,19049,33529,3671,11125,3645,6675,2476,2815,35306,26782,4931,
经营活动现金流入小计(万元),360634,123014,62859,315595,137673,87592,32991,285406,77428,261528,355926,347896,
购买商品、接受劳务支付的现金(万元),219210,139133,55998,221128,152222,89082,44321,166522,99924,227101,309834,164269,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),14752,10468,6904,17911,13598,10184,6339,17377,9471,15217,12096,8060,
支付的各项税费(万元),14973,14571,1349,16027,13515,12777,3939,14196,5599,8798,4338,3124,
支付的其他与经营活动有关的现金(万元),65065,23377,9910,39996,25983,20053,6982,32040,14827,27181,26336,77221,
经营活动现金流出小计(万元),314000,187549,74161,295062,205318,132096,61580,230135,129820,278298,352604,252673,
经营活动产生的现金流量净额(万元),46634,-64535,-11302,20534,-67645,-44503,-28589,55271,-52392,-16770,3322,95223,
收回投资所收到的现金(万元),,,,,,,,,,,,360,
取得投资收益所收到的现金(万元),,,,600,,,,600,,450,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,,,4,,0,,,,0,,116,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),9100,9100,,22427,9647,23017,245,239,20326,25269,38893,12437,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),9102,9100,0,23031,9647,23018,245,839,20326,25719,38893,12913,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8386,5149,1043,12260,3041,2849,593,6975,618,9947,6597,9312,
投资所支付的现金(万元),1710,,,2885,850,,,2654,1074,5400,600,1550,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,16000,,28800,47600,29900,20000,,46060,21450,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),10096,5149,1043,31145,3891,31649,48193,39529,21692,15347,53257,32312,
投资活动产生的现金流量净额(万元),-993,3951,-1043,-8114,5756,-8631,-47947,-38689,-1367,10371,-14364,-19399,
吸收投资收到的现金(万元),46348,46048,,,,,,,,,125,,
其中：子公司吸收少数股东投资收到的现金(万元),300,,,,,,,,,,125,,
取得借款收到的现金(万元),3000,,,38800,31300,26300,21300,44000,24000,35000,,26000,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,14500,8500,,22500,14450,
筹资活动现金流入小计(万元),49348,46048,0,38800,31300,26300,21300,58500,32500,35000,22625,40450,
偿还债务支付的现金(万元),12530,7530,1300,23860,15030,10030,,61270,23560,11170,3240,26130,
分配股利、利润或偿付利息所支付的现金(万元),1502,1024,518,2180,1619,1091,567,6532,5217,1134,4437,2652,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,14500,,,23659,36368,
筹资活动现金流出小计(万元),14032,8554,1818,26040,16649,11121,567,82302,28777,12304,31337,65151,
