报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),359811,202663,75353,399986,216928,126854,53844,300893,183142,114644,39184,203824,127356,75282,27897,167320,104983,66160,19093,143444,116857,97188,84537,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1,1,1,3,3,,,,,,,0,0,,,,,,,1,,,,
收到的其他与经营活动有关的现金(万元),15496,7653,3573,11793,6988,5145,2663,4819,6881,4346,2299,6106,6072,5283,3230,6397,6806,4522,3145,4327,4693,5209,3227,
经营活动现金流入小计(万元),375307,210317,78926,411782,223919,131999,56508,305713,190022,118990,41483,209931,133428,80565,31128,173717,111789,70683,22238,147771,121550,102398,87764,
购买商品、接受劳务支付的现金(万元),227798,121380,54103,245335,137475,79179,39877,176245,101514,67745,29007,105346,64492,42986,16173,80820,50476,34321,10337,74980,65141,56433,55023,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),60859,42120,23455,56696,41908,29863,15269,41930,32732,23359,13356,36137,25922,18879,10575,27032,18831,12953,6326,20278,14017,11313,8931,
支付的各项税费(万元),24291,15861,5012,34715,16622,11471,2897,26377,14169,9479,3453,20666,12674,5825,1599,15888,10757,5189,1985,11343,10028,8101,6767,
支付的其他与经营活动有关的现金(万元),65753,39728,19154,48364,38841,22347,8076,38819,34261,20438,9279,42029,28579,15227,8103,28556,20950,11211,5855,28513,17220,15243,11058,
经营活动现金流出小计(万元),378701,219090,101724,385109,234846,142860,66119,283370,182675,121021,55096,204178,131668,82916,36450,152295,101014,63673,24503,135114,106406,91090,81780,
经营活动产生的现金流量净额(万元),-3394,-8772,-22798,26673,-10927,-10861,-9611,22342,7347,-2031,-13613,5752,1761,-2351,-5322,21421,10775,7010,-2265,12657,15144,11308,5985,
收回投资所收到的现金(万元),36500,33500,23900,52250,32000,25800,15600,17000,11000,9000,4000,1000,,,,,,,,,,,1000,
取得投资收益所收到的现金(万元),150,92,47,226,140,109,62,163,90,72,24,4,,,,,,,,,,,1,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),55,16,0,19,17,18,,34,22,19,,41,22,16,6,36,8,6,2,22,66,51,39,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),36705,33608,23947,52495,32157,25927,15662,17197,11112,9091,4024,1045,22,16,6,36,8,6,2,22,66,51,1040,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),56205,40008,23361,27951,13823,6378,2741,20604,10139,6869,5829,19105,14074,8362,3768,8365,6125,4703,2034,5238,2532,5078,7666,
投资所支付的现金(万元),17100,17100,7600,68750,35150,26150,20200,14800,11000,9000,4000,22800,,,,,,,,,,,1000,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
