报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),18696,10908,5105,35665,26302,19660,7885,48241,17226,15689,5652,12089,3359,11657,10523,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),735,715,388,171,34,34,34,152,3,0,,242,78,1670,,
收到的其他与经营活动有关的现金(万元),1086,688,1215,7287,2710,2730,2661,515,12,284,148,519,1153,1047,448,
经营活动现金流入小计(万元),20517,12312,6707,43122,29046,22424,10579,48908,17240,15973,5800,12850,4590,14374,10971,
购买商品、接受劳务支付的现金(万元),17107,11790,9264,24677,19728,14979,9566,30382,12316,9741,2465,7370,1907,7301,5517,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3395,2354,1413,3728,3113,2158,1229,3414,1615,2042,918,1740,634,1780,1359,
支付的各项税费(万元),2763,2481,326,4379,3061,1971,1035,2320,1094,1762,328,1239,182,1502,2034,
支付的其他与经营活动有关的现金(万元),2745,3326,1492,3213,2500,1338,509,2194,737,1498,1017,1081,1100,4174,1519,
经营活动现金流出小计(万元),26009,19950,12495,35996,28402,20446,12340,38310,15762,15043,4727,11431,3822,14757,10428,
经营活动产生的现金流量净额(万元),-5492,-7639,-5787,7125,644,1978,-1761,10598,1479,930,1073,1419,768,-383,543,
收回投资所收到的现金(万元),52100,45000,10000,3200,4200,3200,3200,8030,2930,12800,,15650,1500,13030,3330,
取得投资收益所收到的现金(万元),437,390,67,17,14,9,9,23,9,30,18,59,5,62,22,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),140,34,,1,1,0,,8,8,338,,79,,8,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,13,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),52677,45424,10067,3219,4215,3209,3209,8061,2947,13168,18,15801,1505,13100,3352,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),9029,3321,2420,13557,6070,4431,3857,2478,1712,1109,205,1337,1,1017,237,
投资所支付的现金(万元),73100,50000,25335,3200,4200,3200,3200,8000,2900,12830,,15550,3500,12980,2350,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),82129,53321,27755,16757,10270,7631,7057,10478,4612,13939,205,16887,3501,13997,2587,
投资活动产生的现金流量净额(万元),-29452,-7898,-17688,-13539,-6055,-4422,-3848,-2417,-1664,-771,-187,-1086,-1996,-897,765,
吸收投资收到的现金(万元),35,35,35,40441,410,410,,,,,,170,70,55,245,
其中：子公司吸收少数股东投资收到的现金(万元),35,35,35,410,410,410,,,,,,170,,,,
取得借款收到的现金(万元),1500,,,2000,1500,1000,,3600,3600,2600,1800,3300,2400,,3500,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,159,162,,,,,,,
筹资活动现金流入小计(万元),1535,35,35,42441,1910,1410,0,3759,3762,2600,1800,3470,2470,55,3745,
偿还债务支付的现金(万元),1500,500,,500,,,,5400,2500,1800,,2681,,1500,2900,
分配股利、利润或偿付利息所支付的现金(万元),1014,1004,2,39,18,4,,2129,38,57,27,316,70,1392,729,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),195,128,,277,126,85,23,203,84,85,,,,,525,
筹资活动现金流出小计(万元),2709,1632,2,816,145,90,23,7733,2622,1942,27,2997,70,2892,4154,
筹资活动产生的现金流量净额(万元),-1174,-1597,33,41625,1765,1320,-23,-3974,1141,658,1773,473,2400,-2837,-409,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-36118,-17134,-23442,35212,-3646,-1124,-5631,4207,955,817,2659,806,1172,-4117,899,
加:期初现金及现金等价物余额(万元),42434,42434,42434,7223,7223,7223,7223,3016,3016,2199,2199,1393,1393,5510,4611,
期末现金及现金等价物余额(万元),6316,25301,18993,42434,3576,6099,1591,7223,3971,3016,4858,2199,2565,1393,5510,
净利润(万元),,2084,,9807,,6586,3690,7480,1281,3246,437,1387,708,3493,464,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,-321,,506,,420,71,632,771,240,-72,451,46,281,114,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,469,,746,,368,184,573,266,577,306,629,164,564,447,
