报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),85900,50410,27049,111305,82521,52085,22233,106118,72584,42640,18611,78258,56646,35284,15247,66113,29404,60576,55363,49377,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1530,945,579,2034,1658,1103,718,2043,1644,1051,608,1345,924,632,515,1413,931,1783,1397,1776,
收到的其他与经营活动有关的现金(万元),1587,669,226,995,643,174,101,1201,178,85,70,1150,951,583,74,507,138,858,967,500,
经营活动现金流入小计(万元),89017,52024,27854,114335,84822,53363,23052,109363,74406,43775,19290,80753,58521,36498,15835,68032,30473,63217,57727,51653,
购买商品、接受劳务支付的现金(万元),47411,31067,13379,68919,53942,38431,18985,65912,48598,30686,13324,48383,33762,22568,8753,42967,21132,42438,37796,36777,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12366,8870,4980,16395,13153,9667,5587,14642,10939,7470,4145,10281,7884,5432,3018,8616,4450,7289,6016,5242,
