报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),124091,85837,47250,148355,102816,67202,36445,115725,83532,56409,30985,93463,66760,44476,23622,74698,75172,63774,47202,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,0,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),3543,2386,2005,4749,6338,4302,2739,3657,3960,2843,1033,3032,5937,4241,2299,641,2312,264,338,
经营活动现金流入小计(万元),127634,88222,49255,153104,109154,71504,39184,119382,87491,59252,32018,96495,72697,48717,25921,75339,77484,64038,47539,
购买商品、接受劳务支付的现金(万元),70192,50756,22784,93798,67279,45043,21374,78692,54751,36778,18467,56590,39658,26150,13511,48451,51522,47177,37558,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10006,6801,3347,12042,7772,5227,2893,10707,6930,4690,2505,8714,5484,4279,1907,7243,5447,3482,2129,
支付的各项税费(万元),10847,8039,5667,11492,7704,5384,1759,8050,7259,5262,2316,9293,6648,3793,2634,7004,6851,4842,2689,
支付的其他与经营活动有关的现金(万元),14636,9962,5391,18749,13598,10790,5285,17665,14808,9244,5328,13951,9349,8442,4599,12995,8449,7055,3471,
经营活动现金流出小计(万元),105680,75558,37189,136081,96352,66444,31310,115114,83748,55973,28616,88547,61139,42664,22651,75694,72268,62555,45847,
经营活动产生的现金流量净额(万元),21953,12664,12066,17022,12802,5061,7874,4268,3743,3278,3402,7948,11558,6053,3270,-354,5216,1482,1693,
收回投资所收到的现金(万元),,,,1776,1776,,,,,,,,,,,,6515,,,
取得投资收益所收到的现金(万元),580,315,89,1196,773,539,117,701,319,,,,,,,,34,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),22,19,14,143,0,1,,0,0,0,,21,,,,23,0,0,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),101060,70000,11553,8500,62480,35159,10023,800,6584,107,9,188,95,70,25,2112,86,84,0,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),101662,70334,11656,11615,65029,35700,10140,1501,6903,107,9,209,95,70,25,2135,6635,84,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3526,1689,775,5256,3374,1015,577,9037,7548,6439,2164,7133,6300,5582,2132,12646,8843,1773,738,
投资所支付的现金(万元),,,,2000,23204,2000,,,,,,,,,,,6515,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,12028,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),115197,71500,14000,,56760,40029,10000,30015,36539,29583,4,64,41,29,8,346,2133,354,4,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),118724,73189,14775,19283,83337,43044,10577,39052,44087,36022,2168,7197,6341,5611,2140,12992,17491,2127,742,
投资活动产生的现金流量净额(万元),-17062,-2855,-3119,-7669,-18308,-7345,-437,-37551,-37184,-35914,-2159,-6988,-6246,-5541,-2115,-10857,-10856,-2043,-741,
吸收投资收到的现金(万元),,,,2939,2939,2939,2939,44777,44521,44521,44521,,,,,,,21094,3000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,
