报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),13498,8924,3523,17884,13605,7951,3560,15102,11030,7646,3690,14439,6333,14894,7166,14584,11438,9411,12074,8888,11531,14538,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),655,408,149,853,684,315,264,835,624,264,149,837,489,791,402,707,665,459,502,460,451,311,
收到的其他与经营活动有关的现金(万元),1272,406,103,742,314,152,55,751,491,350,142,422,157,677,183,855,203,174,34,23,454,985,
经营活动现金流入小计(万元),15425,9738,3775,19479,14603,8418,3880,16688,12146,8260,3981,15699,6980,16362,7751,16146,12305,10045,12609,9370,12435,15834,
购买商品、接受劳务支付的现金(万元),8466,5436,1825,8879,6868,3980,1828,7404,5085,3333,1758,6749,3383,7379,3958,7127,5697,5050,6039,4318,6743,10791,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3459,2288,1090,3894,2722,1676,936,3187,2501,1642,784,2917,1315,2635,1297,2694,2004,1337,1484,1116,1573,1236,
支付的各项税费(万元),724,442,198,1958,1309,761,368,1541,1008,787,329,1656,785,1568,855,1440,938,685,1607,1296,1676,1030,
支付的其他与经营活动有关的现金(万元),1664,824,335,1632,1462,1025,373,1530,1163,919,605,1119,585,1224,547,1362,937,1229,1077,631,2083,1305,
经营活动现金流出小计(万元),14312,8989,3448,16362,12361,7441,3506,13661,9758,6682,3476,12440,6067,12806,6657,12623,9575,8302,10207,7360,12075,14363,
经营活动产生的现金流量净额(万元),1113,749,326,3117,2242,977,374,3027,2388,1578,505,3259,913,3556,1094,3523,2730,1743,2402,2010,361,1471,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,4963,
取得投资收益所收到的现金(万元),157,108,54,37,,,,,,,,,,,,,,,,,,152,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),38,14,,11,20,19,1,4,4,3,3,,,1,1,9,9,9,15,9,2,48,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),16000,9500,3000,2000,,,,,,,,,,,,,,,74,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),16194,9622,3054,2047,20,19,1,4,4,3,3,0,0,1,1,9,9,9,88,9,2,5164,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1641,1166,476,1576,906,581,299,729,507,226,62,859,454,805,314,1407,1139,721,548,434,1169,2053,
投资所支付的现金(万元),0,,,,1166,1156,,,,,,,,,,,,,,,,3900,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,4,192,3900,
支付的其他与投资活动有关的现金(万元),19500,8500,6500,5000,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),21141,9666,6976,6576,2072,1737,299,729,507,226,62,859,454,805,314,1407,1139,721,548,438,1361,9852,
投资活动产生的现金流量净额(万元),-4946,-44,-3922,-4529,-2053,-1718,-299,-724,-502,-223,-60,-859,-454,-804,-314,-1398,-1130,-712,-459,-429,-1359,-4689,
吸收投资收到的现金(万元),800,800,800,,,,,14257,14257,14257,,,,,,,,,,,957,3588,
其中：子公司吸收少数股东投资收到的现金(万元),800,800,800,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),0,,,2094,2087,222,222,2167,334,331,249,537,203,104,56,37,,,,,3787,3650,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,870,,
筹资活动现金流入小计(万元),800,800,800,2094,2087,222,222,16424,14591,14588,249,537,203,104,56,37,0,0,0,0,5614,7238,
偿还债务支付的现金(万元),433,425,56,2447,2418,509,57,675,568,523,398,1008,768,74,58,1334,1287,,1839,1839,5100,1350,
分配股利、利润或偿付利息所支付的现金(万元),1057,57,13,1043,687,673,16,42,29,21,11,48,25,55,29,82,66,24,86,73,1205,217,
其中：子公司支付给少数股东的股利、利润(万元),0,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),15,10,5,1142,16,9,4,981,976,893,10,108,47,210,155,11,22,,,,977,60,
筹资活动现金流出小计(万元),1505,492,74,4633,3121,1192,77,1698,1574,1437,420,1164,840,340,242,1427,1375,24,1925,1912,7282,1627,
筹资活动产生的现金流量净额(万元),-705,308,726,-2539,-1034,-970,144,14726,13018,13151,-171,-627,-637,-235,-187,-1390,-1375,-24,-1925,-1912,-1668,5611,
汇率变动对现金及现金等价物的影响(万元),29,8,-58,84,122,-24,-205,-100,-45,41,-11,226,52,-15,17,-70,70,16,-49,-36,11,172,
现金及现金等价物净增加额(万元),-4509,1021,-2928,-3867,-723,-1735,15,16929,14858,14546,264,1998,-127,2503,611,664,295,1022,-31,-367,-2656,2566,
加:期初现金及现金等价物余额(万元),19182,19182,19182,23049,23049,23049,23049,6121,6121,6121,6121,4123,4123,1620,1620,956,956,956,987,987,3643,1077,
期末现金及现金等价物余额(万元),14673,20203,16254,19182,22327,21314,23065,23049,20979,20667,6384,6121,3996,4123,2231,1620,1251,1978,956,620,987,3643,
净利润(万元),,1564,,3677,,1831,,3004,,1450,,3211,1292,2984,1088,2524,,1346,2313,1645,2064,2131,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
